Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Time [Local time],Global radiation mean [W/m2]
Turku airport,2004,1,1,10.0,2004-01-01,-8.6,,00:00,14
Turku airport,2004,1,2,10.0,2004-01-02,-15.2,,00:00,"14,2"
Turku airport,2004,1,3,10.0,2004-01-03,-10.9,,00:00,11
Turku airport,2004,1,4,10.0,2004-01-04,-2.7,,00:00,"5,2"
Turku airport,2004,1,5,18.0,2004-01-05,-4.5,,00:00,"6,1"
Turku airport,2004,1,6,18.0,2004-01-06,-4.4,,00:00,"4,6"
Turku airport,2004,1,7,19.0,2004-01-07,-0.6,,00:00,"3,9"
Turku airport,2004,1,8,20.0,2004-01-08,-0.7,,00:00,3
Turku airport,2004,1,9,22.0,2004-01-09,-3.3,,00:00,"4,6"
Turku airport,2004,1,10,22.0,2004-01-10,-11.2,,00:00,"6,2"
Turku airport,2004,1,11,22.0,2004-01-11,-6.1,,00:00,"3,2"
Turku airport,2004,1,12,22.0,2004-01-12,-3.7,,00:00,"3,3"
Turku airport,2004,1,13,21.0,2004-01-13,1.8,,00:00,"3,4"
Turku airport,2004,1,14,18.0,2004-01-14,-1.2,,00:00,"4,1"
Turku airport,2004,1,15,18.0,2004-01-15,-5.2,,00:00,"8,9"
Turku airport,2004,1,16,18.0,2004-01-16,-6.1,,00:00,"12,8"
Turku airport,2004,1,17,21.0,2004-01-17,-4.1,,00:00,"4,8"
Turku airport,2004,1,18,21.0,2004-01-18,-2.8,,00:00,"13,8"
Turku airport,2004,1,19,21.0,2004-01-19,-5.2,,00:00,"8,9"
Turku airport,2004,1,20,21.0,2004-01-20,-12.5,,00:00,"22,6"
Turku airport,2004,1,21,21.0,2004-01-21,-12.0,,00:00,"24,1"
Turku airport,2004,1,22,21.0,2004-01-22,-11.5,,00:00,"23,6"
Turku airport,2004,1,23,21.0,2004-01-23,-7.1,,00:00,"17,8"
Turku airport,2004,1,24,21.0,2004-01-24,0.2,,00:00,"8,7"
Turku airport,2004,1,25,21.0,2004-01-25,-6.0,,00:00,"18,5"
Turku airport,2004,1,26,21.0,2004-01-26,-5.6,,00:00,"10,6"
Turku airport,2004,1,27,22.0,2004-01-27,-3.2,,00:00,"5,5"
Turku airport,2004,1,28,23.0,2004-01-28,-4.1,,00:00,"11,5"
Turku airport,2004,1,29,24.0,2004-01-29,-4.5,,00:00,"16,3"
Turku airport,2004,1,30,25.0,2004-01-30,-6.0,,00:00,17
Turku airport,2004,1,31,25.0,2004-01-31,-2.0,,00:00,"7,1"
Turku airport,2004,2,1,37.0,2004-02-01,-0.4,,00:00,"12,4"
Turku airport,2004,2,2,35.0,2004-02-02,-2.7,,00:00,"21,3"
Turku airport,2004,2,3,35.0,2004-02-03,-0.5,,00:00,"20,7"
Turku airport,2004,2,4,29.0,2004-02-04,3.1,,00:00,"8,1"
Turku airport,2004,2,5,24.0,2004-02-05,0.7,,00:00,"16,7"
Turku airport,2004,2,6,22.0,2004-02-06,-3.2,,00:00,"21,2"
Turku airport,2004,2,7,23.0,2004-02-07,-4.4,,00:00,"14,7"
Turku airport,2004,2,8,23.0,2004-02-08,-7.3,,00:00,"34,8"
Turku airport,2004,2,9,23.0,2004-02-09,-8.1,,00:00,"38,3"
Turku airport,2004,2,10,24.0,2004-02-10,-11.5,,00:00,"52,6"
Turku airport,2004,2,11,24.0,2004-02-11,-12.2,,00:00,"57,5"
Turku airport,2004,2,12,24.0,2004-02-12,-10.7,,00:00,"43,6"
Turku airport,2004,2,13,25.0,2004-02-13,-0.8,,00:00,"22,1"
Turku airport,2004,2,14,23.0,2004-02-14,2.2,,00:00,"28,6"
Turku airport,2004,2,15,23.0,2004-02-15,-0.6,,00:00,"34,3"
Turku airport,2004,2,16,23.0,2004-02-16,-0.4,,00:00,"61,8"
Turku airport,2004,2,17,23.0,2004-02-17,0.6,,00:00,21
Turku airport,2004,2,18,24.0,2004-02-18,-7.6,,00:00,"69,4"
Turku airport,2004,2,19,23.0,2004-02-19,-7.9,,00:00,"60,5"
Turku airport,2004,2,20,24.0,2004-02-20,0.5,,00:00,"47,2"
Turku airport,2004,2,21,24.0,2004-02-21,0.2,,00:00,"48,8"
Turku airport,2004,2,22,23.0,2004-02-22,-1.6,,00:00,"35,9"
Turku airport,2004,2,23,27.0,2004-02-23,-4.2,,00:00,"39,7"
Turku airport,2004,2,24,29.0,2004-02-24,-6.3,,00:00,"78,2"
Turku airport,2004,2,25,29.0,2004-02-25,0.1,,00:00,"26,7"
Turku airport,2004,2,26,30.0,2004-02-26,-1.1,,00:00,"29,4"
Turku airport,2004,2,27,35.0,2004-02-27,-1.4,,00:00,"32,8"
Turku airport,2004,2,28,37.0,2004-02-28,-2.5,,00:00,"76,3"
Turku airport,2004,2,29,35.0,2004-02-29,-5.1,,00:00,"45,5"
Turku airport,2004,3,1,33.0,2004-03-01,-1.0,,00:00,"44,8"
Turku airport,2004,3,2,33.0,2004-03-02,-3.9,,00:00,"44,2"
Turku airport,2004,3,3,42.0,2004-03-03,-5.8,,00:00,"86,9"
Turku airport,2004,3,4,42.0,2004-03-04,-7.3,,00:00,"111,9"
Turku airport,2004,3,5,45.0,2004-03-05,-8.4,,00:00,93
Turku airport,2004,3,6,45.0,2004-03-06,-5.4,,00:00,99
Turku airport,2004,3,7,45.0,2004-03-07,-2.5,,00:00,"87,5"
Turku airport,2004,3,8,40.0,2004-03-08,0.8,,00:00,"40,4"
Turku airport,2004,3,9,40.0,2004-03-09,-1.0,,00:00,"120,2"
Turku airport,2004,3,10,38.0,2004-03-10,-4.0,,00:00,"117,7"
Turku airport,2004,3,11,36.0,2004-03-11,-4.8,,00:00,"124,6"
Turku airport,2004,3,12,36.0,2004-03-12,-3.4,,00:00,"126,9"
Turku airport,2004,3,13,34.0,2004-03-13,-1.7,,00:00,"126,3"
Turku airport,2004,3,14,34.0,2004-03-14,-0.5,,00:00,"40,8"
Turku airport,2004,3,15,34.0,2004-03-15,1.1,,00:00,"33,1"
Turku airport,2004,3,16,32.0,2004-03-16,2.6,,00:00,"36,8"
Turku airport,2004,3,17,30.0,2004-03-17,1.9,,00:00,"127,2"
Turku airport,2004,3,18,24.0,2004-03-18,2.2,,00:00,"43,6"
Turku airport,2004,3,19,20.0,2004-03-19,1.5,,00:00,"141,1"
Turku airport,2004,3,20,17.0,2004-03-20,1.4,,00:00,"23,5"
Turku airport,2004,3,21,10.0,2004-03-21,1.6,,00:00,"34,2"
Turku airport,2004,3,22,5.0,2004-03-22,1.0,,00:00,
Turku airport,2004,3,23,6.0,2004-03-23,0.5,,00:00,
Turku airport,2004,3,24,2.0,2004-03-24,-0.3,,00:00,
Turku airport,2004,3,25,0.0,2004-03-25,1.2,,00:00,
Turku airport,2004,3,26,0.0,2004-03-26,0.7,,00:00,"84,1"
Turku airport,2004,3,27,0.0,2004-03-27,0.2,,00:00,120
Turku airport,2004,3,28,0.0,2004-03-28,1.8,,00:00,"170,6"
Turku airport,2004,3,29,0.0,2004-03-29,0.9,,00:00,"159,4"
Turku airport,2004,3,30,0.0,2004-03-30,3.5,,00:00,"166,9"
Turku airport,2004,3,31,0.0,2004-03-31,4.5,,00:00,"190,8"
Turku airport,2004,4,1,0.0,2004-04-01,-0.8,,00:00,"203,6"
Turku airport,2004,4,2,0.0,2004-04-02,-1.5,,00:00,198
Turku airport,2004,4,3,0.0,2004-04-03,0.4,,00:00,202
Turku airport,2004,4,4,0.0,2004-04-04,2.5,,00:00,"201,6"
Turku airport,2004,4,5,0.0,2004-04-05,4.6,,00:00,188
Turku airport,2004,4,6,-1.0,2004-04-06,4.9,,00:00,"159,4"
Turku airport,2004,4,7,-1.0,2004-04-07,7.4,,00:00,"197,1"
Turku airport,2004,4,8,-1.0,2004-04-08,7.9,,00:00,212
Turku airport,2004,4,9,-1.0,2004-04-09,4.3,,00:00,"210,6"
Turku airport,2004,4,10,-1.0,2004-04-10,3.5,,00:00,"103,2"
Turku airport,2004,4,11,-1.0,2004-04-11,2.3,,00:00,"172,7"
Turku airport,2004,4,12,-1.0,2004-04-12,2.2,,00:00,"195,7"
Turku airport,2004,4,13,-1.0,2004-04-13,2.7,,00:00,"228,9"
Turku airport,2004,4,14,-1.0,2004-04-14,5.1,,00:00,"93,2"
Turku airport,2004,4,15,-1.0,2004-04-15,7.2,,00:00,"222,2"
Turku airport,2004,4,16,-1.0,2004-04-16,6.5,,00:00,"103,4"
Turku airport,2004,4,17,-1.0,2004-04-17,8.2,,00:00,225
Turku airport,2004,4,18,-1.0,2004-04-18,10.9,,00:00,"213,5"
Turku airport,2004,4,19,-1.0,2004-04-19,12.2,,00:00,"219,1"
Turku airport,2004,4,20,-1.0,2004-04-20,10.9,,00:00,"76,6"
Turku airport,2004,4,21,-1.0,2004-04-21,9.9,,00:00,"139,3"
Turku airport,2004,4,22,-1.0,2004-04-22,7.9,,00:00,221
Turku airport,2004,4,23,-1.0,2004-04-23,6.3,,00:00,"256,9"
Turku airport,2004,4,24,-1.0,2004-04-24,6.6,,00:00,"243,3"
Turku airport,2004,4,25,-1.0,2004-04-25,7.6,,00:00,"257,2"
Turku airport,2004,4,26,-1.0,2004-04-26,6.1,,00:00,"260,1"
Turku airport,2004,4,27,-1.0,2004-04-27,5.6,,00:00,"205,8"
Turku airport,2004,4,28,-1.0,2004-04-28,6.7,,00:00,"152,4"
Turku airport,2004,4,29,-1.0,2004-04-29,7.5,,00:00,"118,8"
Turku airport,2004,4,30,-1.0,2004-04-30,8.6,,00:00,"271,2"
Turku airport,2004,5,1,-1.0,2004-05-01,9.2,,00:00,"190,8"
Turku airport,2004,5,2,-1.0,2004-05-02,10.7,,00:00,"262,8"
Turku airport,2004,5,3,-1.0,2004-05-03,13.5,,00:00,"244,7"
Turku airport,2004,5,4,-1.0,2004-05-04,12.3,,00:00,"97,3"
Turku airport,2004,5,5,-1.0,2004-05-05,18.5,,00:00,"245,3"
Turku airport,2004,5,6,-1.0,2004-05-06,20.8,,00:00,259
Turku airport,2004,5,7,-1.0,2004-05-07,20.4,,00:00,"260,4"
Turku airport,2004,5,8,-1.0,2004-05-08,19.5,,00:00,234
Turku airport,2004,5,9,-1.0,2004-05-09,18.0,,00:00,"280,8"
Turku airport,2004,5,10,-1.0,2004-05-10,13.4,,00:00,"148,8"
Turku airport,2004,5,11,-1.0,2004-05-11,8.8,,00:00,"220,1"
Turku airport,2004,5,12,-1.0,2004-05-12,5.5,,00:00,"274,6"
Turku airport,2004,5,13,-1.0,2004-05-13,4.8,,00:00,"233,9"
Turku airport,2004,5,14,-1.0,2004-05-14,5.1,,00:00,"161,5"
Turku airport,2004,5,15,-1.0,2004-05-15,7.4,,00:00,"238,5"
Turku airport,2004,5,16,-1.0,2004-05-16,6.8,,00:00,219
Turku airport,2004,5,17,-1.0,2004-05-17,7.6,,00:00,"272,8"
Turku airport,2004,5,18,-1.0,2004-05-18,9.4,,00:00,"59,6"
Turku airport,2004,5,19,-1.0,2004-05-19,9.3,,00:00,"146,6"
Turku airport,2004,5,20,-1.0,2004-05-20,8.1,,00:00,"273,2"
Turku airport,2004,5,21,-1.0,2004-05-21,7.1,,00:00,"214,9"
Turku airport,2004,5,22,-1.0,2004-05-22,7.9,,00:00,"210,7"
Turku airport,2004,5,23,-1.0,2004-05-23,5.9,,00:00,"239,3"
Turku airport,2004,5,24,-1.0,2004-05-24,7.1,,00:00,"248,8"
Turku airport,2004,5,25,-1.0,2004-05-25,8.6,,00:00,"307,5"
Turku airport,2004,5,26,-1.0,2004-05-26,10.6,,00:00,"282,4"
Turku airport,2004,5,27,-1.0,2004-05-27,10.9,,00:00,"204,8"
Turku airport,2004,5,28,-1.0,2004-05-28,10.9,,00:00,"210,6"
Turku airport,2004,5,29,-1.0,2004-05-29,10.3,,00:00,"123,4"
Turku airport,2004,5,30,-1.0,2004-05-30,7.1,,00:00,"237,3"
Turku airport,2004,5,31,-1.0,2004-05-31,10.6,,00:00,"152,5"
Turku airport,2004,6,1,-1.0,2004-06-01,11.3,,00:00,"266,5"
Turku airport,2004,6,2,-1.0,2004-06-02,14.4,,00:00,"250,7"
Turku airport,2004,6,3,-1.0,2004-06-03,14.5,,00:00,"319,3"
Turku airport,2004,6,4,-1.0,2004-06-04,17.3,,00:00,"258,6"
Turku airport,2004,6,5,-1.0,2004-06-05,14.7,,00:00,"338,8"
Turku airport,2004,6,6,-1.0,2004-06-06,13.4,,00:00,"158,7"
Turku airport,2004,6,7,-1.0,2004-06-07,10.3,,00:00,"164,3"
Turku airport,2004,6,8,-1.0,2004-06-08,10.5,,00:00,"156,3"
Turku airport,2004,6,9,-1.0,2004-06-09,12.2,,00:00,"322,1"
Turku airport,2004,6,10,-1.0,2004-06-10,11.6,,00:00,"285,5"
Turku airport,2004,6,11,-1.0,2004-06-11,11.1,,00:00,"66,9"
Turku airport,2004,6,12,-1.0,2004-06-12,11.1,,00:00,"76,7"
Turku airport,2004,6,13,-1.0,2004-06-13,14.9,,00:00,"293,3"
Turku airport,2004,6,14,-1.0,2004-06-14,13.3,,00:00,"153,7"
Turku airport,2004,6,15,-1.0,2004-06-15,11.9,,00:00,"316,8"
Turku airport,2004,6,16,-1.0,2004-06-16,10.6,,00:00,"152,4"
Turku airport,2004,6,17,-1.0,2004-06-17,10.8,,00:00,"256,8"
Turku airport,2004,6,18,-1.0,2004-06-18,11.2,,00:00,146
Turku airport,2004,6,19,-1.0,2004-06-19,12.5,,00:00,"249,7"
Turku airport,2004,6,20,-1.0,2004-06-20,11.4,,00:00,"251,6"
Turku airport,2004,6,21,-1.0,2004-06-21,13.3,,00:00,"157,2"
Turku airport,2004,6,22,-1.0,2004-06-22,14.3,,00:00,"194,4"
Turku airport,2004,6,23,-1.0,2004-06-23,14.0,,00:00,"197,9"
Turku airport,2004,6,24,-1.0,2004-06-24,12.6,,00:00,"76,8"
Turku airport,2004,6,25,-1.0,2004-06-25,15.4,,00:00,"287,1"
Turku airport,2004,6,26,-1.0,2004-06-26,14.8,,00:00,"184,5"
Turku airport,2004,6,27,-1.0,2004-06-27,16.4,,00:00,"69,8"
Turku airport,2004,6,28,-1.0,2004-06-28,15.4,,00:00,"85,8"
Turku airport,2004,6,29,-1.0,2004-06-29,15.0,,00:00,"212,7"
Turku airport,2004,6,30,-1.0,2004-06-30,12.9,,00:00,"43,5"
Turku airport,2004,7,1,-1.0,2004-07-01,16.4,,00:00,"157,8"
Turku airport,2004,7,2,-1.0,2004-07-02,15.6,,00:00,310
Turku airport,2004,7,3,-1.0,2004-07-03,14.0,,00:00,"34,3"
Turku airport,2004,7,4,-1.0,2004-07-04,15.4,,00:00,"274,6"
Turku airport,2004,7,5,-1.0,2004-07-05,15.3,,00:00,"214,8"
Turku airport,2004,7,6,-1.0,2004-07-06,15.8,,00:00,"203,1"
Turku airport,2004,7,7,-1.0,2004-07-07,15.2,,00:00,"213,1"
Turku airport,2004,7,8,-1.0,2004-07-08,15.3,,00:00,"250,2"
Turku airport,2004,7,9,-1.0,2004-07-09,16.8,,00:00,217
Turku airport,2004,7,10,-1.0,2004-07-10,16.0,,00:00,"103,3"
Turku airport,2004,7,11,-1.0,2004-07-11,15.5,,00:00,"205,8"
Turku airport,2004,7,12,-1.0,2004-07-12,14.9,,00:00,"235,2"
Turku airport,2004,7,13,-1.0,2004-07-13,15.3,,00:00,"226,6"
Turku airport,2004,7,14,-1.0,2004-07-14,15.6,,00:00,"202,1"
Turku airport,2004,7,15,-1.0,2004-07-15,15.7,,00:00,251
Turku airport,2004,7,16,-1.0,2004-07-16,15.3,,00:00,"310,3"
Turku airport,2004,7,17,-1.0,2004-07-17,16.8,,00:00,"196,3"
Turku airport,2004,7,18,-1.0,2004-07-18,17.1,,00:00,"304,8"
Turku airport,2004,7,19,-1.0,2004-07-19,18.9,,00:00,"268,7"
Turku airport,2004,7,20,-1.0,2004-07-20,18.1,,00:00,"223,2"
Turku airport,2004,7,21,-1.0,2004-07-21,17.5,,00:00,"237,5"
Turku airport,2004,7,22,-1.0,2004-07-22,20.3,,00:00,"196,8"
Turku airport,2004,7,23,-1.0,2004-07-23,18.0,,00:00,"205,3"
Turku airport,2004,7,24,-1.0,2004-07-24,18.2,,00:00,"219,5"
Turku airport,2004,7,25,-1.0,2004-07-25,17.8,,00:00,"157,9"
Turku airport,2004,7,26,-1.0,2004-07-26,16.3,,00:00,"215,2"
Turku airport,2004,7,27,-1.0,2004-07-27,16.9,,00:00,"185,9"
Turku airport,2004,7,28,-1.0,2004-07-28,16.7,,00:00,"54,7"
Turku airport,2004,7,29,-1.0,2004-07-29,17.8,,00:00,"49,4"
Turku airport,2004,7,30,-1.0,2004-07-30,18.2,,00:00,"100,5"
Turku airport,2004,7,31,-1.0,2004-07-31,17.8,,00:00,"86,6"
Turku airport,2004,8,1,-1.0,2004-08-01,18.3,,00:00,"232,7"
Turku airport,2004,8,2,-1.0,2004-08-02,19.6,,00:00,"219,4"
Turku airport,2004,8,3,-1.0,2004-08-03,22.5,,00:00,"209,8"
Turku airport,2004,8,4,-1.0,2004-08-04,22.9,,00:00,"260,7"
Turku airport,2004,8,5,-1.0,2004-08-05,21.8,,00:00,"262,4"
Turku airport,2004,8,6,-1.0,2004-08-06,21.6,,00:00,"195,1"
Turku airport,2004,8,7,-1.0,2004-08-07,21.5,,00:00,"250,9"
Turku airport,2004,8,8,-1.0,2004-08-08,22.8,,00:00,"235,2"
Turku airport,2004,8,9,-1.0,2004-08-09,21.8,,00:00,173
Turku airport,2004,8,10,-1.0,2004-08-10,19.1,,00:00,239
Turku airport,2004,8,11,-1.0,2004-08-11,20.1,,00:00,"142,5"
Turku airport,2004,8,12,-1.0,2004-08-12,16.0,,00:00,"218,4"
Turku airport,2004,8,13,-1.0,2004-08-13,14.9,,00:00,"221,8"
Turku airport,2004,8,14,-1.0,2004-08-14,12.4,,00:00,"177,9"
Turku airport,2004,8,15,-1.0,2004-08-15,13.8,,00:00,"133,9"
Turku airport,2004,8,16,-1.0,2004-08-16,14.7,,00:00,"208,6"
Turku airport,2004,8,17,-1.0,2004-08-17,15.3,,00:00,"47,7"
Turku airport,2004,8,18,-1.0,2004-08-18,14.3,,00:00,"104,4"
Turku airport,2004,8,19,-1.0,2004-08-19,15.5,,00:00,150
Turku airport,2004,8,20,-1.0,2004-08-20,19.0,,00:00,"180,9"
Turku airport,2004,8,21,-1.0,2004-08-21,18.3,,00:00,"113,5"
Turku airport,2004,8,22,-1.0,2004-08-22,16.1,,00:00,"156,8"
Turku airport,2004,8,23,-1.0,2004-08-23,12.3,,00:00,"185,1"
Turku airport,2004,8,24,-1.0,2004-08-24,12.2,,00:00,"196,1"
Turku airport,2004,8,25,-1.0,2004-08-25,12.9,,00:00,"205,1"
Turku airport,2004,8,26,-1.0,2004-08-26,13.2,,00:00,"28,8"
Turku airport,2004,8,27,-1.0,2004-08-27,15.9,,00:00,"146,4"
Turku airport,2004,8,28,-1.0,2004-08-28,15.6,,00:00,"98,7"
Turku airport,2004,8,29,-1.0,2004-08-29,15.7,,00:00,"182,3"
Turku airport,2004,8,30,-1.0,2004-08-30,14.6,,00:00,"64,8"
Turku airport,2004,8,31,-1.0,2004-08-31,17.0,,00:00,"105,9"
Turku airport,2004,9,1,-1.0,2004-09-01,15.6,,00:00,"54,4"
Turku airport,2004,9,2,-1.0,2004-09-02,16.0,,00:00,"65,6"
Turku airport,2004,9,3,-1.0,2004-09-03,18.0,,00:00,"98,5"
Turku airport,2004,9,4,-1.0,2004-09-04,16.9,,00:00,"177,4"
Turku airport,2004,9,5,-1.0,2004-09-05,16.9,,00:00,"143,1"
Turku airport,2004,9,6,-1.0,2004-09-06,15.4,,00:00,"96,7"
Turku airport,2004,9,7,-1.0,2004-09-07,12.7,,00:00,"111,5"
Turku airport,2004,9,8,-1.0,2004-09-08,9.4,,00:00,"167,9"
Turku airport,2004,9,9,-1.0,2004-09-09,8.8,,00:00,"137,3"
Turku airport,2004,9,10,-1.0,2004-09-10,13.7,,00:00,"137,7"
Turku airport,2004,9,11,-1.0,2004-09-11,13.6,,00:00,168
Turku airport,2004,9,12,-1.0,2004-09-12,15.4,,00:00,"67,1"
Turku airport,2004,9,13,-1.0,2004-09-13,14.5,,00:00,"114,8"
Turku airport,2004,9,14,-1.0,2004-09-14,14.8,,00:00,"74,8"
Turku airport,2004,9,15,-1.0,2004-09-15,14.1,,00:00,"82,9"
Turku airport,2004,9,16,-1.0,2004-09-16,10.0,,00:00,83
Turku airport,2004,9,17,-1.0,2004-09-17,11.3,,00:00,"71,9"
Turku airport,2004,9,18,-1.0,2004-09-18,12.6,,00:00,"17,6"
Turku airport,2004,9,19,-1.0,2004-09-19,13.8,,00:00,70
Turku airport,2004,9,20,-1.0,2004-09-20,12.8,,00:00,"139,4"
Turku airport,2004,9,21,-1.0,2004-09-21,11.4,,00:00,"23,8"
Turku airport,2004,9,22,-1.0,2004-09-22,9.9,,00:00,"55,3"
Turku airport,2004,9,23,-1.0,2004-09-23,9.9,,00:00,"71,5"
Turku airport,2004,9,24,-1.0,2004-09-24,12.1,,00:00,"72,7"
Turku airport,2004,9,25,-1.0,2004-09-25,10.4,,00:00,"75,2"
Turku airport,2004,9,26,-1.0,2004-09-26,11.3,,00:00,"119,7"
Turku airport,2004,9,27,-1.0,2004-09-27,12.3,,00:00,"27,5"
Turku airport,2004,9,28,-1.0,2004-09-28,11.1,,00:00,"50,6"
Turku airport,2004,9,29,-1.0,2004-09-29,10.9,,00:00,"74,8"
Turku airport,2004,9,30,-1.0,2004-09-30,7.7,,00:00,"79,1"
Turku airport,2004,10,1,-1.0,2004-10-01,5.8,,00:00,122
Turku airport,2004,10,2,-1.0,2004-10-02,6.9,,00:00,81
Turku airport,2004,10,3,-1.0,2004-10-03,8.5,,00:00,"21,9"
Turku airport,2004,10,4,-1.0,2004-10-04,10.5,,00:00,"100,8"
Turku airport,2004,10,5,-1.0,2004-10-05,12.6,,00:00,29
Turku airport,2004,10,6,-1.0,2004-10-06,10.9,,00:00,"21,8"
Turku airport,2004,10,7,-1.0,2004-10-07,11.0,,00:00,"65,4"
Turku airport,2004,10,8,-1.0,2004-10-08,8.9,,00:00,"39,4"
Turku airport,2004,10,9,-1.0,2004-10-09,4.4,,00:00,"97,8"
Turku airport,2004,10,10,-1.0,2004-10-10,2.0,,00:00,"94,7"
Turku airport,2004,10,11,-1.0,2004-10-11,0.8,,00:00,"67,2"
Turku airport,2004,10,12,-1.0,2004-10-12,5.2,,00:00,"90,5"
Turku airport,2004,10,13,-1.0,2004-10-13,7.6,,00:00,"55,8"
Turku airport,2004,10,14,-1.0,2004-10-14,6.6,,00:00,"83,8"
Turku airport,2004,10,15,-1.0,2004-10-15,4.8,,00:00,"77,5"
Turku airport,2004,10,16,-1.0,2004-10-16,6.5,,00:00,"54,2"
Turku airport,2004,10,17,-1.0,2004-10-17,6.7,,00:00,"12,8"
Turku airport,2004,10,18,-1.0,2004-10-18,8.2,,00:00,"8,3"
Turku airport,2004,10,19,-1.0,2004-10-19,5.9,,00:00,"8,7"
Turku airport,2004,10,20,-1.0,2004-10-20,3.3,,00:00,"44,8"
Turku airport,2004,10,21,-1.0,2004-10-21,5.6,,00:00,"7,7"
Turku airport,2004,10,22,-1.0,2004-10-22,9.2,,00:00,"31,3"
Turku airport,2004,10,23,-1.0,2004-10-23,8.7,,00:00,"18,3"
Turku airport,2004,10,24,-1.0,2004-10-24,6.9,,00:00,"24,6"
Turku airport,2004,10,25,-1.0,2004-10-25,5.7,,00:00,54
Turku airport,2004,10,26,-1.0,2004-10-26,9.9,,00:00,"8,5"
Turku airport,2004,10,27,-1.0,2004-10-27,5.4,,00:00,"21,8"
Turku airport,2004,10,28,-1.0,2004-10-28,3.8,,00:00,"56,8"
Turku airport,2004,10,29,-1.0,2004-10-29,2.0,,00:00,"45,3"
Turku airport,2004,10,30,-1.0,2004-10-30,1.7,,00:00,"32,1"
Turku airport,2004,10,31,-1.0,2004-10-31,2.8,,00:00,"7,5"
Turku airport,2004,11,1,-1.0,2004-11-01,4.7,,00:00,"48,7"
Turku airport,2004,11,2,-1.0,2004-11-02,3.7,,00:00,"47,6"
Turku airport,2004,11,3,-1.0,2004-11-03,5.4,,00:00,"38,1"
Turku airport,2004,11,4,-1.0,2004-11-04,7.9,,00:00,"5,4"
Turku airport,2004,11,5,-1.0,2004-11-05,7.8,,00:00,"13,8"
Turku airport,2004,11,6,-1.0,2004-11-06,4.9,,00:00,"17,7"
Turku airport,2004,11,7,-1.0,2004-11-07,3.5,,00:00,"10,3"
Turku airport,2004,11,8,-1.0,2004-11-08,6.7,,00:00,21
Turku airport,2004,11,9,-1.0,2004-11-09,6.9,,00:00,"13,2"
Turku airport,2004,11,10,-1.0,2004-11-10,3.5,,00:00,"4,1"
Turku airport,2004,11,11,-1.0,2004-11-11,6.8,,00:00,"3,6"
Turku airport,2004,11,12,-1.0,2004-11-12,7.2,,00:00,2
Turku airport,2004,11,13,-1.0,2004-11-13,3.5,,00:00,"23,6"
Turku airport,2004,11,14,-1.0,2004-11-14,2.9,,00:00,"27,9"
Turku airport,2004,11,15,-1.0,2004-11-15,5.9,,00:00,"1,9"
Turku airport,2004,11,16,-1.0,2004-11-16,0.8,,00:00,"17,4"
Turku airport,2004,11,17,7.0,2004-11-17,-3.0,,00:00,"12,3"
Turku airport,2004,11,18,8.0,2004-11-18,-3.1,,00:00,"12,8"
Turku airport,2004,11,19,8.0,2004-11-19,-7.3,,00:00,20
Turku airport,2004,11,20,8.0,2004-11-20,-5.2,,00:00,"9,3"
Turku airport,2004,11,21,13.0,2004-11-21,-4.4,,00:00,"23,8"
Turku airport,2004,11,22,12.0,2004-11-22,-5.7,,00:00,"10,3"
Turku airport,2004,11,23,12.0,2004-11-23,-3.7,,00:00,"7,9"
Turku airport,2004,11,24,12.0,2004-11-24,-6.7,,00:00,"22,9"
Turku airport,2004,11,25,9.0,2004-11-25,0.4,,00:00,"11,8"
Turku airport,2004,11,26,9.0,2004-11-26,-5.1,,00:00,"13,4"
Turku airport,2004,11,27,9.0,2004-11-27,-7.1,,00:00,"20,9"
Turku airport,2004,11,28,9.0,2004-11-28,-9.5,,00:00,"10,6"
Turku airport,2004,11,29,18.0,2004-11-29,-1.4,,00:00,"5,4"
Turku airport,2004,11,30,17.0,2004-11-30,0.1,,00:00,6
Turku airport,2004,12,1,10.0,2004-12-01,2.8,,00:00,"3,1"
Turku airport,2004,12,2,6.0,2004-12-02,1.3,,00:00,"1,8"
Turku airport,2004,12,3,5.0,2004-12-03,-3.5,,00:00,"15,1"
Turku airport,2004,12,4,5.0,2004-12-04,-0.9,,00:00,"2,2"
Turku airport,2004,12,5,5.0,2004-12-05,5.1,,00:00,"2,8"
Turku airport,2004,12,6,0.0,2004-12-06,1.4,,00:00,"4,1"
Turku airport,2004,12,7,0.0,2004-12-07,3.5,,00:00,"3,5"
Turku airport,2004,12,8,0.0,2004-12-08,3.1,,00:00,"3,6"
Turku airport,2004,12,9,0.0,2004-12-09,-1.6,,00:00,"8,6"
Turku airport,2004,12,10,0.0,2004-12-10,0.4,,00:00,9
Turku airport,2004,12,11,0.0,2004-12-11,2.2,,00:00,"2,4"
Turku airport,2004,12,12,0.0,2004-12-12,1.7,,00:00,"10,5"
Turku airport,2004,12,13,0.0,2004-12-13,0.0,,00:00,"7,5"
Turku airport,2004,12,14,0.0,2004-12-14,3.6,,00:00,"1,6"
Turku airport,2004,12,15,0.0,2004-12-15,4.7,,00:00,"1,8"
Turku airport,2004,12,16,-1.0,2004-12-16,3.3,,00:00,"4,8"
Turku airport,2004,12,17,-1.0,2004-12-17,5.5,,00:00,"0,5"
Turku airport,2004,12,18,-1.0,2004-12-18,3.6,,00:00,"2,4"
