Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Time [Local time],Global radiation mean [W/m2]
Turku Artukainen,2008,2,19,-0.6,2008-02-19,-2.1,,00:00,68
Turku Artukainen,2008,2,20,-0.5,2008-02-20,1.4,,00:00,"24,9"
Turku Artukainen,2008,2,21,0.0,2008-02-21,0.9,,00:00,"13,4"
Turku Artukainen,2008,2,22,-0.7,2008-02-22,4.8,,00:00,"50,1"
Turku Artukainen,2008,2,23,-1.0,2008-02-23,3.1,,00:00,"69,9"
Turku Artukainen,2008,2,24,-0.9,2008-02-24,2.8,,00:00,"13,6"
Turku Artukainen,2008,2,25,-1.0,2008-02-25,3.8,,00:00,"68,9"
Turku Artukainen,2008,2,26,-1.0,2008-02-26,1.9,,00:00,"62,7"
Turku Artukainen,2008,2,27,-0.9,2008-02-27,3.2,,00:00,"22,2"
Turku Artukainen,2008,2,28,-1.0,2008-02-28,0.2,,00:00,"26,2"
Turku Artukainen,2008,2,29,-0.3,2008-02-29,-0.6,,00:00,"30,5"
Turku Artukainen,2008,3,1,0.0,2008-03-01,0.6,,00:00,"21,7"
Turku Artukainen,2008,3,2,2.1,2008-03-02,0.2,,00:00,"20,4"
Turku Artukainen,2008,3,3,5.1,2008-03-03,-1.4,,00:00,"34,1"
Turku Artukainen,2008,3,4,6.8,2008-03-04,-2.9,,00:00,59
Turku Artukainen,2008,3,5,6.4,2008-03-05,-2.1,,00:00,"113,5"
Turku Artukainen,2008,3,6,6.2,2008-03-06,1.3,,00:00,34
Turku Artukainen,2008,3,7,5.0,2008-03-07,0.8,,00:00,"63,8"
Turku Artukainen,2008,3,8,4.9,2008-03-08,-1.2,,00:00,"48,8"
Turku Artukainen,2008,3,9,2.5,2008-03-09,2.5,,00:00,"27,7"
Turku Artukainen,2008,3,10,-0.9,2008-03-10,4.8,,00:00,"72,4"
Turku Artukainen,2008,3,11,-1.0,2008-03-11,4.8,,00:00,"92,5"
Turku Artukainen,2008,3,12,-1.0,2008-03-12,3.9,,00:00,"15,9"
Turku Artukainen,2008,3,13,-1.0,2008-03-13,1.9,,00:00,"18,9"
Turku Artukainen,2008,3,14,-1.0,2008-03-14,2.6,,00:00,"52,9"
Turku Artukainen,2008,3,15,-1.0,2008-03-15,0.8,,00:00,40
Turku Artukainen,2008,3,16,-1.0,2008-03-16,0.0,,00:00,"44,8"
Turku Artukainen,2008,3,17,-0.4,2008-03-17,0.0,,00:00,"51,1"
Turku Artukainen,2008,3,18,-0.5,2008-03-18,0.1,,00:00,"71,5"
Turku Artukainen,2008,3,19,-1.0,2008-03-19,-0.8,,00:00,"84,4"
Turku Artukainen,2008,3,20,-1.0,2008-03-20,-3.3,,00:00,"131,4"
Turku Artukainen,2008,3,21,-1.0,2008-03-21,-5.4,,00:00,"133,2"
Turku Artukainen,2008,3,22,-1.0,2008-03-22,-5.4,,00:00,"112,5"
Turku Artukainen,2008,3,23,-0.6,2008-03-23,-4.2,,00:00,"74,2"
Turku Artukainen,2008,3,24,-1.0,2008-03-24,-3.2,,00:00,"145,3"
Turku Artukainen,2008,3,25,-1.0,2008-03-25,-0.5,,00:00,"103,6"
Turku Artukainen,2008,3,26,2.6,2008-03-26,-2.9,,00:00,"45,9"
Turku Artukainen,2008,3,27,6.2,2008-03-27,-0.8,,00:00,"123,9"
Turku Artukainen,2008,3,28,5.9,2008-03-28,1.5,,00:00,"162,7"
Turku Artukainen,2008,3,29,2.7,2008-03-29,4.2,,00:00,"181,5"
Turku Artukainen,2008,3,30,-1.0,2008-03-30,4.1,,00:00,"40,8"
Turku Artukainen,2008,3,31,-1.0,2008-03-31,6.7,,00:00,"164,1"
Turku Artukainen,2008,4,1,-1.0,2008-04-01,6.4,,00:00,"161,6"
Turku Artukainen,2008,4,2,-1.0,2008-04-02,6.9,,00:00,"179,3"
Turku Artukainen,2008,4,3,-1.0,2008-04-03,5.6,,00:00,142
Turku Artukainen,2008,4,4,-1.0,2008-04-04,2.5,,00:00,181
Turku Artukainen,2008,4,5,-1.0,2008-04-05,3.4,,00:00,"25,8"
Turku Artukainen,2008,4,6,-1.0,2008-04-06,5.3,,00:00,"80,8"
Turku Artukainen,2008,4,7,-1.0,2008-04-07,5.4,,00:00,"36,3"
Turku Artukainen,2008,4,8,-1.0,2008-04-08,6.1,,00:00,"30,9"
Turku Artukainen,2008,4,9,-1.0,2008-04-09,3.5,,00:00,"47,4"
Turku Artukainen,2008,4,10,-1.0,2008-04-10,3.1,,00:00,"106,9"
Turku Artukainen,2008,4,11,-1.0,2008-04-11,2.4,,00:00,"120,6"
Turku Artukainen,2008,4,12,-1.0,2008-04-12,5.1,,00:00,"225,8"
Turku Artukainen,2008,4,13,-1.0,2008-04-13,2.9,,00:00,"21,3"
Turku Artukainen,2008,4,14,-1.0,2008-04-14,3.3,,00:00,"175,2"
Turku Artukainen,2008,4,15,-1.0,2008-04-15,6.8,,00:00,"158,4"
Turku Artukainen,2008,4,16,-1.0,2008-04-16,7.2,,00:00,"72,3"
Turku Artukainen,2008,4,17,-1.0,2008-04-17,7.5,,00:00,"185,2"
Turku Artukainen,2008,4,18,-1.0,2008-04-18,6.4,,00:00,"119,1"
Turku Artukainen,2008,4,19,-1.0,2008-04-19,5.9,,00:00,"178,7"
Turku Artukainen,2008,4,20,-1.0,2008-04-20,5.3,,00:00,"254,6"
Turku Artukainen,2008,4,21,-1.0,2008-04-21,5.9,,00:00,"131,1"
Turku Artukainen,2008,4,22,-1.0,2008-04-22,6.1,,00:00,"246,6"
Turku Artukainen,2008,4,23,-1.0,2008-04-23,6.0,,00:00,"257,6"
Turku Artukainen,2008,4,24,-1.0,2008-04-24,5.9,,00:00,"237,5"
Turku Artukainen,2008,4,25,-1.0,2008-04-25,7.3,,00:00,"240,1"
Turku Artukainen,2008,4,26,-1.0,2008-04-26,9.3,,00:00,"238,2"
Turku Artukainen,2008,4,27,-1.0,2008-04-27,7.8,,00:00,"199,8"
Turku Artukainen,2008,4,28,-1.0,2008-04-28,9.7,,00:00,"153,7"
Turku Artukainen,2008,4,29,-1.0,2008-04-29,14.2,,00:00,"257,5"
Turku Artukainen,2008,4,30,-1.0,2008-04-30,16.0,,00:00,"246,8"
Turku Artukainen,2008,5,1,-1.0,2008-05-01,14.0,,00:00,"183,9"
Turku Artukainen,2008,5,2,-1.0,2008-05-02,14.8,,00:00,"207,1"
Turku Artukainen,2008,5,3,-1.0,2008-05-03,14.7,,00:00,"260,5"
Turku Artukainen,2008,5,4,-1.0,2008-05-04,13.1,,00:00,"241,5"
Turku Artukainen,2008,5,5,-1.0,2008-05-05,10.2,,00:00,172
Turku Artukainen,2008,5,6,-1.0,2008-05-06,7.3,,00:00,"290,3"
Turku Artukainen,2008,5,7,-1.0,2008-05-07,10.0,,00:00,"139,2"
Turku Artukainen,2008,5,8,-1.0,2008-05-08,11.0,,00:00,"219,1"
Turku Artukainen,2008,5,9,-1.0,2008-05-09,14.3,,00:00,"173,7"
Turku Artukainen,2008,5,10,-1.0,2008-05-10,14.9,,00:00,"265,1"
Turku Artukainen,2008,5,11,-1.0,2008-05-11,15.3,,00:00,"286,7"
Turku Artukainen,2008,5,12,-1.0,2008-05-12,9.2,,00:00,"256,1"
Turku Artukainen,2008,5,13,-1.0,2008-05-13,5.7,,00:00,"241,6"
Turku Artukainen,2008,5,14,-1.0,2008-05-14,6.0,,00:00,"242,4"
Turku Artukainen,2008,5,15,-1.0,2008-05-15,5.3,,00:00,"173,2"
Turku Artukainen,2008,5,16,-1.0,2008-05-16,6.4,,00:00,"216,9"
Turku Artukainen,2008,5,17,-1.0,2008-05-17,6.8,,00:00,"218,8"
Turku Artukainen,2008,5,18,-1.0,2008-05-18,6.1,,00:00,"104,2"
Turku Artukainen,2008,5,19,-1.0,2008-05-19,6.8,,00:00,"159,2"
Turku Artukainen,2008,5,20,-1.0,2008-05-20,7.9,,00:00,"209,1"
Turku Artukainen,2008,5,21,-1.0,2008-05-21,8.8,,00:00,"261,2"
Turku Artukainen,2008,5,22,-1.0,2008-05-22,12.0,,00:00,"314,6"
Turku Artukainen,2008,5,23,-1.0,2008-05-23,12.3,,00:00,"335,8"
Turku Artukainen,2008,5,24,-1.0,2008-05-24,12.1,,00:00,337
Turku Artukainen,2008,5,25,-1.0,2008-05-25,12.5,,00:00,"333,7"
Turku Artukainen,2008,5,26,-1.0,2008-05-26,12.7,,00:00,"300,8"
Turku Artukainen,2008,5,27,-1.0,2008-05-27,10.0,,00:00,"239,4"
Turku Artukainen,2008,5,28,-1.0,2008-05-28,11.1,,00:00,"338,4"
Turku Artukainen,2008,5,29,-1.0,2008-05-29,14.1,,00:00,"318,8"
Turku Artukainen,2008,5,30,-1.0,2008-05-30,16.4,,00:00,"314,4"
Turku Artukainen,2008,5,31,-1.0,2008-05-31,17.1,,00:00,"338,1"
Turku Artukainen,2008,6,1,-1.0,2008-06-01,16.9,,00:00,"272,1"
Turku Artukainen,2008,6,2,-1.0,2008-06-02,17.0,,00:00,"224,4"
Turku Artukainen,2008,6,3,-1.0,2008-06-03,17.5,,00:00,"256,3"
Turku Artukainen,2008,6,4,-1.0,2008-06-04,17.3,,00:00,"343,2"
Turku Artukainen,2008,6,5,-1.0,2008-06-05,18.2,,00:00,"326,3"
Turku Artukainen,2008,6,6,-1.0,2008-06-06,18.9,,00:00,"252,5"
Turku Artukainen,2008,6,7,-1.0,2008-06-07,17.6,,00:00,"291,4"
Turku Artukainen,2008,6,8,-1.0,2008-06-08,17.6,,00:00,"284,4"
Turku Artukainen,2008,6,9,-1.0,2008-06-09,15.5,,00:00,"185,5"
Turku Artukainen,2008,6,10,-1.0,2008-06-10,13.6,,00:00,"85,7"
Turku Artukainen,2008,6,11,-1.0,2008-06-11,11.1,,00:00,"197,4"
Turku Artukainen,2008,6,12,-1.0,2008-06-12,10.3,,00:00,160
Turku Artukainen,2008,6,13,-1.0,2008-06-13,12.3,,00:00,"276,3"
Turku Artukainen,2008,6,14,-1.0,2008-06-14,13.0,,00:00,"178,2"
Turku Artukainen,2008,6,15,-1.0,2008-06-15,13.8,,00:00,200
Turku Artukainen,2008,6,16,-1.0,2008-06-16,14.7,,00:00,"306,8"
Turku Artukainen,2008,6,17,-1.0,2008-06-17,11.9,,00:00,"140,7"
Turku Artukainen,2008,6,18,-1.0,2008-06-18,15.2,,00:00,"87,5"
Turku Artukainen,2008,6,19,-1.0,2008-06-19,16.8,,00:00,"293,5"
Turku Artukainen,2008,6,20,-1.0,2008-06-20,15.6,,00:00,"121,5"
Turku Artukainen,2008,6,21,-1.0,2008-06-21,14.8,,00:00,"280,8"
Turku Artukainen,2008,6,22,-1.0,2008-06-22,16.0,,00:00,"245,6"
Turku Artukainen,2008,6,23,-1.0,2008-06-23,14.0,,00:00,"84,3"
Turku Artukainen,2008,6,24,-1.0,2008-06-24,13.9,,00:00,"139,5"
Turku Artukainen,2008,6,25,-1.0,2008-06-25,13.5,,00:00,"215,5"
Turku Artukainen,2008,6,26,-1.0,2008-06-26,14.7,,00:00,"197,2"
Turku Artukainen,2008,6,27,-1.0,2008-06-27,16.5,,00:00,"192,6"
Turku Artukainen,2008,6,28,-1.0,2008-06-28,14.5,,00:00,"203,7"
Turku Artukainen,2008,6,29,-1.0,2008-06-29,14.5,,00:00,"198,2"
Turku Artukainen,2008,6,30,-1.0,2008-06-30,15.5,,00:00,
Turku Artukainen,2008,7,1,-1.0,2008-07-01,16.5,,00:00,
Turku Artukainen,2008,7,2,-1.0,2008-07-02,16.0,,00:00,268
Turku Artukainen,2008,7,3,-1.0,2008-07-03,16.9,,00:00,"131,2"
Turku Artukainen,2008,7,4,-1.0,2008-07-04,22.0,,00:00,"327,3"
Turku Artukainen,2008,7,5,-1.0,2008-07-05,17.7,,00:00,"324,8"
Turku Artukainen,2008,7,6,-1.0,2008-07-06,13.5,,00:00,"215,6"
Turku Artukainen,2008,7,7,-1.0,2008-07-07,13.4,,00:00,"259,6"
Turku Artukainen,2008,7,8,-1.0,2008-07-08,14.9,,00:00,"183,4"
Turku Artukainen,2008,7,9,-1.0,2008-07-09,14.1,,00:00,"248,5"
Turku Artukainen,2008,7,10,-1.0,2008-07-10,15.8,,00:00,"256,9"
Turku Artukainen,2008,7,11,-1.0,2008-07-11,18.3,,00:00,302
Turku Artukainen,2008,7,12,-1.0,2008-07-12,18.5,,00:00,"203,4"
Turku Artukainen,2008,7,13,-1.0,2008-07-13,17.9,,00:00,"236,1"
Turku Artukainen,2008,7,14,-1.0,2008-07-14,17.3,,00:00,"146,2"
Turku Artukainen,2008,7,15,-1.0,2008-07-15,18.5,,00:00,"259,4"
Turku Artukainen,2008,7,16,-1.0,2008-07-16,18.8,,00:00,172
Turku Artukainen,2008,7,17,-1.0,2008-07-17,17.2,,00:00,"177,1"
Turku Artukainen,2008,7,18,-1.0,2008-07-18,17.6,,00:00,"262,8"
Turku Artukainen,2008,7,19,-1.0,2008-07-19,18.4,,00:00,"315,6"
Turku Artukainen,2008,7,20,-1.0,2008-07-20,18.3,,00:00,"135,3"
Turku Artukainen,2008,7,21,-1.0,2008-07-21,17.8,,00:00,"160,6"
Turku Artukainen,2008,7,22,-1.0,2008-07-22,16.1,,00:00,"112,3"
Turku Artukainen,2008,7,23,-1.0,2008-07-23,17.4,,00:00,"297,8"
Turku Artukainen,2008,7,24,-1.0,2008-07-24,19.0,,00:00,"290,5"
Turku Artukainen,2008,7,25,-1.0,2008-07-25,21.1,,00:00,"305,2"
Turku Artukainen,2008,7,26,-1.0,2008-07-26,22.4,,00:00,"288,3"
Turku Artukainen,2008,7,27,-1.0,2008-07-27,20.8,,00:00,"305,7"
Turku Artukainen,2008,7,28,-1.0,2008-07-28,19.9,,00:00,"250,8"
Turku Artukainen,2008,7,29,-1.0,2008-07-29,18.9,,00:00,"294,3"
Turku Artukainen,2008,7,30,-1.0,2008-07-30,18.3,,00:00,"264,4"
Turku Artukainen,2008,7,31,-1.0,2008-07-31,18.7,,00:00,"286,6"
Turku Artukainen,2008,8,1,-1.0,2008-08-01,21.3,,00:00,"185,2"
Turku Artukainen,2008,8,2,-1.0,2008-08-02,16.2,,00:00,169
Turku Artukainen,2008,8,3,-1.0,2008-08-03,14.3,,00:00,"71,2"
Turku Artukainen,2008,8,4,-1.0,2008-08-04,14.3,,00:00,"107,4"
Turku Artukainen,2008,8,5,-1.0,2008-08-05,13.6,,00:00,119
Turku Artukainen,2008,8,6,-1.0,2008-08-06,13.1,,00:00,"184,1"
Turku Artukainen,2008,8,7,-1.0,2008-08-07,12.9,,00:00,"153,9"
Turku Artukainen,2008,8,8,-1.0,2008-08-08,16.5,,00:00,"64,6"
Turku Artukainen,2008,8,9,-1.0,2008-08-09,15.2,,00:00,"129,3"
Turku Artukainen,2008,8,10,-1.0,2008-08-10,15.7,,00:00,"162,5"
Turku Artukainen,2008,8,11,-1.0,2008-08-11,17.1,,00:00,107
Turku Artukainen,2008,8,12,-1.0,2008-08-12,17.8,,00:00,"215,5"
Turku Artukainen,2008,8,13,-1.0,2008-08-13,17.7,,00:00,"50,9"
Turku Artukainen,2008,8,14,-1.0,2008-08-14,17.9,,00:00,"182,1"
Turku Artukainen,2008,8,15,-1.0,2008-08-15,16.9,,00:00,"215,6"
Turku Artukainen,2008,8,16,-1.0,2008-08-16,13.7,,00:00,"28,6"
Turku Artukainen,2008,8,17,-1.0,2008-08-17,16.0,,00:00,60
Turku Artukainen,2008,8,18,-1.0,2008-08-18,17.3,,00:00,"126,9"
Turku Artukainen,2008,8,19,-1.0,2008-08-19,16.0,,00:00,"97,8"
Turku Artukainen,2008,8,20,-1.0,2008-08-20,18.0,,00:00,"79,4"
Turku Artukainen,2008,8,21,-1.0,2008-08-21,17.3,,00:00,"124,8"
Turku Artukainen,2008,8,22,-1.0,2008-08-22,15.9,,00:00,"172,1"
Turku Artukainen,2008,8,23,-1.0,2008-08-23,14.8,,00:00,"205,8"
Turku Artukainen,2008,8,24,-1.0,2008-08-24,15.5,,00:00,"43,7"
Turku Artukainen,2008,8,25,-1.0,2008-08-25,15.9,,00:00,"107,3"
Turku Artukainen,2008,8,26,-1.0,2008-08-26,14.3,,00:00,"107,9"
Turku Artukainen,2008,8,27,-1.0,2008-08-27,13.0,,00:00,"89,6"
Turku Artukainen,2008,8,28,-1.0,2008-08-28,13.7,,00:00,"56,3"
Turku Artukainen,2008,8,29,-1.0,2008-08-29,11.9,,00:00,"125,2"
Turku Artukainen,2008,8,30,-1.0,2008-08-30,11.6,,00:00,"124,3"
Turku Artukainen,2008,8,31,-1.0,2008-08-31,9.1,,00:00,"145,3"
Turku Artukainen,2008,9,1,-1.0,2008-09-01,10.0,,00:00,"132,7"
Turku Artukainen,2008,9,2,-1.0,2008-09-02,11.8,,00:00,"23,8"
Turku Artukainen,2008,9,3,-1.0,2008-09-03,15.1,,00:00,71
Turku Artukainen,2008,9,4,-1.0,2008-09-04,15.4,,00:00,"153,9"
Turku Artukainen,2008,9,5,-1.0,2008-09-05,15.8,,00:00,119
Turku Artukainen,2008,9,6,-1.0,2008-09-06,13.7,,00:00,"130,3"
Turku Artukainen,2008,9,7,-1.0,2008-09-07,13.6,,00:00,"49,8"
Turku Artukainen,2008,9,8,-1.0,2008-09-08,11.8,,00:00,"70,1"
Turku Artukainen,2008,9,9,-1.0,2008-09-09,10.1,,00:00,"25,6"
Turku Artukainen,2008,9,10,-1.0,2008-09-10,10.5,,00:00,"86,6"
Turku Artukainen,2008,9,11,-1.0,2008-09-11,8.8,,00:00,"109,6"
Turku Artukainen,2008,9,12,-1.0,2008-09-12,7.8,,00:00,"124,9"
Turku Artukainen,2008,9,13,-1.0,2008-09-13,8.2,,00:00,"132,5"
Turku Artukainen,2008,9,14,-1.0,2008-09-14,7.0,,00:00,"51,9"
Turku Artukainen,2008,9,15,-1.0,2008-09-15,7.6,,00:00,"35,1"
Turku Artukainen,2008,9,16,-1.0,2008-09-16,7.1,,00:00,"31,4"
Turku Artukainen,2008,9,17,-1.0,2008-09-17,7.5,,00:00,"60,9"
Turku Artukainen,2008,9,18,-1.0,2008-09-18,7.7,,00:00,"25,7"
Turku Artukainen,2008,9,19,-1.0,2008-09-19,8.6,,00:00,"43,6"
Turku Artukainen,2008,9,20,-1.0,2008-09-20,10.3,,00:00,"78,9"
Turku Artukainen,2008,9,21,-1.0,2008-09-21,9.7,,00:00,"143,1"
Turku Artukainen,2008,9,22,-1.0,2008-09-22,11.4,,00:00,"135,8"
Turku Artukainen,2008,9,23,-1.0,2008-09-23,10.6,,00:00,"134,2"
Turku Artukainen,2008,9,24,-1.0,2008-09-24,9.8,,00:00,"132,5"
Turku Artukainen,2008,9,25,-1.0,2008-09-25,9.8,,00:00,"129,4"
Turku Artukainen,2008,9,26,-1.0,2008-09-26,9.4,,00:00,"84,5"
Turku Artukainen,2008,9,27,-1.0,2008-09-27,10.3,,00:00,"79,3"
Turku Artukainen,2008,9,28,-1.0,2008-09-28,11.1,,00:00,"112,8"
Turku Artukainen,2008,9,29,-1.0,2008-09-29,7.1,,00:00,"98,6"
Turku Artukainen,2008,9,30,-1.0,2008-09-30,6.8,,00:00,"114,4"
Turku Artukainen,2008,10,1,-1.0,2008-10-01,9.5,,00:00,"29,7"
Turku Artukainen,2008,10,2,-1.0,2008-10-02,9.1,,00:00,"34,9"
Turku Artukainen,2008,10,3,-1.0,2008-10-03,9.3,,00:00,"67,1"
Turku Artukainen,2008,10,4,-1.0,2008-10-04,9.1,,00:00,67
Turku Artukainen,2008,10,5,-1.0,2008-10-05,9.1,,00:00,"68,8"
Turku Artukainen,2008,10,6,-1.0,2008-10-06,9.9,,00:00,"84,4"
Turku Artukainen,2008,10,7,-1.0,2008-10-07,7.2,,00:00,"103,5"
Turku Artukainen,2008,10,8,-1.0,2008-10-08,4.8,,00:00,"98,6"
Turku Artukainen,2008,10,9,-1.0,2008-10-09,7.6,,00:00,"69,7"
Turku Artukainen,2008,10,10,-1.0,2008-10-10,10.3,,00:00,"67,5"
Turku Artukainen,2008,10,11,-1.0,2008-10-11,11.3,,00:00,"12,4"
Turku Artukainen,2008,10,12,-1.0,2008-10-12,10.1,,00:00,"75,6"
Turku Artukainen,2008,10,13,-1.0,2008-10-13,9.3,,00:00,"38,5"
Turku Artukainen,2008,10,14,-1.0,2008-10-14,9.8,,00:00,"31,7"
Turku Artukainen,2008,10,15,-1.0,2008-10-15,7.3,,00:00,"85,2"
Turku Artukainen,2008,10,16,-1.0,2008-10-16,8.9,,00:00,"7,7"
Turku Artukainen,2008,10,17,-1.0,2008-10-17,7.2,,00:00,"35,7"
Turku Artukainen,2008,10,18,-1.0,2008-10-18,7.0,,00:00,"59,7"
Turku Artukainen,2008,10,19,-1.0,2008-10-19,8.2,,00:00,"28,8"
Turku Artukainen,2008,10,20,-1.0,2008-10-20,8.1,,00:00,"59,6"
Turku Artukainen,2008,10,21,-1.0,2008-10-21,10.9,,00:00,"7,7"
Turku Artukainen,2008,10,22,-1.0,2008-10-22,9.3,,00:00,"60,6"
Turku Artukainen,2008,10,23,-1.0,2008-10-23,8.1,,00:00,"53,4"
Turku Artukainen,2008,10,24,-1.0,2008-10-24,10.1,,00:00,
Turku Artukainen,2008,10,25,-1.0,2008-10-25,9.5,,00:00,
Turku Artukainen,2008,10,26,-1.0,2008-10-26,9.3,,00:00,"4,6"
Turku Artukainen,2008,10,27,-1.0,2008-10-27,8.8,,00:00,"25,9"
Turku Artukainen,2008,10,28,-1.0,2008-10-28,5.7,,00:00,15
Turku Artukainen,2008,10,29,-1.0,2008-10-29,5.0,,00:00,27
Turku Artukainen,2008,10,30,-1.0,2008-10-30,4.8,,00:00,"19,6"
Turku Artukainen,2008,10,31,-1.0,2008-10-31,6.3,,00:00,13
Turku Artukainen,2008,11,1,-1.0,2008-11-01,2.2,,00:00,"31,5"
Turku Artukainen,2008,11,2,-1.0,2008-11-02,2.6,,00:00,"47,6"
Turku Artukainen,2008,11,3,-1.0,2008-11-03,3.9,,00:00,"22,7"
Turku Artukainen,2008,11,4,-1.0,2008-11-04,4.3,,00:00,"30,7"
Turku Artukainen,2008,11,5,-1.0,2008-11-05,4.5,,00:00,"37,3"
Turku Artukainen,2008,11,6,-1.0,2008-11-06,-1.2,,00:00,"44,3"
Turku Artukainen,2008,11,7,-1.0,2008-11-07,1.2,,00:00,"15,5"
Turku Artukainen,2008,11,8,-1.0,2008-11-08,4.8,,00:00,"5,9"
Turku Artukainen,2008,11,9,-1.0,2008-11-09,7.8,,00:00,"3,8"
Turku Artukainen,2008,11,10,-1.0,2008-11-10,8.2,,00:00,"19,3"
Turku Artukainen,2008,11,11,-1.0,2008-11-11,6.3,,00:00,"3,8"
Turku Artukainen,2008,11,12,-1.0,2008-11-12,6.5,,00:00,"14,5"
Turku Artukainen,2008,11,13,-1.0,2008-11-13,6.9,,00:00,8
Turku Artukainen,2008,11,14,-1.0,2008-11-14,5.3,,00:00,"12,6"
Turku Artukainen,2008,11,15,-1.0,2008-11-15,6.3,,00:00,"7,5"
Turku Artukainen,2008,11,16,-1.0,2008-11-16,3.4,,00:00,"8,9"
Turku Artukainen,2008,11,17,-1.0,2008-11-17,0.4,,00:00,"23,4"
Turku Artukainen,2008,11,18,-1.0,2008-11-18,4.8,,00:00,"10,3"
Turku Artukainen,2008,11,19,-1.0,2008-11-19,1.7,,00:00,"21,9"
Turku Artukainen,2008,11,20,5.2,2008-11-20,-0.9,,00:00,"14,2"
Turku Artukainen,2008,11,21,6.6,2008-11-21,-1.7,,00:00,"14,9"
Turku Artukainen,2008,11,22,6.1,2008-11-22,-5.3,,00:00,14
Turku Artukainen,2008,11,23,7.4,2008-11-23,-3.4,,00:00,"4,1"
Turku Artukainen,2008,11,24,15.6,2008-11-24,-0.9,,00:00,"9,9"
Turku Artukainen,2008,11,25,12.8,2008-11-25,-0.1,,00:00,"4,1"
Turku Artukainen,2008,11,26,11.4,2008-11-26,-0.2,,00:00,"7,1"
Turku Artukainen,2008,11,27,8.5,2008-11-27,3.8,,00:00,"6,6"
Turku Artukainen,2008,11,28,1.9,2008-11-28,5.5,,00:00,"14,2"
Turku Artukainen,2008,11,29,-0.7,2008-11-29,4.2,,00:00,3
Turku Artukainen,2008,11,30,-1.0,2008-11-30,3.2,,00:00,"1,8"
Turku Artukainen,2008,12,1,-1.0,2008-12-01,4.9,,00:00,"1,7"
Turku Artukainen,2008,12,2,-1.0,2008-12-02,4.5,,00:00,"1,8"
Turku Artukainen,2008,12,3,-1.0,2008-12-03,4.4,,00:00,"3,4"
Turku Artukainen,2008,12,4,-1.0,2008-12-04,2.3,,00:00,"2,2"
Turku Artukainen,2008,12,5,-1.0,2008-12-05,0.3,,00:00,"9,6"
Turku Artukainen,2008,12,6,-1.0,2008-12-06,-0.8,,00:00,"11,8"
Turku Artukainen,2008,12,7,-1.0,2008-12-07,-1.7,,00:00,3
Turku Artukainen,2008,12,8,-1.0,2008-12-08,1.1,,00:00,"7,8"
Turku Artukainen,2008,12,9,-1.0,2008-12-09,3.9,,00:00,"2,2"
Turku Artukainen,2008,12,10,,2008-12-10,1.4,,00:00,"2,9"
,2008,12,11,,2008-12-11,0.6,,00:00,"2,7"
Turku Artukainen,2008,12,12,-1.0,2008-12-12,2.3,,00:00,"2,9"
Turku Artukainen,2008,12,13,-1.0,2008-12-13,3.7,,00:00,"2,2"
Turku Artukainen,2008,12,14,-1.0,2008-12-14,1.1,,00:00,6
Turku Artukainen,2008,12,15,-1.0,2008-12-15,-0.9,,00:00,"4,5"
Turku Artukainen,2008,12,16,-0.7,2008-12-16,0.0,,00:00,"1,2"
Turku Artukainen,2008,12,17,-0.4,2008-12-17,0.6,,00:00,"2,2"
Turku Artukainen,2008,12,18,-1.0,2008-12-18,3.9,,00:00,"1,4"
Turku Artukainen,2008,12,19,-1.0,2008-12-19,4.6,,00:00,"1,1"
Turku Artukainen,2008,12,20,-1.0,2008-12-20,3.6,,00:00,"1,4"
Turku Artukainen,2008,12,21,-1.0,2008-12-21,2.4,,00:00,2
Turku Artukainen,2008,12,22,-1.0,2008-12-22,2.5,,00:00,4
Turku Artukainen,2008,12,23,-1.0,2008-12-23,-0.1,,00:00,"4,2"
Turku Artukainen,2008,12,24,-1.0,2008-12-24,-1.7,,00:00,"3,5"
Turku Artukainen,2008,12,25,-1.0,2008-12-25,-4.7,,00:00,"9,4"
Turku Artukainen,2008,12,26,-1.0,2008-12-26,-0.5,,00:00,"5,2"
Turku Artukainen,2008,12,27,-1.0,2008-12-27,0.3,,00:00,"13,4"
Turku Artukainen,2008,12,28,-1.0,2008-12-28,-4.4,,00:00,"26,9"
Turku Artukainen,2008,12,29,-1.0,2008-12-29,0.7,,00:00,"5,2"
Turku Artukainen,2008,12,30,-1.0,2008-12-30,-0.9,,00:00,"2,8"
Turku Artukainen,2008,12,31,-1.0,2008-12-31,-0.6,,00:00,"11,5"
Turku Artukainen,2009,1,1,-1.0,2009-01-01,-5.0,,00:00,"13,9"
Turku Artukainen,2009,1,2,-0.3,2009-01-02,-8.2,,00:00,"30,8"
Turku Artukainen,2009,1,3,3.0,2009-01-03,-14.5,,00:00,"28,1"
Turku Artukainen,2009,1,4,3.0,2009-01-04,-13.0,,00:00,"21,5"
Turku Artukainen,2009,1,5,3.0,2009-01-05,-10.8,,00:00,"13,5"
Turku Artukainen,2009,1,6,2.8,2009-01-06,-1.3,,00:00,"9,2"
Turku Artukainen,2009,1,7,3.8,2009-01-07,-10.4,,00:00,"28,4"
Turku Artukainen,2009,1,8,5.6,2009-01-08,-6.9,,00:00,"23,4"
Turku Artukainen,2009,1,9,6.4,2009-01-09,0.4,,00:00,"8,1"
Turku Artukainen,2009,1,10,5.6,2009-01-10,-1.7,,00:00,"17,4"
