Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Laune,2015,5,29,-1.0,2015-05-29,10.8,1.0,"202,4"
Lahti Laune,2015,5,30,-1.0,2015-05-30,11.1,0.0,"293,9"
Lahti Laune,2015,5,31,-1.0,2015-05-31,11.6,7.0,"221,1"
Lahti Laune,2015,6,1,-1.0,2015-06-01,11.9,0.0,165
Lahti Laune,2015,6,2,-1.0,2015-06-02,12.9,8.0,"276,6"
Lahti Laune,2015,6,3,-1.0,2015-06-03,12.6,7.0,"182,3"
Lahti Laune,2015,6,4,-1.0,2015-06-04,11.2,0.0,"298,6"
Lahti Laune,2015,6,5,-1.0,2015-06-05,11.6,0.0,"284,6"
Lahti Laune,2015,6,6,-1.0,2015-06-06,11.6,0.0,"217,7"
Lahti Laune,2015,6,7,-1.0,2015-06-07,13.3,8.0,"308,4"
Lahti Laune,2015,6,8,-1.0,2015-06-08,12.8,5.0,"228,6"
Lahti Laune,2015,6,9,-1.0,2015-06-09,11.7,5.0,"234,3"
Lahti Laune,2015,6,10,-1.0,2015-06-10,12.6,7.0,"247,3"
Lahti Laune,2015,6,11,-1.0,2015-06-11,11.9,0.0,"318,4"
Lahti Laune,2015,6,12,-1.0,2015-06-12,12.2,0.0,"296,4"
Lahti Laune,2015,6,13,-1.0,2015-06-13,16.3,1.0,"337,8"
Lahti Laune,2015,6,14,-1.0,2015-06-14,12.9,7.0,"63,6"
Lahti Laune,2015,6,15,-1.0,2015-06-15,10.5,7.0,"202,3"
Lahti Laune,2015,6,16,-1.0,2015-06-16,9.1,0.0,230
Lahti Laune,2015,6,17,-1.0,2015-06-17,10.6,0.0,"263,1"
Lahti Laune,2015,6,18,-1.0,2015-06-18,9.7,5.0,63
Lahti Laune,2015,6,19,-1.0,2015-06-19,13.0,7.0,"161,5"
Lahti Laune,2015,6,20,-1.0,2015-06-20,11.6,3.0,"118,4"
Lahti Laune,2015,6,21,-1.0,2015-06-21,13.3,9.0,"262,5"
Lahti Laune,2015,6,22,-1.0,2015-06-22,12.8,1.0,"138,8"
Lahti Laune,2015,6,23,-1.0,2015-06-23,15.5,7.0,"247,7"
Lahti Laune,2015,6,24,-1.0,2015-06-24,14.5,7.0,129
Lahti Laune,2015,6,25,-1.0,2015-06-25,13.0,8.0,"166,7"
Lahti Laune,2015,6,26,-1.0,2015-06-26,12.4,5.0,"152,6"
Lahti Laune,2015,6,27,-1.0,2015-06-27,13.0,7.0,"211,2"
Lahti Laune,2015,6,28,-1.0,2015-06-28,15.1,7.0,"267,5"
Lahti Laune,2015,6,29,-1.0,2015-06-29,17.0,0.0,"327,9"
Lahti Laune,2015,6,30,-1.0,2015-06-30,14.3,3.0,"169,6"
Lahti Laune,2015,7,1,-1.0,2015-07-01,16.6,7.0,"278,9"
Lahti Laune,2015,7,2,-1.0,2015-07-02,18.2,0.0,"331,5"
Lahti Laune,2015,7,3,-1.0,2015-07-03,22.4,0.0,"331,4"
Lahti Laune,2015,7,4,-1.0,2015-07-04,21.5,0.0,"298,6"
Lahti Laune,2015,7,5,-1.0,2015-07-05,16.8,7.0,"275,1"
Lahti Laune,2015,7,6,-1.0,2015-07-06,14.3,1.0,"260,7"
Lahti Laune,2015,7,7,-1.0,2015-07-07,13.4,7.0,"130,2"
Lahti Laune,2015,7,8,-1.0,2015-07-08,15.0,7.0,"99,3"
Lahti Laune,2015,7,9,-1.0,2015-07-09,16.6,8.0,"222,3"
Lahti Laune,2015,7,10,-1.0,2015-07-10,14.1,5.0,"182,8"
