Observation station,Year,Month,Day,Time [Local time],Snow depth [cm],Date,Average temperature [°C],Cloud cover [1/8]
Kuopio Maaninka,2004,1,1,2:00,21,2004-01-01,-21.0,Clear (0/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Clear (0/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Mostly clear (3/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Cloudy (8/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Clear (1/8)
Kuopio Maaninka,2004,1,2,2:00,21,2004-01-02,-21.2,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Cloudy (8/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Mostly clear (3/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Clear (1/8)
Kuopio Maaninka,2004,1,3,2:00,21,2004-01-03,-14.8,Clear (0/8)
Kuopio Maaninka,2004,1,4,2:00,21,2004-01-04,-11.8,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,4,2:00,21,2004-01-04,-11.8,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,4,2:00,21,2004-01-04,-11.8,Cloudy (8/8)
Kuopio Maaninka,2004,1,5,2:00,23,2004-01-05,-10.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,5,2:00,23,2004-01-05,-10.3,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,5,2:00,23,2004-01-05,-10.3,Cloudy (8/8)
Kuopio Maaninka,2004,1,5,2:00,23,2004-01-05,-10.3,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,6,2:00,23,2004-01-06,-12.0,Cloudy (8/8)
Kuopio Maaninka,2004,1,6,2:00,23,2004-01-06,-12.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,6,2:00,23,2004-01-06,-12.0,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,7,2:00,22,2004-01-07,-5.8,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,7,2:00,22,2004-01-07,-5.8,Cloudy (8/8)
Kuopio Maaninka,2004,1,7,2:00,22,2004-01-07,-5.8,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,8,2:00,22,2004-01-08,-5.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,8,2:00,22,2004-01-08,-5.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,8,2:00,22,2004-01-08,-5.2,Cloudy (8/8)
Kuopio Maaninka,2004,1,9,2:00,23,2004-01-09,-5.4,Cloudy (8/8)
Kuopio Maaninka,2004,1,9,2:00,23,2004-01-09,-5.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,10,2:00,23,2004-01-10,-10.7,Cloudy (8/8)
Kuopio Maaninka,2004,1,10,2:00,23,2004-01-10,-10.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,11,2:00,23,2004-01-11,-15.9,Cloudy (8/8)
Kuopio Maaninka,2004,1,11,2:00,23,2004-01-11,-15.9,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,12,2:00,24,2004-01-12,-10.9,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,12,2:00,24,2004-01-12,-10.9,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,12,2:00,24,2004-01-12,-10.9,Cloudy (8/8)
Kuopio Maaninka,2004,1,12,2:00,24,2004-01-12,-10.9,Mostly clear (3/8)
Kuopio Maaninka,2004,1,12,2:00,24,2004-01-12,-10.9,Clear (1/8)
Kuopio Maaninka,2004,1,13,2:00,24,2004-01-13,-5.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,13,2:00,24,2004-01-13,-5.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,13,2:00,24,2004-01-13,-5.5,Cloudy (8/8)
Kuopio Maaninka,2004,1,13,2:00,24,2004-01-13,-5.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,14,2:00,26,2004-01-14,-5.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,14,2:00,26,2004-01-14,-5.3,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,14,2:00,26,2004-01-14,-5.3,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,14,2:00,26,2004-01-14,-5.3,Cloudy (8/8)
Kuopio Maaninka,2004,1,15,2:00,25,2004-01-15,-7.7,Cloudy (8/8)
Kuopio Maaninka,2004,1,15,2:00,25,2004-01-15,-7.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,15,2:00,25,2004-01-15,-7.7,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,15,2:00,25,2004-01-15,-7.7,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Cloudy (8/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Mostly clear (3/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Clear (0/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Clear (1/8)
Kuopio Maaninka,2004,1,16,2:00,27,2004-01-16,-11.4,Mostly cloudy (6/8)
Kuopio Maaninka,2004,1,17,2:00,31,2004-01-17,-8.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,17,2:00,31,2004-01-17,-8.2,Cloudy (8/8)
Kuopio Maaninka,2004,1,17,2:00,31,2004-01-17,-8.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,18,2:00,33,2004-01-18,-9.4,Cloudy (8/8)
Kuopio Maaninka,2004,1,18,2:00,33,2004-01-18,-9.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,18,2:00,33,2004-01-18,-9.4,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,18,2:00,33,2004-01-18,-9.4,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,18,2:00,33,2004-01-18,-9.4,Clear (1/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Cloudy (8/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Partly cloudy (4/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,19,2:00,33,2004-01-19,-19.5,Mostly clear (3/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Mostly clear (3/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Cloudy (8/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Clear (1/8)
Kuopio Maaninka,2004,1,20,2:00,33,2004-01-20,-17.6,Clear (0/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Cloudy (8/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Mostly clear (3/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Clear (1/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Clear (0/8)
Kuopio Maaninka,2004,1,21,2:00,33,2004-01-21,-15.0,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Clear (1/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Clear (0/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Mostly clear (3/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,22,2:00,33,2004-01-22,-17.8,Cloudy (8/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Cloudy (8/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Clear (1/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Mostly clear (3/8)
Kuopio Maaninka,2004,1,23,2:00,34,2004-01-23,-12.7,Clear (0/8)
Kuopio Maaninka,2004,1,24,2:00,34,2004-01-24,-1.4,Cloudy (8/8)
Kuopio Maaninka,2004,1,24,2:00,34,2004-01-24,-1.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,25,2:00,34,2004-01-25,-5.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,25,2:00,34,2004-01-25,-5.3,Cloudy (8/8)
Kuopio Maaninka,2004,1,26,2:00,33,2004-01-26,-9.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,26,2:00,33,2004-01-26,-9.0,Cloudy (8/8)
Kuopio Maaninka,2004,1,26,2:00,33,2004-01-26,-9.0,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,27,2:00,36,2004-01-27,-6.2,Cloudy (8/8)
Kuopio Maaninka,2004,1,27,2:00,36,2004-01-27,-6.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,27,2:00,36,2004-01-27,-6.2,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,27,2:00,36,2004-01-27,-6.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,28,2:00,37,2004-01-28,-7.7,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,28,2:00,37,2004-01-28,-7.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,28,2:00,37,2004-01-28,-7.7,Cloudy (8/8)
Kuopio Maaninka,2004,1,28,2:00,37,2004-01-28,-7.7,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,28,2:00,37,2004-01-28,-7.7,Mostly clear (3/8)
Kuopio Maaninka,2004,1,29,2:00,37,2004-01-29,-6.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,29,2:00,37,2004-01-29,-6.3,Cloudy (8/8)
Kuopio Maaninka,2004,1,29,2:00,37,2004-01-29,-6.3,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,29,2:00,37,2004-01-29,-6.3,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Cloudy (8/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Mostly clear (3/8)
Kuopio Maaninka,2004,1,30,2:00,40,2004-01-30,-7.5,Clear (1/8)
Kuopio Maaninka,2004,1,31,2:00,40,2004-01-31,-6.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,1,31,2:00,40,2004-01-31,-6.4,Partly cloudy (5/8)
Kuopio Maaninka,2004,1,31,2:00,40,2004-01-31,-6.4,Cloudy (8/8)
Kuopio Maaninka,2004,1,31,2:00,40,2004-01-31,-6.4,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,1,2:00,45,2004-02-01,-3.8,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,1,2:00,45,2004-02-01,-3.8,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,1,2:00,45,2004-02-01,-3.8,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,1,2:00,45,2004-02-01,-3.8,Mostly clear (3/8)
Kuopio Maaninka,2004,2,1,2:00,45,2004-02-01,-3.8,Cloudy (8/8)
Kuopio Maaninka,2004,2,2,2:00,49,2004-02-02,-8.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,2,2:00,49,2004-02-02,-8.7,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,2,2:00,49,2004-02-02,-8.7,Clear (1/8)
Kuopio Maaninka,2004,2,2,2:00,49,2004-02-02,-8.7,Clear (0/8)
Kuopio Maaninka,2004,2,2,2:00,49,2004-02-02,-8.7,Cloudy (8/8)
Kuopio Maaninka,2004,2,3,2:00,47,2004-02-03,-5.1,Cloudy (8/8)
Kuopio Maaninka,2004,2,3,2:00,47,2004-02-03,-5.1,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,3,2:00,47,2004-02-03,-5.1,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,4,2:00,50,2004-02-04,-0.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,4,2:00,50,2004-02-04,-0.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,4,2:00,50,2004-02-04,-0.2,Cloudy (8/8)
Kuopio Maaninka,2004,2,5,2:00,47,2004-02-05,-4.0,Cloudy (8/8)
Kuopio Maaninka,2004,2,5,2:00,47,2004-02-05,-4.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Mostly clear (3/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Clear (1/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Clear (0/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Cloudy (8/8)
Kuopio Maaninka,2004,2,6,2:00,44,2004-02-06,-8.7,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Cloudy (8/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Mostly clear (3/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Clear (1/8)
Kuopio Maaninka,2004,2,7,2:00,44,2004-02-07,-11.3,Clear (0/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Clear (0/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Clear (1/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Mostly clear (3/8)
Kuopio Maaninka,2004,2,8,2:00,44,2004-02-08,-17.6,Cloudy (8/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Cloudy (8/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Mostly clear (3/8)
Kuopio Maaninka,2004,2,9,2:00,46,2004-02-09,-16.2,Clear (1/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Cloudy (8/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Mostly clear (3/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Clear (1/8)
Kuopio Maaninka,2004,2,10,2:00,46,2004-02-10,-17.9,Clear (0/8)
Kuopio Maaninka,2004,2,11,2:00,46,2004-02-11,-21.1,Clear (0/8)
Kuopio Maaninka,2004,2,11,2:00,46,2004-02-11,-21.1,Clear (1/8)
Kuopio Maaninka,2004,2,11,2:00,46,2004-02-11,-21.1,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,11,2:00,46,2004-02-11,-21.1,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,12,2:00,46,2004-02-12,-18.5,Clear (0/8)
Kuopio Maaninka,2004,2,12,2:00,46,2004-02-12,-18.5,Clear (1/8)
Kuopio Maaninka,2004,2,12,2:00,46,2004-02-12,-18.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,12,2:00,46,2004-02-12,-18.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,12,2:00,46,2004-02-12,-18.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,13,2:00,46,2004-02-13,-5.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,13,2:00,46,2004-02-13,-5.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,14,2:00,47,2004-02-14,-2.2,Cloudy (8/8)
Kuopio Maaninka,2004,2,14,2:00,47,2004-02-14,-2.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,14,2:00,47,2004-02-14,-2.2,Clear (1/8)
Kuopio Maaninka,2004,2,14,2:00,47,2004-02-14,-2.2,Mostly clear (3/8)
Kuopio Maaninka,2004,2,14,2:00,47,2004-02-14,-2.2,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Cloudy (8/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Mostly clear (3/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Clear (1/8)
Kuopio Maaninka,2004,2,15,2:00,47,2004-02-15,-3.0,Clear (0/8)
Kuopio Maaninka,2004,2,16,2:00,46,2004-02-16,-8.2,Cloudy (8/8)
Kuopio Maaninka,2004,2,16,2:00,46,2004-02-16,-8.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,16,2:00,46,2004-02-16,-8.2,Clear (1/8)
Kuopio Maaninka,2004,2,16,2:00,46,2004-02-16,-8.2,Clear (0/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Clear (1/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Mostly clear (3/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Clear (0/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,17,2:00,48,2004-02-17,-10.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,18,2:00,48,2004-02-18,-15.9,Mostly clear (3/8)
Kuopio Maaninka,2004,2,18,2:00,48,2004-02-18,-15.9,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,18,2:00,48,2004-02-18,-15.9,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,18,2:00,48,2004-02-18,-15.9,Clear (1/8)
Kuopio Maaninka,2004,2,18,2:00,48,2004-02-18,-15.9,Clear (0/8)
Kuopio Maaninka,2004,2,19,2:00,48,2004-02-19,-10.2,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,19,2:00,48,2004-02-19,-10.2,Cloudy (8/8)
Kuopio Maaninka,2004,2,19,2:00,48,2004-02-19,-10.2,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,19,2:00,48,2004-02-19,-10.2,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,20,2:00,48,2004-02-20,-0.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,20,2:00,48,2004-02-20,-0.7,Cloudy (8/8)
Kuopio Maaninka,2004,2,20,2:00,48,2004-02-20,-0.7,Mostly clear (3/8)
Kuopio Maaninka,2004,2,20,2:00,48,2004-02-20,-0.7,Clear (1/8)
Kuopio Maaninka,2004,2,20,2:00,48,2004-02-20,-0.7,Clear (0/8)
Kuopio Maaninka,2004,2,21,2:00,47,2004-02-21,1.1,Clear (0/8)
Kuopio Maaninka,2004,2,21,2:00,47,2004-02-21,1.1,Clear (1/8)
Kuopio Maaninka,2004,2,21,2:00,47,2004-02-21,1.1,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,21,2:00,47,2004-02-21,1.1,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,21,2:00,47,2004-02-21,1.1,Cloudy (8/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Clear (1/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Mostly clear (3/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Clear (0/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Cloudy (8/8)
Kuopio Maaninka,2004,2,22,2:00,47,2004-02-22,-2.4,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,23,2:00,46,2004-02-23,-6.3,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,23,2:00,46,2004-02-23,-6.3,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,23,2:00,46,2004-02-23,-6.3,Cloudy (8/8)
Kuopio Maaninka,2004,2,23,2:00,46,2004-02-23,-6.3,Clear (1/8)
Kuopio Maaninka,2004,2,23,2:00,46,2004-02-23,-6.3,Clear (0/8)
Kuopio Maaninka,2004,2,24,2:00,46,2004-02-24,-12.7,Clear (0/8)
Kuopio Maaninka,2004,2,24,2:00,46,2004-02-24,-12.7,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,24,2:00,46,2004-02-24,-12.7,Cloudy (8/8)
Kuopio Maaninka,2004,2,24,2:00,46,2004-02-24,-12.7,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Mostly clear (3/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,25,2:00,48,2004-02-25,-7.5,Clear (0/8)
Kuopio Maaninka,2004,2,26,2:00,51,2004-02-26,-3.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,26,2:00,51,2004-02-26,-3.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,2,26,2:00,51,2004-02-26,-3.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,26,2:00,51,2004-02-26,-3.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,27,2:00,55,2004-02-27,-2.0,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,27,2:00,55,2004-02-27,-2.0,Cloudy (8/8)
Kuopio Maaninka,2004,2,27,2:00,55,2004-02-27,-2.0,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,27,2:00,55,2004-02-27,-2.0,Mostly clear (3/8)
Kuopio Maaninka,2004,2,28,2:00,61,2004-02-28,-4.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,28,2:00,61,2004-02-28,-4.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,2,28,2:00,61,2004-02-28,-4.5,Cloudy (8/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Cloudy (8/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Mostly cloudy (7/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Mostly clear (3/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Clear (1/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Clear (0/8)
Kuopio Maaninka,2004,2,29,2:00,58,2004-02-29,-8.9,Partly cloudy (5/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Clear (0/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Clear (1/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Mostly clear (3/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Partly cloudy (5/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Cloudy (8/8)
Kuopio Maaninka,2004,3,1,2:00,58,2004-03-01,-5.5,Mostly cloudy (7/8)
Kuopio Maaninka,2004,3,2,2:00,57,2004-03-02,-9.6,Clear (0/8)
Kuopio Maaninka,2004,3,2,2:00,57,2004-03-02,-9.6,Clear (1/8)
Kuopio Maaninka,2004,3,2,2:00,57,2004-03-02,-9.6,Mostly clear (3/8)
Kuopio Maaninka,2004,3,2,2:00,57,2004-03-02,-9.6,Mostly cloudy (7/8)
Kuopio Maaninka,2004,3,2,2:00,57,2004-03-02,-9.6,Cloudy (8/8)
