Observation station,Year,Month,Day,Time [Local time],Snow depth [cm],Date,Average temperature [°C],Cloud cover [1/8]
Kuopio Maaninka,2005,9,11,3:00,-1,2005-09-11,8.4,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2005,9,11,3:00,-1,2005-09-11,8.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Clear (1/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Clear (0/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Mostly clear (3/8)
Kuopio Maaninka,2005,9,12,3:00,-1,2005-09-12,10.1,Cloudy (8/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Clear (1/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Clear (0/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Cloudy (8/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,13,3:00,-1,2005-09-13,8.3,Mostly clear (3/8)
Kuopio Maaninka,2005,9,14,3:00,-1,2005-09-14,11.2,Clear (0/8)
Kuopio Maaninka,2005,9,14,3:00,-1,2005-09-14,11.2,Clear (1/8)
Kuopio Maaninka,2005,9,14,3:00,-1,2005-09-14,11.2,Cloudy (8/8)
Kuopio Maaninka,2005,9,14,3:00,-1,2005-09-14,11.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,14,3:00,-1,2005-09-14,11.2,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,15,3:00,-1,2005-09-15,7.3,Cloudy (8/8)
Kuopio Maaninka,2005,9,15,3:00,-1,2005-09-15,7.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,15,3:00,-1,2005-09-15,7.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,15,3:00,-1,2005-09-15,7.3,Clear (0/8)
Kuopio Maaninka,2005,9,15,3:00,-1,2005-09-15,7.3,Clear (1/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Clear (0/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Clear (1/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Mostly clear (3/8)
Kuopio Maaninka,2005,9,16,3:00,-1,2005-09-16,4.5,Cloudy (8/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Cloudy (8/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Mostly clear (3/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Clear (1/8)
Kuopio Maaninka,2005,9,17,3:00,-1,2005-09-17,4.7,Clear (0/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Clear (0/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Clear (1/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Mostly clear (3/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Cloudy (8/8)
Kuopio Maaninka,2005,9,18,3:00,-1,2005-09-18,7.5,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Clear (0/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Clear (1/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Mostly clear (3/8)
Kuopio Maaninka,2005,9,19,3:00,-1,2005-09-19,9.4,Cloudy (8/8)
Kuopio Maaninka,2005,9,20,3:00,-1,2005-09-20,11.3,Cloudy (8/8)
Kuopio Maaninka,2005,9,20,3:00,-1,2005-09-20,11.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,20,3:00,-1,2005-09-20,11.3,Clear (0/8)
Kuopio Maaninka,2005,9,20,3:00,-1,2005-09-20,11.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,21,3:00,-1,2005-09-21,11.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,21,3:00,-1,2005-09-21,11.9,Cloudy (8/8)
Kuopio Maaninka,2005,9,21,3:00,-1,2005-09-21,11.9,Mostly clear (3/8)
Kuopio Maaninka,2005,9,21,3:00,-1,2005-09-21,11.9,Clear (1/8)
Kuopio Maaninka,2005,9,21,3:00,-1,2005-09-21,11.9,Clear (0/8)
Kuopio Maaninka,2005,9,22,3:00,-1,2005-09-22,9.8,Clear (0/8)
Kuopio Maaninka,2005,9,22,3:00,-1,2005-09-22,9.8,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,22,3:00,-1,2005-09-22,9.8,Mostly clear (3/8)
Kuopio Maaninka,2005,9,22,3:00,-1,2005-09-22,9.8,Clear (1/8)
Kuopio Maaninka,2005,9,22,3:00,-1,2005-09-22,9.8,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,23,3:00,-1,2005-09-23,11.9,Clear (0/8)
Kuopio Maaninka,2005,9,23,3:00,-1,2005-09-23,11.9,Mostly clear (3/8)
Kuopio Maaninka,2005,9,23,3:00,-1,2005-09-23,11.9,Cloudy (8/8)
Kuopio Maaninka,2005,9,23,3:00,-1,2005-09-23,11.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,24,3:00,-1,2005-09-24,12.3,Clear (0/8)
Kuopio Maaninka,2005,9,24,3:00,-1,2005-09-24,12.3,Cloudy (8/8)
Kuopio Maaninka,2005,9,24,3:00,-1,2005-09-24,12.3,Clear (1/8)
Kuopio Maaninka,2005,9,24,3:00,-1,2005-09-24,12.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,25,3:00,-1,2005-09-25,12.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,25,3:00,-1,2005-09-25,12.3,Cloudy (8/8)
Kuopio Maaninka,2005,9,25,3:00,-1,2005-09-25,12.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,26,3:00,-1,2005-09-26,12.9,Cloudy (8/8)
Kuopio Maaninka,2005,9,26,3:00,-1,2005-09-26,12.9,Clear (0/8)
Kuopio Maaninka,2005,9,26,3:00,-1,2005-09-26,12.9,Clear (1/8)
Kuopio Maaninka,2005,9,26,3:00,-1,2005-09-26,12.9,Mostly clear (3/8)
Kuopio Maaninka,2005,9,27,3:00,-1,2005-09-27,14.4,Clear (0/8)
Kuopio Maaninka,2005,9,27,3:00,-1,2005-09-27,14.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,27,3:00,-1,2005-09-27,14.4,Clear (1/8)
Kuopio Maaninka,2005,9,28,3:00,-1,2005-09-28,14.1,Clear (0/8)
Kuopio Maaninka,2005,9,28,3:00,-1,2005-09-28,14.1,Cloudy (8/8)
Kuopio Maaninka,2005,9,28,3:00,-1,2005-09-28,14.1,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,28,3:00,-1,2005-09-28,14.1,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,29,3:00,-1,2005-09-29,11.5,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,29,3:00,-1,2005-09-29,11.5,Cloudy (8/8)
Kuopio Maaninka,2005,9,29,3:00,-1,2005-09-29,11.5,Mostly clear (3/8)
Kuopio Maaninka,2005,9,29,3:00,-1,2005-09-29,11.5,Clear (1/8)
Kuopio Maaninka,2005,9,29,3:00,-1,2005-09-29,11.5,Clear (0/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Clear (0/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Clear (1/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Cloudiness cannot be determined (9/8)
Kuopio Maaninka,2005,9,30,3:00,-1,2005-09-30,7.3,Cloudy (8/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Clear (0/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Mostly clear (3/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Clear (1/8)
Kuopio Maaninka,2005,10,1,3:00,-1,2005-10-01,8.9,Cloudy (8/8)
Kuopio Maaninka,2005,10,2,3:00,-1,2005-10-02,12.3,Cloudy (8/8)
Kuopio Maaninka,2005,10,2,3:00,-1,2005-10-02,12.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,2,3:00,-1,2005-10-02,12.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,2,3:00,-1,2005-10-02,12.3,Clear (1/8)
Kuopio Maaninka,2005,10,3,3:00,-1,2005-10-03,11.2,Clear (1/8)
Kuopio Maaninka,2005,10,3,3:00,-1,2005-10-03,11.2,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,3,3:00,-1,2005-10-03,11.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,3,3:00,-1,2005-10-03,11.2,Clear (0/8)
Kuopio Maaninka,2005,10,3,3:00,-1,2005-10-03,11.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,4,3:00,-1,2005-10-04,8.4,Clear (1/8)
Kuopio Maaninka,2005,10,4,3:00,-1,2005-10-04,8.4,Clear (0/8)
Kuopio Maaninka,2005,10,4,3:00,-1,2005-10-04,8.4,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,4,3:00,-1,2005-10-04,8.4,Mostly clear (3/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Clear (0/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Clear (1/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Mostly clear (3/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Cloudy (8/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,5,3:00,-1,2005-10-05,9.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Clear (0/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Cloudy (8/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Mostly clear (3/8)
Kuopio Maaninka,2005,10,6,3:00,-1,2005-10-06,10.7,Clear (1/8)
Kuopio Maaninka,2005,10,7,3:00,-1,2005-10-07,7.2,Clear (0/8)
Kuopio Maaninka,2005,10,7,3:00,-1,2005-10-07,7.2,Clear (1/8)
Kuopio Maaninka,2005,10,7,3:00,-1,2005-10-07,7.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,7,3:00,-1,2005-10-07,7.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,8,3:00,-1,2005-10-08,10.3,Cloudy (8/8)
Kuopio Maaninka,2005,10,8,3:00,-1,2005-10-08,10.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,8,3:00,-1,2005-10-08,10.3,Mostly clear (3/8)
Kuopio Maaninka,2005,10,8,3:00,-1,2005-10-08,10.3,Clear (0/8)
Kuopio Maaninka,2005,10,8,3:00,-1,2005-10-08,10.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,9,3:00,-1,2005-10-09,11.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,9,3:00,-1,2005-10-09,11.9,Cloudy (8/8)
Kuopio Maaninka,2005,10,9,3:00,-1,2005-10-09,11.9,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,9,3:00,-1,2005-10-09,11.9,Clear (1/8)
Kuopio Maaninka,2005,10,9,3:00,-1,2005-10-09,11.9,Clear (0/8)
Kuopio Maaninka,2005,10,10,3:00,-1,2005-10-10,11.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,10,3:00,-1,2005-10-10,11.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,10,3:00,-1,2005-10-10,11.3,Mostly clear (3/8)
Kuopio Maaninka,2005,10,10,3:00,-1,2005-10-10,11.3,Clear (0/8)
Kuopio Maaninka,2005,10,11,3:00,-1,2005-10-11,11.2,Clear (0/8)
Kuopio Maaninka,2005,10,11,3:00,-1,2005-10-11,11.2,Mostly clear (3/8)
Kuopio Maaninka,2005,10,11,3:00,-1,2005-10-11,11.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,11,3:00,-1,2005-10-11,11.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Clear (0/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Cloudy (8/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Clear (1/8)
Kuopio Maaninka,2005,10,12,3:00,-1,2005-10-12,9.6,Mostly clear (3/8)
Kuopio Maaninka,2005,10,13,3:00,-1,2005-10-13,8.1,Mostly clear (3/8)
Kuopio Maaninka,2005,10,13,3:00,-1,2005-10-13,8.1,Clear (1/8)
Kuopio Maaninka,2005,10,13,3:00,-1,2005-10-13,8.1,Clear (0/8)
Kuopio Maaninka,2005,10,13,3:00,-1,2005-10-13,8.1,Cloudy (8/8)
Kuopio Maaninka,2005,10,13,3:00,-1,2005-10-13,8.1,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Clear (1/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Mostly clear (3/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Clear (0/8)
Kuopio Maaninka,2005,10,14,3:00,-1,2005-10-14,7.5,Cloudy (8/8)
Kuopio Maaninka,2005,10,15,3:00,-1,2005-10-15,5.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,15,3:00,-1,2005-10-15,5.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,15,3:00,-1,2005-10-15,5.2,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,16,3:00,-1,2005-10-16,3.8,Cloudy (8/8)
Kuopio Maaninka,2005,10,16,3:00,-1,2005-10-16,3.8,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Clear (1/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Mostly clear (3/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Clear (0/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,17,3:00,-1,2005-10-17,2.7,Cloudy (8/8)
Kuopio Maaninka,2005,10,18,3:00,-1,2005-10-18,3.1,Clear (0/8)
Kuopio Maaninka,2005,10,18,3:00,-1,2005-10-18,3.1,Cloudy (8/8)
Kuopio Maaninka,2005,10,18,3:00,-1,2005-10-18,3.1,Clear (1/8)
Kuopio Maaninka,2005,10,19,3:00,-1,2005-10-19,0.3,Clear (0/8)
Kuopio Maaninka,2005,10,19,3:00,-1,2005-10-19,0.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,19,3:00,-1,2005-10-19,0.3,Mostly clear (3/8)
Kuopio Maaninka,2005,10,19,3:00,-1,2005-10-19,0.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,19,3:00,-1,2005-10-19,0.3,Cloudy (8/8)
Kuopio Maaninka,2005,10,20,3:00,-1,2005-10-20,4.9,Cloudy (8/8)
Kuopio Maaninka,2005,10,20,3:00,-1,2005-10-20,4.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,20,3:00,-1,2005-10-20,4.9,Mostly clear (3/8)
Kuopio Maaninka,2005,10,20,3:00,-1,2005-10-20,4.9,Clear (1/8)
Kuopio Maaninka,2005,10,20,3:00,-1,2005-10-20,4.9,Clear (0/8)
Kuopio Maaninka,2005,10,21,3:00,-1,2005-10-21,7.3,Clear (0/8)
Kuopio Maaninka,2005,10,21,3:00,-1,2005-10-21,7.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,21,3:00,-1,2005-10-21,7.3,Cloudy (8/8)
Kuopio Maaninka,2005,10,21,3:00,-1,2005-10-21,7.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,22,3:00,-1,2005-10-22,1.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,22,3:00,-1,2005-10-22,1.0,Cloudy (8/8)
Kuopio Maaninka,2005,10,23,3:00,2,2005-10-23,-0.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,23,3:00,2,2005-10-23,-0.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,24,3:00,2,2005-10-24,-2.6,Cloudy (8/8)
Kuopio Maaninka,2005,10,24,3:00,2,2005-10-24,-2.6,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,24,3:00,2,2005-10-24,-2.6,Clear (0/8)
Kuopio Maaninka,2005,10,24,3:00,2,2005-10-24,-2.6,Clear (1/8)
Kuopio Maaninka,2005,10,25,3:00,2,2005-10-25,-2.6,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,25,3:00,2,2005-10-25,-2.6,Cloudy (8/8)
Kuopio Maaninka,2005,10,25,3:00,2,2005-10-25,-2.6,Mostly clear (3/8)
Kuopio Maaninka,2005,10,25,3:00,2,2005-10-25,-2.6,Clear (0/8)
Kuopio Maaninka,2005,10,25,3:00,2,2005-10-25,-2.6,Clear (1/8)
Kuopio Maaninka,2005,10,26,3:00,2,2005-10-26,-3.0,Clear (1/8)
Kuopio Maaninka,2005,10,26,3:00,2,2005-10-26,-3.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,26,3:00,2,2005-10-26,-3.0,Cloudy (8/8)
Kuopio Maaninka,2005,10,26,3:00,2,2005-10-26,-3.0,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,27,3:00,2,2005-10-27,-4.2,Cloudy (8/8)
Kuopio Maaninka,2005,10,27,3:00,2,2005-10-27,-4.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,27,3:00,2,2005-10-27,-4.2,Mostly clear (3/8)
Kuopio Maaninka,2005,10,27,3:00,2,2005-10-27,-4.2,Clear (1/8)
Kuopio Maaninka,2005,10,28,3:00,2,2005-10-28,0.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,28,3:00,2,2005-10-28,0.0,Cloudy (8/8)
Kuopio Maaninka,2005,10,28,3:00,2,2005-10-28,0.0,Mostly clear (3/8)
Kuopio Maaninka,2005,10,29,3:00,-1,2005-10-29,5.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,10,29,3:00,-1,2005-10-29,5.9,Partly cloudy (5/8)
Kuopio Maaninka,2005,10,29,3:00,-1,2005-10-29,5.9,Clear (1/8)
Kuopio Maaninka,2005,10,29,3:00,-1,2005-10-29,5.9,Clear (0/8)
Kuopio Maaninka,2005,10,30,3:00,-1,2005-10-30,6.8,Mostly clear (3/8)
Kuopio Maaninka,2005,10,30,3:00,-1,2005-10-30,6.8,Cloudy (8/8)
Kuopio Maaninka,2005,10,31,2:00,-1,2005-10-31,7.1,Cloudy (8/8)
Kuopio Maaninka,2005,11,1,2:00,-1,2005-11-01,6.9,Cloudy (8/8)
Kuopio Maaninka,2005,11,1,2:00,-1,2005-11-01,6.9,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,1,2:00,-1,2005-11-01,6.9,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,1,2:00,-1,2005-11-01,6.9,Clear (0/8)
Kuopio Maaninka,2005,11,2,2:00,-1,2005-11-02,4.2,Clear (0/8)
Kuopio Maaninka,2005,11,2,2:00,-1,2005-11-02,4.2,Mostly clear (3/8)
Kuopio Maaninka,2005,11,2,2:00,-1,2005-11-02,4.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,2,2:00,-1,2005-11-02,4.2,Cloudy (8/8)
Kuopio Maaninka,2005,11,3,2:00,-1,2005-11-03,6.8,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,3,2:00,-1,2005-11-03,6.8,Cloudy (8/8)
Kuopio Maaninka,2005,11,4,2:00,-1,2005-11-04,6.7,Cloudy (8/8)
Kuopio Maaninka,2005,11,4,2:00,-1,2005-11-04,6.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Cloudy (8/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Clear (1/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Mostly clear (3/8)
Kuopio Maaninka,2005,11,5,2:00,-1,2005-11-05,9.6,Clear (0/8)
Kuopio Maaninka,2005,11,6,2:00,-1,2005-11-06,7.4,Cloudy (8/8)
Kuopio Maaninka,2005,11,6,2:00,-1,2005-11-06,7.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,7,2:00,-1,2005-11-07,6.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,7,2:00,-1,2005-11-07,6.7,Cloudy (8/8)
Kuopio Maaninka,2005,11,8,2:00,-1,2005-11-08,7.4,Cloudy (8/8)
Kuopio Maaninka,2005,11,8,2:00,-1,2005-11-08,7.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,8,2:00,-1,2005-11-08,7.4,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,8,2:00,-1,2005-11-08,7.4,Clear (1/8)
Kuopio Maaninka,2005,11,8,2:00,-1,2005-11-08,7.4,Mostly clear (3/8)
Kuopio Maaninka,2005,11,9,2:00,-1,2005-11-09,7.4,Clear (1/8)
Kuopio Maaninka,2005,11,9,2:00,-1,2005-11-09,7.4,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,9,2:00,-1,2005-11-09,7.4,Cloudy (8/8)
Kuopio Maaninka,2005,11,9,2:00,-1,2005-11-09,7.4,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,10,2:00,-1,2005-11-10,8.0,Cloudy (8/8)
Kuopio Maaninka,2005,11,10,2:00,-1,2005-11-10,8.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,10,2:00,-1,2005-11-10,8.0,Clear (1/8)
Kuopio Maaninka,2005,11,10,2:00,-1,2005-11-10,8.0,Clear (0/8)
Kuopio Maaninka,2005,11,11,2:00,-1,2005-11-11,6.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,11,2:00,-1,2005-11-11,6.0,Cloudy (8/8)
Kuopio Maaninka,2005,11,11,2:00,-1,2005-11-11,6.0,Mostly clear (3/8)
Kuopio Maaninka,2005,11,11,2:00,-1,2005-11-11,6.0,Clear (1/8)
Kuopio Maaninka,2005,11,12,2:00,-1,2005-11-12,5.3,Clear (1/8)
Kuopio Maaninka,2005,11,12,2:00,-1,2005-11-12,5.3,Mostly clear (3/8)
Kuopio Maaninka,2005,11,12,2:00,-1,2005-11-12,5.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,12,2:00,-1,2005-11-12,5.3,Cloudy (8/8)
Kuopio Maaninka,2005,11,12,2:00,-1,2005-11-12,5.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Cloudy (8/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Mostly clear (3/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Clear (0/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Clear (1/8)
Kuopio Maaninka,2005,11,13,2:00,-1,2005-11-13,7.7,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,14,2:00,-1,2005-11-14,4.0,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,14,2:00,-1,2005-11-14,4.0,Cloudy (8/8)
Kuopio Maaninka,2005,11,14,2:00,-1,2005-11-14,4.0,Clear (1/8)
Kuopio Maaninka,2005,11,14,2:00,-1,2005-11-14,4.0,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,15,2:00,-1,2005-11-15,4.2,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,15,2:00,-1,2005-11-15,4.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,15,2:00,-1,2005-11-15,4.2,Cloudy (8/8)
Kuopio Maaninka,2005,11,16,2:00,1,2005-11-16,-0.7,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,16,2:00,1,2005-11-16,-0.7,Cloudy (8/8)
Kuopio Maaninka,2005,11,17,2:00,1,2005-11-17,-1.2,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,17,2:00,1,2005-11-17,-1.2,Cloudy (8/8)
Kuopio Maaninka,2005,11,18,2:00,1,2005-11-18,-2.3,Partly cloudy (5/8)
Kuopio Maaninka,2005,11,18,2:00,1,2005-11-18,-2.3,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,18,2:00,1,2005-11-18,-2.3,Cloudy (8/8)
Kuopio Maaninka,2005,11,18,2:00,1,2005-11-18,-2.3,Clear (1/8)
Kuopio Maaninka,2005,11,18,2:00,1,2005-11-18,-2.3,Clear (0/8)
Kuopio Maaninka,2005,11,19,2:00,1,2005-11-19,-2.5,Clear (1/8)
Kuopio Maaninka,2005,11,19,2:00,1,2005-11-19,-2.5,Mostly cloudy (7/8)
Kuopio Maaninka,2005,11,19,2:00,1,2005-11-19,-2.5,Cloudy (8/8)
