Observation station,Year,Month,Day,Date,Snow depth mean [cm],Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Turku airport,2004,1,1,2004-01-01,10.0,-8.6,,14.0
Turku airport,2004,1,2,2004-01-02,10.0,-15.2,,14.2
Turku airport,2004,1,3,2004-01-03,10.0,-10.9,,11.0
Turku airport,2004,1,4,2004-01-04,10.0,-2.7,,5.2
Turku airport,2004,1,5,2004-01-05,18.0,-4.5,,6.1
Turku airport,2004,1,6,2004-01-06,18.0,-4.4,,4.6
Turku airport,2004,1,7,2004-01-07,19.0,-0.6,,3.9
Turku airport,2004,1,8,2004-01-08,20.0,-0.7,,3.0
Turku airport,2004,1,9,2004-01-09,22.0,-3.3,,4.6
Turku airport,2004,1,10,2004-01-10,22.0,-11.2,,6.2
Turku airport,2004,1,11,2004-01-11,22.0,-6.1,,3.2
Turku airport,2004,1,12,2004-01-12,22.0,-3.7,,3.3
Turku airport,2004,1,13,2004-01-13,21.0,1.8,,3.4
Turku airport,2004,1,14,2004-01-14,18.0,-1.2,,4.1
Turku airport,2004,1,15,2004-01-15,18.0,-5.2,,8.9
Turku airport,2004,1,16,2004-01-16,18.0,-6.1,,12.8
Turku airport,2004,1,17,2004-01-17,21.0,-4.1,,4.8
Turku airport,2004,1,18,2004-01-18,21.0,-2.8,,13.8
Turku airport,2004,1,19,2004-01-19,21.0,-5.2,,8.9
Turku airport,2004,1,20,2004-01-20,21.0,-12.5,,22.6
Turku airport,2004,1,21,2004-01-21,21.0,-12.0,,24.1
Turku airport,2004,1,22,2004-01-22,21.0,-11.5,,23.6
Turku airport,2004,1,23,2004-01-23,21.0,-7.1,,17.8
Turku airport,2004,1,24,2004-01-24,21.0,0.2,,8.7
Turku airport,2004,1,25,2004-01-25,21.0,-6.0,,18.5
Turku airport,2004,1,26,2004-01-26,21.0,-5.6,,10.6
Turku airport,2004,1,27,2004-01-27,22.0,-3.2,,5.5
Turku airport,2004,1,28,2004-01-28,23.0,-4.1,,11.5
Turku airport,2004,1,29,2004-01-29,24.0,-4.5,,16.3
Turku airport,2004,1,30,2004-01-30,25.0,-6.0,,17.0
Turku airport,2004,1,31,2004-01-31,25.0,-2.0,,7.1
Turku airport,2004,2,1,2004-02-01,37.0,-0.4,,12.4
Turku airport,2004,2,2,2004-02-02,35.0,-2.7,,21.3
Turku airport,2004,2,3,2004-02-03,35.0,-0.5,,20.7
Turku airport,2004,2,4,2004-02-04,29.0,3.1,,8.1
Turku airport,2004,2,5,2004-02-05,24.0,0.7,,16.7
Turku airport,2004,2,6,2004-02-06,22.0,-3.2,,21.2
Turku airport,2004,2,7,2004-02-07,23.0,-4.4,,14.7
Turku airport,2004,2,8,2004-02-08,23.0,-7.3,,34.8
Turku airport,2004,2,9,2004-02-09,23.0,-8.1,,38.3
Turku airport,2004,2,10,2004-02-10,24.0,-11.5,,52.6
Turku airport,2004,2,11,2004-02-11,24.0,-12.2,,57.5
Turku airport,2004,2,12,2004-02-12,24.0,-10.7,,43.6
Turku airport,2004,2,13,2004-02-13,25.0,-0.8,,22.1
Turku airport,2004,2,14,2004-02-14,23.0,2.2,,28.6
Turku airport,2004,2,15,2004-02-15,23.0,-0.6,,34.3
Turku airport,2004,2,16,2004-02-16,23.0,-0.4,,61.8
Turku airport,2004,2,17,2004-02-17,23.0,0.6,,21.0
Turku airport,2004,2,18,2004-02-18,24.0,-7.6,,69.4
Turku airport,2004,2,19,2004-02-19,23.0,-7.9,,60.5
Turku airport,2004,2,20,2004-02-20,24.0,0.5,,47.2
Turku airport,2004,2,21,2004-02-21,24.0,0.2,,48.8
Turku airport,2004,2,22,2004-02-22,23.0,-1.6,,35.9
Turku airport,2004,2,23,2004-02-23,27.0,-4.2,,39.7
Turku airport,2004,2,24,2004-02-24,29.0,-6.3,,78.2
Turku airport,2004,2,25,2004-02-25,29.0,0.1,,26.7
Turku airport,2004,2,26,2004-02-26,30.0,-1.1,,29.4
Turku airport,2004,2,27,2004-02-27,35.0,-1.4,,32.8
Turku airport,2004,2,28,2004-02-28,37.0,-2.5,,76.3
Turku airport,2004,2,29,2004-02-29,35.0,-5.1,,45.5
Turku airport,2004,3,1,2004-03-01,33.0,-1.0,,44.8
Turku airport,2004,3,2,2004-03-02,33.0,-3.9,,44.2
Turku airport,2004,3,3,2004-03-03,42.0,-5.8,,86.9
Turku airport,2004,3,4,2004-03-04,42.0,-7.3,,111.9
Turku airport,2004,3,5,2004-03-05,45.0,-8.4,,93.0
Turku airport,2004,3,6,2004-03-06,45.0,-5.4,,99.0
Turku airport,2004,3,7,2004-03-07,45.0,-2.5,,87.5
Turku airport,2004,3,8,2004-03-08,40.0,0.8,,40.4
Turku airport,2004,3,9,2004-03-09,40.0,-1.0,,120.2
Turku airport,2004,3,10,2004-03-10,38.0,-4.0,,117.7
Turku airport,2004,3,11,2004-03-11,36.0,-4.8,,124.6
Turku airport,2004,3,12,2004-03-12,36.0,-3.4,,126.9
Turku airport,2004,3,13,2004-03-13,34.0,-1.7,,126.3
Turku airport,2004,3,14,2004-03-14,34.0,-0.5,,40.8
Turku airport,2004,3,15,2004-03-15,34.0,1.1,,33.1
Turku airport,2004,3,16,2004-03-16,32.0,2.6,,36.8
Turku airport,2004,3,17,2004-03-17,30.0,1.9,,127.2
Turku airport,2004,3,18,2004-03-18,24.0,2.2,,43.6
Turku airport,2004,3,19,2004-03-19,20.0,1.5,,141.1
Turku airport,2004,3,20,2004-03-20,17.0,1.4,,23.5
Turku airport,2004,3,21,2004-03-21,10.0,1.6,,34.2
Turku airport,2004,3,22,2004-03-22,5.0,1.0,,
Turku airport,2004,3,23,2004-03-23,6.0,0.5,,
Turku airport,2004,3,24,2004-03-24,2.0,-0.3,,
Turku airport,2004,3,25,2004-03-25,0.0,1.2,,
Turku airport,2004,3,26,2004-03-26,0.0,0.7,,84.1
Turku airport,2004,3,27,2004-03-27,0.0,0.2,,120.0
Turku airport,2004,3,28,2004-03-28,0.0,1.8,,170.6
Turku airport,2004,3,29,2004-03-29,0.0,0.9,,159.4
Turku airport,2004,3,30,2004-03-30,0.0,3.5,,166.9
Turku airport,2004,3,31,2004-03-31,0.0,4.5,,190.8
Turku airport,2004,4,1,2004-04-01,0.0,-0.8,,203.6
Turku airport,2004,4,2,2004-04-02,0.0,-1.5,,198.0
Turku airport,2004,4,3,2004-04-03,0.0,0.4,,202.0
Turku airport,2004,4,4,2004-04-04,0.0,2.5,,201.6
Turku airport,2004,4,5,2004-04-05,0.0,4.6,,188.0
Turku airport,2004,4,6,2004-04-06,-1.0,4.9,,159.4
Turku airport,2004,4,7,2004-04-07,-1.0,7.4,,197.1
Turku airport,2004,4,8,2004-04-08,-1.0,7.9,,212.0
Turku airport,2004,4,9,2004-04-09,-1.0,4.3,,210.6
Turku airport,2004,4,10,2004-04-10,-1.0,3.5,,103.2
Turku airport,2004,4,11,2004-04-11,-1.0,2.3,,172.7
Turku airport,2004,4,12,2004-04-12,-1.0,2.2,,195.7
Turku airport,2004,4,13,2004-04-13,-1.0,2.7,,228.9
Turku airport,2004,4,14,2004-04-14,-1.0,5.1,,93.2
Turku airport,2004,4,15,2004-04-15,-1.0,7.2,,222.2
Turku airport,2004,4,16,2004-04-16,-1.0,6.5,,103.4
Turku airport,2004,4,17,2004-04-17,-1.0,8.2,,225.0
Turku airport,2004,4,18,2004-04-18,-1.0,10.9,,213.5
Turku airport,2004,4,19,2004-04-19,-1.0,12.2,,219.1
Turku airport,2004,4,20,2004-04-20,-1.0,10.9,,76.6
Turku airport,2004,4,21,2004-04-21,-1.0,9.9,,139.3
Turku airport,2004,4,22,2004-04-22,-1.0,7.9,,221.0
Turku airport,2004,4,23,2004-04-23,-1.0,6.3,,256.9
Turku airport,2004,4,24,2004-04-24,-1.0,6.6,,243.3
Turku airport,2004,4,25,2004-04-25,-1.0,7.6,,257.2
Turku airport,2004,4,26,2004-04-26,-1.0,6.1,,260.1
Turku airport,2004,4,27,2004-04-27,-1.0,5.6,,205.8
Turku airport,2004,4,28,2004-04-28,-1.0,6.7,,152.4
Turku airport,2004,4,29,2004-04-29,-1.0,7.5,,118.8
Turku airport,2004,4,30,2004-04-30,-1.0,8.6,,271.2
Turku airport,2004,5,1,2004-05-01,-1.0,9.2,,190.8
Turku airport,2004,5,2,2004-05-02,-1.0,10.7,,262.8
Turku airport,2004,5,3,2004-05-03,-1.0,13.5,,244.7
Turku airport,2004,5,4,2004-05-04,-1.0,12.3,,97.3
Turku airport,2004,5,5,2004-05-05,-1.0,18.5,,245.3
Turku airport,2004,5,6,2004-05-06,-1.0,20.8,,259.0
Turku airport,2004,5,7,2004-05-07,-1.0,20.4,,260.4
Turku airport,2004,5,8,2004-05-08,-1.0,19.5,,234.0
Turku airport,2004,5,9,2004-05-09,-1.0,18.0,,280.8
Turku airport,2004,5,10,2004-05-10,-1.0,13.4,,148.8
Turku airport,2004,5,11,2004-05-11,-1.0,8.8,,220.1
Turku airport,2004,5,12,2004-05-12,-1.0,5.5,,274.6
Turku airport,2004,5,13,2004-05-13,-1.0,4.8,,233.9
Turku airport,2004,5,14,2004-05-14,-1.0,5.1,,161.5
Turku airport,2004,5,15,2004-05-15,-1.0,7.4,,238.5
Turku airport,2004,5,16,2004-05-16,-1.0,6.8,,219.0
Turku airport,2004,5,17,2004-05-17,-1.0,7.6,,272.8
Turku airport,2004,5,18,2004-05-18,-1.0,9.4,,59.6
Turku airport,2004,5,19,2004-05-19,-1.0,9.3,,146.6
Turku airport,2004,5,20,2004-05-20,-1.0,8.1,,273.2
Turku airport,2004,5,21,2004-05-21,-1.0,7.1,,214.9
Turku airport,2004,5,22,2004-05-22,-1.0,7.9,,210.7
Turku airport,2004,5,23,2004-05-23,-1.0,5.9,,239.3
Turku airport,2004,5,24,2004-05-24,-1.0,7.1,,248.8
Turku airport,2004,5,25,2004-05-25,-1.0,8.6,,307.5
Turku airport,2004,5,26,2004-05-26,-1.0,10.6,,282.4
Turku airport,2004,5,27,2004-05-27,-1.0,10.9,,204.8
Turku airport,2004,5,28,2004-05-28,-1.0,10.9,,210.6
Turku airport,2004,5,29,2004-05-29,-1.0,10.3,,123.4
Turku airport,2004,5,30,2004-05-30,-1.0,7.1,,237.3
Turku airport,2004,5,31,2004-05-31,-1.0,10.6,,152.5
Turku airport,2004,6,1,2004-06-01,-1.0,11.3,,266.5
Turku airport,2004,6,2,2004-06-02,-1.0,14.4,,250.7
Turku airport,2004,6,3,2004-06-03,-1.0,14.5,,319.3
Turku airport,2004,6,4,2004-06-04,-1.0,17.3,,258.6
Turku airport,2004,6,5,2004-06-05,-1.0,14.7,,338.8
Turku airport,2004,6,6,2004-06-06,-1.0,13.4,,158.7
Turku airport,2004,6,7,2004-06-07,-1.0,10.3,,164.3
Turku airport,2004,6,8,2004-06-08,-1.0,10.5,,156.3
Turku airport,2004,6,9,2004-06-09,-1.0,12.2,,322.1
Turku airport,2004,6,10,2004-06-10,-1.0,11.6,,285.5
Turku airport,2004,6,11,2004-06-11,-1.0,11.1,,66.9
Turku airport,2004,6,12,2004-06-12,-1.0,11.1,,76.7
Turku airport,2004,6,13,2004-06-13,-1.0,14.9,,293.3
Turku airport,2004,6,14,2004-06-14,-1.0,13.3,,153.7
Turku airport,2004,6,15,2004-06-15,-1.0,11.9,,316.8
Turku airport,2004,6,16,2004-06-16,-1.0,10.6,,152.4
Turku airport,2004,6,17,2004-06-17,-1.0,10.8,,256.8
Turku airport,2004,6,18,2004-06-18,-1.0,11.2,,146.0
Turku airport,2004,6,19,2004-06-19,-1.0,12.5,,249.7
Turku airport,2004,6,20,2004-06-20,-1.0,11.4,,251.6
Turku airport,2004,6,21,2004-06-21,-1.0,13.3,,157.2
Turku airport,2004,6,22,2004-06-22,-1.0,14.3,,194.4
Turku airport,2004,6,23,2004-06-23,-1.0,14.0,,197.9
Turku airport,2004,6,24,2004-06-24,-1.0,12.6,,76.8
Turku airport,2004,6,25,2004-06-25,-1.0,15.4,,287.1
Turku airport,2004,6,26,2004-06-26,-1.0,14.8,,184.5
Turku airport,2004,6,27,2004-06-27,-1.0,16.4,,69.8
Turku airport,2004,6,28,2004-06-28,-1.0,15.4,,85.8
Turku airport,2004,6,29,2004-06-29,-1.0,15.0,,212.7
Turku airport,2004,6,30,2004-06-30,-1.0,12.9,,43.5
Turku airport,2004,7,1,2004-07-01,-1.0,16.4,,157.8
Turku airport,2004,7,2,2004-07-02,-1.0,15.6,,310.0
Turku airport,2004,7,3,2004-07-03,-1.0,14.0,,34.3
Turku airport,2004,7,4,2004-07-04,-1.0,15.4,,274.6
Turku airport,2004,7,5,2004-07-05,-1.0,15.3,,214.8
Turku airport,2004,7,6,2004-07-06,-1.0,15.8,,203.1
Turku airport,2004,7,7,2004-07-07,-1.0,15.2,,213.1
Turku airport,2004,7,8,2004-07-08,-1.0,15.3,,250.2
Turku airport,2004,7,9,2004-07-09,-1.0,16.8,,217.0
Turku airport,2004,7,10,2004-07-10,-1.0,16.0,,103.3
Turku airport,2004,7,11,2004-07-11,-1.0,15.5,,205.8
Turku airport,2004,7,12,2004-07-12,-1.0,14.9,,235.2
Turku airport,2004,7,13,2004-07-13,-1.0,15.3,,226.6
Turku airport,2004,7,14,2004-07-14,-1.0,15.6,,202.1
Turku airport,2004,7,15,2004-07-15,-1.0,15.7,,251.0
Turku airport,2004,7,16,2004-07-16,-1.0,15.3,,310.3
Turku airport,2004,7,17,2004-07-17,-1.0,16.8,,196.3
Turku airport,2004,7,18,2004-07-18,-1.0,17.1,,304.8
Turku airport,2004,7,19,2004-07-19,-1.0,18.9,,268.7
Turku airport,2004,7,20,2004-07-20,-1.0,18.1,,223.2
Turku airport,2004,7,21,2004-07-21,-1.0,17.5,,237.5
Turku airport,2004,7,22,2004-07-22,-1.0,20.3,,196.8
Turku airport,2004,7,23,2004-07-23,-1.0,18.0,,205.3
Turku airport,2004,7,24,2004-07-24,-1.0,18.2,,219.5
Turku airport,2004,7,25,2004-07-25,-1.0,17.8,,157.9
Turku airport,2004,7,26,2004-07-26,-1.0,16.3,,215.2
Turku airport,2004,7,27,2004-07-27,-1.0,16.9,,185.9
Turku airport,2004,7,28,2004-07-28,-1.0,16.7,,54.7
Turku airport,2004,7,29,2004-07-29,-1.0,17.8,,49.4
Turku airport,2004,7,30,2004-07-30,-1.0,18.2,,100.5
Turku airport,2004,7,31,2004-07-31,-1.0,17.8,,86.6
Turku airport,2004,8,1,2004-08-01,-1.0,18.3,,232.7
Turku airport,2004,8,2,2004-08-02,-1.0,19.6,,219.4
Turku airport,2004,8,3,2004-08-03,-1.0,22.5,,209.8
Turku airport,2004,8,4,2004-08-04,-1.0,22.9,,260.7
Turku airport,2004,8,5,2004-08-05,-1.0,21.8,,262.4
Turku airport,2004,8,6,2004-08-06,-1.0,21.6,,195.1
Turku airport,2004,8,7,2004-08-07,-1.0,21.5,,250.9
Turku airport,2004,8,8,2004-08-08,-1.0,22.8,,235.2
Turku airport,2004,8,9,2004-08-09,-1.0,21.8,,173.0
Turku airport,2004,8,10,2004-08-10,-1.0,19.1,,239.0
Turku airport,2004,8,11,2004-08-11,-1.0,20.1,,142.5
Turku airport,2004,8,12,2004-08-12,-1.0,16.0,,218.4
Turku airport,2004,8,13,2004-08-13,-1.0,14.9,,221.8
Turku airport,2004,8,14,2004-08-14,-1.0,12.4,,177.9
Turku airport,2004,8,15,2004-08-15,-1.0,13.8,,133.9
Turku airport,2004,8,16,2004-08-16,-1.0,14.7,,208.6
Turku airport,2004,8,17,2004-08-17,-1.0,15.3,,47.7
Turku airport,2004,8,18,2004-08-18,-1.0,14.3,,104.4
Turku airport,2004,8,19,2004-08-19,-1.0,15.5,,150.0
Turku airport,2004,8,20,2004-08-20,-1.0,19.0,,180.9
Turku airport,2004,8,21,2004-08-21,-1.0,18.3,,113.5
Turku airport,2004,8,22,2004-08-22,-1.0,16.1,,156.8
Turku airport,2004,8,23,2004-08-23,-1.0,12.3,,185.1
Turku airport,2004,8,24,2004-08-24,-1.0,12.2,,196.1
Turku airport,2004,8,25,2004-08-25,-1.0,12.9,,205.1
Turku airport,2004,8,26,2004-08-26,-1.0,13.2,,28.8
Turku airport,2004,8,27,2004-08-27,-1.0,15.9,,146.4
Turku airport,2004,8,28,2004-08-28,-1.0,15.6,,98.7
Turku airport,2004,8,29,2004-08-29,-1.0,15.7,,182.3
Turku airport,2004,8,30,2004-08-30,-1.0,14.6,,64.8
Turku airport,2004,8,31,2004-08-31,-1.0,17.0,,105.9
Turku airport,2004,9,1,2004-09-01,-1.0,15.6,,54.4
Turku airport,2004,9,2,2004-09-02,-1.0,16.0,,65.6
Turku airport,2004,9,3,2004-09-03,-1.0,18.0,,98.5
Turku airport,2004,9,4,2004-09-04,-1.0,16.9,,177.4
Turku airport,2004,9,5,2004-09-05,-1.0,16.9,,143.1
Turku airport,2004,9,6,2004-09-06,-1.0,15.4,,96.7
Turku airport,2004,9,7,2004-09-07,-1.0,12.7,,111.5
Turku airport,2004,9,8,2004-09-08,-1.0,9.4,,167.9
Turku airport,2004,9,9,2004-09-09,-1.0,8.8,,137.3
Turku airport,2004,9,10,2004-09-10,-1.0,13.7,,137.7
Turku airport,2004,9,11,2004-09-11,-1.0,13.6,,168.0
Turku airport,2004,9,12,2004-09-12,-1.0,15.4,,67.1
Turku airport,2004,9,13,2004-09-13,-1.0,14.5,,114.8
Turku airport,2004,9,14,2004-09-14,-1.0,14.8,,74.8
Turku airport,2004,9,15,2004-09-15,-1.0,14.1,,82.9
Turku airport,2004,9,16,2004-09-16,-1.0,10.0,,83.0
Turku airport,2004,9,17,2004-09-17,-1.0,11.3,,71.9
Turku airport,2004,9,18,2004-09-18,-1.0,12.6,,17.6
Turku airport,2004,9,19,2004-09-19,-1.0,13.8,,70.0
Turku airport,2004,9,20,2004-09-20,-1.0,12.8,,139.4
Turku airport,2004,9,21,2004-09-21,-1.0,11.4,,23.8
Turku airport,2004,9,22,2004-09-22,-1.0,9.9,,55.3
Turku airport,2004,9,23,2004-09-23,-1.0,9.9,,71.5
Turku airport,2004,9,24,2004-09-24,-1.0,12.1,,72.7
Turku airport,2004,9,25,2004-09-25,-1.0,10.4,,75.2
Turku airport,2004,9,26,2004-09-26,-1.0,11.3,,119.7
Turku airport,2004,9,27,2004-09-27,-1.0,12.3,,27.5
Turku airport,2004,9,28,2004-09-28,-1.0,11.1,,50.6
Turku airport,2004,9,29,2004-09-29,-1.0,10.9,,74.8
Turku airport,2004,9,30,2004-09-30,-1.0,7.7,,79.1
Turku airport,2004,10,1,2004-10-01,-1.0,5.8,,122.0
Turku airport,2004,10,2,2004-10-02,-1.0,6.9,,81.0
Turku airport,2004,10,3,2004-10-03,-1.0,8.5,,21.9
Turku airport,2004,10,4,2004-10-04,-1.0,10.5,,100.8
Turku airport,2004,10,5,2004-10-05,-1.0,12.6,,29.0
Turku airport,2004,10,6,2004-10-06,-1.0,10.9,,21.8
Turku airport,2004,10,7,2004-10-07,-1.0,11.0,,65.4
Turku airport,2004,10,8,2004-10-08,-1.0,8.9,,39.4
Turku airport,2004,10,9,2004-10-09,-1.0,4.4,,97.8
Turku airport,2004,10,10,2004-10-10,-1.0,2.0,,94.7
Turku airport,2004,10,11,2004-10-11,-1.0,0.8,,67.2
Turku airport,2004,10,12,2004-10-12,-1.0,5.2,,90.5
Turku airport,2004,10,13,2004-10-13,-1.0,7.6,,55.8
Turku airport,2004,10,14,2004-10-14,-1.0,6.6,,83.8
Turku airport,2004,10,15,2004-10-15,-1.0,4.8,,77.5
Turku airport,2004,10,16,2004-10-16,-1.0,6.5,,54.2
Turku airport,2004,10,17,2004-10-17,-1.0,6.7,,12.8
Turku airport,2004,10,18,2004-10-18,-1.0,8.2,,8.3
Turku airport,2004,10,19,2004-10-19,-1.0,5.9,,8.7
Turku airport,2004,10,20,2004-10-20,-1.0,3.3,,44.8
Turku airport,2004,10,21,2004-10-21,-1.0,5.6,,7.7
Turku airport,2004,10,22,2004-10-22,-1.0,9.2,,31.3
Turku airport,2004,10,23,2004-10-23,-1.0,8.7,,18.3
Turku airport,2004,10,24,2004-10-24,-1.0,6.9,,24.6
Turku airport,2004,10,25,2004-10-25,-1.0,5.7,,54.0
Turku airport,2004,10,26,2004-10-26,-1.0,9.9,,8.5
Turku airport,2004,10,27,2004-10-27,-1.0,5.4,,21.8
Turku airport,2004,10,28,2004-10-28,-1.0,3.8,,56.8
Turku airport,2004,10,29,2004-10-29,-1.0,2.0,,45.3
Turku airport,2004,10,30,2004-10-30,-1.0,1.7,,32.1
Turku airport,2004,10,31,2004-10-31,-1.0,2.8,,7.5
Turku airport,2004,11,1,2004-11-01,-1.0,4.7,,48.7
Turku airport,2004,11,2,2004-11-02,-1.0,3.7,,47.6
Turku airport,2004,11,3,2004-11-03,-1.0,5.4,,38.1
Turku airport,2004,11,4,2004-11-04,-1.0,7.9,,5.4
Turku airport,2004,11,5,2004-11-05,-1.0,7.8,,13.8
Turku airport,2004,11,6,2004-11-06,-1.0,4.9,,17.7
Turku airport,2004,11,7,2004-11-07,-1.0,3.5,,10.3
Turku airport,2004,11,8,2004-11-08,-1.0,6.7,,21.0
Turku airport,2004,11,9,2004-11-09,-1.0,6.9,,13.2
Turku airport,2004,11,10,2004-11-10,-1.0,3.5,,4.1
Turku airport,2004,11,11,2004-11-11,-1.0,6.8,,3.6
Turku airport,2004,11,12,2004-11-12,-1.0,7.2,,2.0
Turku airport,2004,11,13,2004-11-13,-1.0,3.5,,23.6
Turku airport,2004,11,14,2004-11-14,-1.0,2.9,,27.9
Turku airport,2004,11,15,2004-11-15,-1.0,5.9,,1.9
Turku airport,2004,11,16,2004-11-16,-1.0,0.8,,17.4
Turku airport,2004,11,17,2004-11-17,7.0,-3.0,,12.3
Turku airport,2004,11,18,2004-11-18,8.0,-3.1,,12.8
Turku airport,2004,11,19,2004-11-19,8.0,-7.3,,20.0
Turku airport,2004,11,20,2004-11-20,8.0,-5.2,,9.3
Turku airport,2004,11,21,2004-11-21,13.0,-4.4,,23.8
Turku airport,2004,11,22,2004-11-22,12.0,-5.7,,10.3
Turku airport,2004,11,23,2004-11-23,12.0,-3.7,,7.9
Turku airport,2004,11,24,2004-11-24,12.0,-6.7,,22.9
Turku airport,2004,11,25,2004-11-25,9.0,0.4,,11.8
Turku airport,2004,11,26,2004-11-26,9.0,-5.1,,13.4
Turku airport,2004,11,27,2004-11-27,9.0,-7.1,,20.9
Turku airport,2004,11,28,2004-11-28,9.0,-9.5,,10.6
Turku airport,2004,11,29,2004-11-29,18.0,-1.4,,5.4
Turku airport,2004,11,30,2004-11-30,17.0,0.1,,6.0
Turku airport,2004,12,1,2004-12-01,10.0,2.8,,3.1
Turku airport,2004,12,2,2004-12-02,6.0,1.3,,1.8
Turku airport,2004,12,3,2004-12-03,5.0,-3.5,,15.1
Turku airport,2004,12,4,2004-12-04,5.0,-0.9,,2.2
Turku airport,2004,12,5,2004-12-05,5.0,5.1,,2.8
Turku airport,2004,12,6,2004-12-06,0.0,1.4,,4.1
Turku airport,2004,12,7,2004-12-07,0.0,3.5,,3.5
Turku airport,2004,12,8,2004-12-08,0.0,3.1,,3.6
Turku airport,2004,12,9,2004-12-09,0.0,-1.6,,8.6
Turku airport,2004,12,10,2004-12-10,0.0,0.4,,9.0
Turku airport,2004,12,11,2004-12-11,0.0,2.2,,2.4
Turku airport,2004,12,12,2004-12-12,0.0,1.7,,10.5
Turku airport,2004,12,13,2004-12-13,0.0,0.0,,7.5
Turku airport,2004,12,14,2004-12-14,0.0,3.6,,1.6
Turku airport,2004,12,15,2004-12-15,0.0,4.7,,1.8
Turku airport,2004,12,16,2004-12-16,-1.0,3.3,,4.8
Turku airport,2004,12,17,2004-12-17,-1.0,5.5,,0.5
Turku airport,2004,12,18,2004-12-18,-1.0,3.6,,2.4
Turku airport,2004,12,19,2004-12-19,-1.0,0.0,,1.7
Turku airport,2004,12,20,2004-12-20,13.0,-1.6,,5.6
Turku airport,2004,12,21,2004-12-21,12.0,-4.7,,8.5
Turku airport,2004,12,22,2004-12-22,10.0,2.0,,0.3
Turku airport,2004,12,23,2004-12-23,3.0,0.6,,8.0
Turku airport,2004,12,24,2004-12-24,5.0,-0.7,,9.3
Turku airport,2004,12,25,2004-12-25,5.0,-2.9,,2.7
Turku airport,2004,12,26,2004-12-26,7.0,-2.2,,3.6
Turku airport,2004,12,27,2004-12-27,10.0,-2.0,,11.2
Turku airport,2004,12,28,2004-12-28,10.0,-1.0,,3.3
Turku airport,2004,12,29,2004-12-29,11.0,-2.7,,1.5
Turku airport,2004,12,30,2004-12-30,10.0,3.2,,1.3
Turku airport,2004,12,31,2004-12-31,4.0,1.6,,12.9
Turku airport,2005,1,1,2005-01-01,3.0,1.1,,10.6
Turku airport,2005,1,2,2005-01-02,3.0,2.2,,2.9
Turku airport,2005,1,3,2005-01-03,5.0,0.7,,10.9
Turku airport,2005,1,4,2005-01-04,6.0,0.5,,11.4
Turku airport,2005,1,5,2005-01-05,10.0,0.9,,4.7
Turku airport,2005,1,6,2005-01-06,11.0,0.6,,4.5
Turku airport,2005,1,7,2005-01-07,7.0,4.0,,2.8
Turku airport,2005,1,8,2005-01-08,0.0,4.8,,3.3
Turku airport,2005,1,9,2005-01-09,-1.0,1.5,,5.6
Turku airport,2005,1,10,2005-01-10,2.0,2.6,,5.1
Turku airport,2005,1,11,2005-01-11,0.0,4.9,,16.8
Turku airport,2005,1,12,2005-01-12,0.0,3.4,,0.9
Turku airport,2005,1,13,2005-01-13,0.0,4.2,,2.0
Turku airport,2005,1,14,2005-01-14,-1.0,0.1,,6.0
Turku airport,2005,1,15,2005-01-15,-1.0,-3.3,,10.8
Turku airport,2005,1,16,2005-01-16,0.0,2.0,,3.7
Turku airport,2005,1,17,2005-01-17,-1.0,3.5,,5.0
Turku airport,2005,1,18,2005-01-18,-1.0,3.5,,1.4
Turku airport,2005,1,19,2005-01-19,-1.0,1.7,,4.9
Turku airport,2005,1,20,2005-01-20,5.0,0.4,,7.4
Turku airport,2005,1,21,2005-01-21,10.0,-0.3,,7.4
Turku airport,2005,1,22,2005-01-22,20.0,-1.2,,5.9
Turku airport,2005,1,23,2005-01-23,20.0,-4.8,,6.6
Turku airport,2005,1,24,2005-01-24,20.0,-5.3,,14.9
Turku airport,2005,1,25,2005-01-25,16.0,-5.5,,11.0
Turku airport,2005,1,26,2005-01-26,16.0,-3.7,,10.2
Turku airport,2005,1,27,2005-01-27,17.0,-5.6,,18.9
Turku airport,2005,1,28,2005-01-28,17.0,-12.7,,13.4
Turku airport,2005,1,29,2005-01-29,17.0,-12.0,,20.8
Turku airport,2005,1,30,2005-01-30,17.0,-0.8,,7.8
Turku airport,2005,1,31,2005-01-31,14.0,0.4,,30.8
Turku airport,2005,2,1,2005-02-01,15.0,-1.9,,12.1
Turku airport,2005,2,2,2005-02-02,14.0,-1.7,,17.2
Turku airport,2005,2,3,2005-02-03,14.0,-2.5,,7.7
Turku airport,2005,2,4,2005-02-04,12.0,1.7,,13.4
Turku airport,2005,2,5,2005-02-05,11.0,2.9,,6.3
Turku airport,2005,2,6,2005-02-06,3.0,2.3,,5.6
Turku airport,2005,2,7,2005-02-07,2.0,0.7,,25.4
Turku airport,2005,2,8,2005-02-08,2.0,0.6,,31.2
Turku airport,2005,2,9,2005-02-09,2.0,0.4,,51.7
Turku airport,2005,2,10,2005-02-10,2.0,1.0,,19.9
Turku airport,2005,2,11,2005-02-11,6.0,1.3,,33.2
Turku airport,2005,2,12,2005-02-12,5.0,-0.5,,31.3
Turku airport,2005,2,13,2005-02-13,5.0,-1.5,,16.7
Turku airport,2005,2,14,2005-02-14,10.0,-4.9,,32.8
Turku airport,2005,2,15,2005-02-15,8.0,-7.8,,47.4
