Observation station,Year,Month,Day,Time [Local time],Snow depth mean [cm]
Sodankylä Tähtelä,2012,5,22,00:00,-1
Sodankylä Tähtelä,2012,5,23,00:00,-1
Sodankylä Tähtelä,2012,5,24,00:00,-1
Sodankylä Tähtelä,2012,5,25,00:00,-1
Sodankylä Tähtelä,2012,5,26,00:00,-1
Sodankylä Tähtelä,2012,5,27,00:00,-1
Sodankylä Tähtelä,2012,5,28,00:00,-1
Sodankylä Tähtelä,2012,5,29,00:00,-1
Sodankylä Tähtelä,2012,5,30,00:00,-1
Sodankylä Tähtelä,2012,5,31,00:00,-1
Sodankylä Tähtelä,2012,6,1,00:00,-1
Sodankylä Tähtelä,2012,6,2,00:00,-1
Sodankylä Tähtelä,2012,6,3,00:00,-1
Sodankylä Tähtelä,2012,6,4,00:00,-1
Sodankylä Tähtelä,2012,6,5,00:00,-1
Sodankylä Tähtelä,2012,6,6,00:00,-1
Sodankylä Tähtelä,2012,6,7,00:00,-1
Sodankylä Tähtelä,2012,6,8,00:00,-1
Sodankylä Tähtelä,2012,6,9,00:00,-1
Sodankylä Tähtelä,2012,6,10,00:00,-1
Sodankylä Tähtelä,2012,6,11,00:00,-1
Sodankylä Tähtelä,2012,6,12,00:00,-1
Sodankylä Tähtelä,2012,6,13,00:00,-1
Sodankylä Tähtelä,2012,6,14,00:00,-1
Sodankylä Tähtelä,2012,6,15,00:00,-1
Sodankylä Tähtelä,2012,6,16,00:00,-1
Sodankylä Tähtelä,2012,6,17,00:00,-1
Sodankylä Tähtelä,2012,6,18,00:00,-1
Sodankylä Tähtelä,2012,6,19,00:00,-1
Sodankylä Tähtelä,2012,6,20,00:00,-1
Sodankylä Tähtelä,2012,6,21,00:00,-1
Sodankylä Tähtelä,2012,6,22,00:00,-1
Sodankylä Tähtelä,2012,6,23,00:00,-1
Sodankylä Tähtelä,2012,6,24,00:00,-1
Sodankylä Tähtelä,2012,6,25,00:00,-1
Sodankylä Tähtelä,2012,6,26,00:00,-1
Sodankylä Tähtelä,2012,6,27,00:00,-1
Sodankylä Tähtelä,2012,6,28,00:00,-1
Sodankylä Tähtelä,2012,6,29,00:00,-1
Sodankylä Tähtelä,2012,6,30,00:00,-1
Sodankylä Tähtelä,2012,7,1,00:00,-1
Sodankylä Tähtelä,2012,7,2,00:00,-1
Sodankylä Tähtelä,2012,7,3,00:00,-1
Sodankylä Tähtelä,2012,7,4,00:00,-1
Sodankylä Tähtelä,2012,7,5,00:00,-1
Sodankylä Tähtelä,2012,7,6,00:00,-1
Sodankylä Tähtelä,2012,7,7,00:00,-1
Sodankylä Tähtelä,2012,7,8,00:00,-1
Sodankylä Tähtelä,2012,7,9,00:00,-1
Sodankylä Tähtelä,2012,7,10,00:00,-1
Sodankylä Tähtelä,2012,7,11,00:00,-1
Sodankylä Tähtelä,2012,7,12,00:00,-1
Sodankylä Tähtelä,2012,7,13,00:00,-1
Sodankylä Tähtelä,2012,7,14,00:00,-1
Sodankylä Tähtelä,2012,7,15,00:00,-1
Sodankylä Tähtelä,2012,7,16,00:00,-1
Sodankylä Tähtelä,2012,7,17,00:00,-1
Sodankylä Tähtelä,2012,7,18,00:00,-1
Sodankylä Tähtelä,2012,7,19,00:00,-1
Sodankylä Tähtelä,2012,7,20,00:00,-1
Sodankylä Tähtelä,2012,7,21,00:00,-1
Sodankylä Tähtelä,2012,7,22,00:00,-1
Sodankylä Tähtelä,2012,7,23,00:00,-1
Sodankylä Tähtelä,2012,7,24,00:00,-1
Sodankylä Tähtelä,2012,7,25,00:00,-1
Sodankylä Tähtelä,2012,7,26,00:00,-1
Sodankylä Tähtelä,2012,7,27,00:00,-1
Sodankylä Tähtelä,2012,7,28,00:00,-1
Sodankylä Tähtelä,2012,7,29,00:00,-1
Sodankylä Tähtelä,2012,7,30,00:00,-1
Sodankylä Tähtelä,2012,7,31,00:00,-1
Sodankylä Tähtelä,2012,8,1,00:00,-1
Sodankylä Tähtelä,2012,8,2,00:00,-1
Sodankylä Tähtelä,2012,8,3,00:00,-1
Sodankylä Tähtelä,2012,8,4,00:00,-1
Sodankylä Tähtelä,2012,8,5,00:00,-1
Sodankylä Tähtelä,2012,8,6,00:00,-1
Sodankylä Tähtelä,2012,8,7,00:00,-1
Sodankylä Tähtelä,2012,8,8,00:00,-1
Sodankylä Tähtelä,2012,8,9,00:00,-1
Sodankylä Tähtelä,2012,8,10,00:00,-1
Sodankylä Tähtelä,2012,8,11,00:00,-1
Sodankylä Tähtelä,2012,8,12,00:00,-1
Sodankylä Tähtelä,2012,8,13,00:00,-1
Sodankylä Tähtelä,2012,8,14,00:00,-1
Sodankylä Tähtelä,2012,8,15,00:00,-1
Sodankylä Tähtelä,2012,8,16,00:00,-1
Sodankylä Tähtelä,2012,8,17,00:00,-1
Sodankylä Tähtelä,2012,8,18,00:00,-1
Sodankylä Tähtelä,2012,8,19,00:00,-1
Sodankylä Tähtelä,2012,8,20,00:00,-1
Sodankylä Tähtelä,2012,8,21,00:00,-1
Sodankylä Tähtelä,2012,8,22,00:00,-1
Sodankylä Tähtelä,2012,8,23,00:00,-1
Sodankylä Tähtelä,2012,8,24,00:00,-1
Sodankylä Tähtelä,2012,8,25,00:00,-1
Sodankylä Tähtelä,2012,8,26,00:00,-1
Sodankylä Tähtelä,2012,8,27,00:00,-1
Sodankylä Tähtelä,2012,8,28,00:00,-1
Sodankylä Tähtelä,2012,8,29,00:00,-1
Sodankylä Tähtelä,2012,8,30,00:00,-1
Sodankylä Tähtelä,2012,8,31,00:00,-1
Sodankylä Tähtelä,2012,9,1,00:00,-1
Sodankylä Tähtelä,2012,9,2,00:00,-1
Sodankylä Tähtelä,2012,9,3,00:00,-1
Sodankylä Tähtelä,2012,9,4,00:00,-1
Sodankylä Tähtelä,2012,9,5,00:00,-1
Sodankylä Tähtelä,2012,9,6,00:00,-1
Sodankylä Tähtelä,2012,9,7,00:00,-1
Sodankylä Tähtelä,2012,9,8,00:00,-1
Sodankylä Tähtelä,2012,9,9,00:00,-1
Sodankylä Tähtelä,2012,9,10,00:00,-1
Sodankylä Tähtelä,2012,9,11,00:00,-1
Sodankylä Tähtelä,2012,9,12,00:00,-1
Sodankylä Tähtelä,2012,9,13,00:00,-1
Sodankylä Tähtelä,2012,9,14,00:00,-1
Sodankylä Tähtelä,2012,9,15,00:00,-1
Sodankylä Tähtelä,2012,9,16,00:00,-1
Sodankylä Tähtelä,2012,9,17,00:00,-1
Sodankylä Tähtelä,2012,9,18,00:00,-1
Sodankylä Tähtelä,2012,9,19,00:00,-1
Sodankylä Tähtelä,2012,9,20,00:00,-1
Sodankylä Tähtelä,2012,9,21,00:00,-1
Sodankylä Tähtelä,2012,9,22,00:00,-1
Sodankylä Tähtelä,2012,9,23,00:00,-1
Sodankylä Tähtelä,2012,9,24,00:00,-1
Sodankylä Tähtelä,2012,9,25,00:00,-1
Sodankylä Tähtelä,2012,9,26,00:00,-1
Sodankylä Tähtelä,2012,9,27,00:00,-1
Sodankylä Tähtelä,2012,9,28,00:00,-1
Sodankylä Tähtelä,2012,9,29,00:00,-1
Sodankylä Tähtelä,2012,9,30,00:00,-1
Sodankylä Tähtelä,2012,10,1,00:00,-1
Sodankylä Tähtelä,2012,10,2,00:00,-1
Sodankylä Tähtelä,2012,10,3,00:00,-1
Sodankylä Tähtelä,2012,10,4,00:00,-1
Sodankylä Tähtelä,2012,10,5,00:00,-1
Sodankylä Tähtelä,2012,10,6,00:00,-1
Sodankylä Tähtelä,2012,10,7,00:00,-1
Sodankylä Tähtelä,2012,10,8,00:00,-1
Sodankylä Tähtelä,2012,10,9,00:00,-1
Sodankylä Tähtelä,2012,10,10,00:00,-1
Sodankylä Tähtelä,2012,10,11,00:00,-1
Sodankylä Tähtelä,2012,10,12,00:00,-1
Sodankylä Tähtelä,2012,10,13,00:00,-1
Sodankylä Tähtelä,2012,10,14,00:00,-1
Sodankylä Tähtelä,2012,10,15,00:00,-1
Sodankylä Tähtelä,2012,10,16,00:00,-0.8
Sodankylä Tähtelä,2012,10,17,00:00,1.4
Sodankylä Tähtelä,2012,10,18,00:00,-0.8
Sodankylä Tähtelä,2012,10,19,00:00,-1
Sodankylä Tähtelä,2012,10,20,00:00,-1
Sodankylä Tähtelä,2012,10,21,00:00,-1
Sodankylä Tähtelä,2012,10,22,00:00,-1
Sodankylä Tähtelä,2012,10,23,00:00,-1
Sodankylä Tähtelä,2012,10,24,00:00,7.6
Sodankylä Tähtelä,2012,10,25,00:00,10.3
Sodankylä Tähtelä,2012,10,26,00:00,9.3
Sodankylä Tähtelä,2012,10,27,00:00,9
Sodankylä Tähtelä,2012,10,28,00:00,9
Sodankylä Tähtelä,2012,10,29,00:00,8.6
Sodankylä Tähtelä,2012,10,30,00:00,10.6
Sodankylä Tähtelä,2012,10,31,00:00,14.7
Sodankylä Tähtelä,2012,11,1,00:00,16.9
Sodankylä Tähtelä,2012,11,2,00:00,15
Sodankylä Tähtelä,2012,11,3,00:00,15.9
Sodankylä Tähtelä,2012,11,4,00:00,23.5
Sodankylä Tähtelä,2012,11,5,00:00,26.7
Sodankylä Tähtelä,2012,11,6,00:00,27
Sodankylä Tähtelä,2012,11,7,00:00,26
Sodankylä Tähtelä,2012,11,8,00:00,25.8
Sodankylä Tähtelä,2012,11,9,00:00,26
Sodankylä Tähtelä,2012,11,10,00:00,26.9
Sodankylä Tähtelä,2012,11,11,00:00,26.3
Sodankylä Tähtelä,2012,11,12,00:00,26.3
Sodankylä Tähtelä,2012,11,13,00:00,28.3
Sodankylä Tähtelä,2012,11,14,00:00,29
Sodankylä Tähtelä,2012,11,15,00:00,29.6
Sodankylä Tähtelä,2012,11,16,00:00,28.9
Sodankylä Tähtelä,2012,11,17,00:00,29.6
Sodankylä Tähtelä,2012,11,18,00:00,29.4
Sodankylä Tähtelä,2012,11,19,00:00,27.4
Sodankylä Tähtelä,2012,11,20,00:00,27
Sodankylä Tähtelä,2012,11,21,00:00,28.1
Sodankylä Tähtelä,2012,11,22,00:00,24.2
Sodankylä Tähtelä,2012,11,23,00:00,21.1
Sodankylä Tähtelä,2012,11,24,00:00,20
Sodankylä Tähtelä,2012,11,25,00:00,20.2
Sodankylä Tähtelä,2012,11,26,00:00,20.8
Sodankylä Tähtelä,2012,11,27,00:00,22
Sodankylä Tähtelä,2012,11,28,00:00,22
Sodankylä Tähtelä,2012,11,29,00:00,22
Sodankylä Tähtelä,2012,11,30,00:00,21
Sodankylä Tähtelä,2012,12,1,00:00,21.9
Sodankylä Tähtelä,2012,12,2,00:00,28.1
Sodankylä Tähtelä,2012,12,3,00:00,29
Sodankylä Tähtelä,2012,12,4,00:00,28.7
Sodankylä Tähtelä,2012,12,5,00:00,28.6
Sodankylä Tähtelä,2012,12,6,00:00,28
Sodankylä Tähtelä,2012,12,7,00:00,28.2
Sodankylä Tähtelä,2012,12,8,00:00,29.5
Sodankylä Tähtelä,2012,12,9,00:00,29.4
Sodankylä Tähtelä,2012,12,10,00:00,32.1
Sodankylä Tähtelä,2012,12,11,00:00,35.1
Sodankylä Tähtelä,2012,12,12,00:00,35.6
Sodankylä Tähtelä,2012,12,13,00:00,36.4
Sodankylä Tähtelä,2012,12,14,00:00,37.5
Sodankylä Tähtelä,2012,12,15,00:00,38.1
Sodankylä Tähtelä,2012,12,16,00:00,40
Sodankylä Tähtelä,2012,12,17,00:00,41.2
Sodankylä Tähtelä,2012,12,18,00:00,41.8
Sodankylä Tähtelä,2012,12,19,00:00,41.2
Sodankylä Tähtelä,2012,12,20,00:00,40.1
Sodankylä Tähtelä,2012,12,21,00:00,39.7
Sodankylä Tähtelä,2012,12,22,00:00,39.8
Sodankylä Tähtelä,2012,12,23,00:00,39.3
Sodankylä Tähtelä,2012,12,24,00:00,38.8
Sodankylä Tähtelä,2012,12,25,00:00,38.5
Sodankylä Tähtelä,2012,12,26,00:00,40.1
Sodankylä Tähtelä,2012,12,27,00:00,43.1
Sodankylä Tähtelä,2012,12,28,00:00,49.4
Sodankylä Tähtelä,2012,12,29,00:00,48.5
Sodankylä Tähtelä,2012,12,30,00:00,49.2
Sodankylä Tähtelä,2012,12,31,00:00,51.2
