Observation station;Year;Month;Day;Global radiation mean [W/m2]
Sodankylä Tähtelä;2013;6;8;267,4
Sodankylä Tähtelä;2013;6;9;-
-;2013;6;10;-
Sodankylä Tähtelä;2013;6;11;159,5
Sodankylä Tähtelä;2013;6;12;166,6
Sodankylä Tähtelä;2013;6;13;274,6
Sodankylä Tähtelä;2013;6;14;175,8
Sodankylä Tähtelä;2013;6;15;187,8
Sodankylä Tähtelä;2013;6;16;123
Sodankylä Tähtelä;2013;6;17;89,1
Sodankylä Tähtelä;2013;6;18;40,2
Sodankylä Tähtelä;2013;6;19;120,2
Sodankylä Tähtelä;2013;6;20;209,8
Sodankylä Tähtelä;2013;6;21;110,6
Sodankylä Tähtelä;2013;6;22;184,1
Sodankylä Tähtelä;2013;6;23;97,5
Sodankylä Tähtelä;2013;6;24;331,1
Sodankylä Tähtelä;2013;6;25;170
Sodankylä Tähtelä;2013;6;26;338,8
Sodankylä Tähtelä;2013;6;27;93,9
Sodankylä Tähtelä;2013;6;28;77
Sodankylä Tähtelä;2013;6;29;246,8
Sodankylä Tähtelä;2013;6;30;136,9
Sodankylä Tähtelä;2013;7;1;137,6
Sodankylä Tähtelä;2013;7;2;140,6
Sodankylä Tähtelä;2013;7;3;240,2
Sodankylä Tähtelä;2013;7;4;225,6
Sodankylä Tähtelä;2013;7;5;137,6
Sodankylä Tähtelä;2013;7;6;196,1
Sodankylä Tähtelä;2013;7;7;287,8
Sodankylä Tähtelä;2013;7;8;278,3
Sodankylä Tähtelä;2013;7;9;86,3
Sodankylä Tähtelä;2013;7;10;229,2
Sodankylä Tähtelä;2013;7;11;261,1
Sodankylä Tähtelä;2013;7;12;200,1
Sodankylä Tähtelä;2013;7;13;77,9
Sodankylä Tähtelä;2013;7;14;229,9
Sodankylä Tähtelä;2013;7;15;180,7
Sodankylä Tähtelä;2013;7;16;215,6
Sodankylä Tähtelä;2013;7;17;113,9
Sodankylä Tähtelä;2013;7;18;219,5
Sodankylä Tähtelä;2013;7;19;125,9
Sodankylä Tähtelä;2013;7;20;156,5
Sodankylä Tähtelä;2013;7;21;133,9
Sodankylä Tähtelä;2013;7;22;120
Sodankylä Tähtelä;2013;7;23;252,7
Sodankylä Tähtelä;2013;7;24;307
Sodankylä Tähtelä;2013;7;25;291,4
Sodankylä Tähtelä;2013;7;26;245,8
Sodankylä Tähtelä;2013;7;27;189,4
Sodankylä Tähtelä;2013;7;28;274,1
Sodankylä Tähtelä;2013;7;29;194,6
Sodankylä Tähtelä;2013;7;30;82,5
Sodankylä Tähtelä;2013;7;31;136,4
Sodankylä Tähtelä;2013;8;1;66,9
Sodankylä Tähtelä;2013;8;2;197
Sodankylä Tähtelä;2013;8;3;238,2
Sodankylä Tähtelä;2013;8;4;219,3
Sodankylä Tähtelä;2013;8;5;146,2
Sodankylä Tähtelä;2013;8;6;240,8
Sodankylä Tähtelä;2013;8;7;159,5
Sodankylä Tähtelä;2013;8;8;102,6
Sodankylä Tähtelä;2013;8;9;185,3
Sodankylä Tähtelä;2013;8;10;218,9
Sodankylä Tähtelä;2013;8;11;167,8
Sodankylä Tähtelä;2013;8;12;158,8
Sodankylä Tähtelä;2013;8;13;184,2
Sodankylä Tähtelä;2013;8;14;153,4
Sodankylä Tähtelä;2013;8;15;40,8
Sodankylä Tähtelä;2013;8;16;78,3
Sodankylä Tähtelä;2013;8;17;122,9
Sodankylä Tähtelä;2013;8;18;174,3
Sodankylä Tähtelä;2013;8;19;71,3
Sodankylä Tähtelä;2013;8;20;187
Sodankylä Tähtelä;2013;8;21;182,8
Sodankylä Tähtelä;2013;8;22;141,1
Sodankylä Tähtelä;2013;8;23;174,7
Sodankylä Tähtelä;2013;8;24;203,3
Sodankylä Tähtelä;2013;8;25;111,9
Sodankylä Tähtelä;2013;8;26;142,8
Sodankylä Tähtelä;2013;8;27;187,7
Sodankylä Tähtelä;2013;8;28;116,5
Sodankylä Tähtelä;2013;8;29;170,7
Sodankylä Tähtelä;2013;8;30;176,9
Sodankylä Tähtelä;2013;8;31;129
Sodankylä Tähtelä;2013;9;1;80,8
Sodankylä Tähtelä;2013;9;2;154,1
Sodankylä Tähtelä;2013;9;3;97,1
Sodankylä Tähtelä;2013;9;4;83,9
Sodankylä Tähtelä;2013;9;5;148,7
Sodankylä Tähtelä;2013;9;6;38
Sodankylä Tähtelä;2013;9;7;126,8
Sodankylä Tähtelä;2013;9;8;148,1
Sodankylä Tähtelä;2013;9;9;151,5
Sodankylä Tähtelä;2013;9;10;107,4
Sodankylä Tähtelä;2013;9;11;43,3
Sodankylä Tähtelä;2013;9;12;76
Sodankylä Tähtelä;2013;9;13;119,4
Sodankylä Tähtelä;2013;9;14;99,4
Sodankylä Tähtelä;2013;9;15;103,3
Sodankylä Tähtelä;2013;9;16;75
Sodankylä Tähtelä;2013;9;17;35,8
Sodankylä Tähtelä;2013;9;18;49,3
Sodankylä Tähtelä;2013;9;19;30,8
Sodankylä Tähtelä;2013;9;20;39,8
Sodankylä Tähtelä;2013;9;21;25,3
Sodankylä Tähtelä;2013;9;22;44,9
Sodankylä Tähtelä;2013;9;23;75,5
Sodankylä Tähtelä;2013;9;24;45,6
Sodankylä Tähtelä;2013;9;25;70,9
Sodankylä Tähtelä;2013;9;26;26,1
Sodankylä Tähtelä;2013;9;27;14,7
Sodankylä Tähtelä;2013;9;28;19,2
Sodankylä Tähtelä;2013;9;29;76,5
Sodankylä Tähtelä;2013;9;30;28,7
Sodankylä Tähtelä;2013;10;1;53
Sodankylä Tähtelä;2013;10;2;28,9
Sodankylä Tähtelä;2013;10;3;68,5
Sodankylä Tähtelä;2013;10;4;30,5
Sodankylä Tähtelä;2013;10;5;29,6
Sodankylä Tähtelä;2013;10;6;47,5
Sodankylä Tähtelä;2013;10;7;24,7
Sodankylä Tähtelä;2013;10;8;49,3
Sodankylä Tähtelä;2013;10;9;16,2
Sodankylä Tähtelä;2013;10;10;57,2
Sodankylä Tähtelä;2013;10;11;51,5
Sodankylä Tähtelä;2013;10;12;19,8
Sodankylä Tähtelä;2013;10;13;53,8
Sodankylä Tähtelä;2013;10;14;24,2
Sodankylä Tähtelä;2013;10;15;46
Sodankylä Tähtelä;2013;10;16;48,8
Sodankylä Tähtelä;2013;10;17;44,2
Sodankylä Tähtelä;2013;10;18;11,9
Sodankylä Tähtelä;2013;10;19;15,5
Sodankylä Tähtelä;2013;10;20;18,9
Sodankylä Tähtelä;2013;10;21;40,1
Sodankylä Tähtelä;2013;10;22;27,6
Sodankylä Tähtelä;2013;10;23;7,4
Sodankylä Tähtelä;2013;10;24;6,1
Sodankylä Tähtelä;2013;10;25;8,9
Sodankylä Tähtelä;2013;10;26;13,1
Sodankylä Tähtelä;2013;10;27;6,5
Sodankylä Tähtelä;2013;10;28;4,2
Sodankylä Tähtelä;2013;10;29;6,7
Sodankylä Tähtelä;2013;10;30;4,2
Sodankylä Tähtelä;2013;10;31;11,2
Sodankylä Tähtelä;2013;11;1;9,9
Sodankylä Tähtelä;2013;11;2;10,8
Sodankylä Tähtelä;2013;11;3;4,7
Sodankylä Tähtelä;2013;11;4;5,1
Sodankylä Tähtelä;2013;11;5;6,2
Sodankylä Tähtelä;2013;11;6;4,7
Sodankylä Tähtelä;2013;11;7;6,4
Sodankylä Tähtelä;2013;11;8;4,9
Sodankylä Tähtelä;2013;11;9;3,6
Sodankylä Tähtelä;2013;11;10;1,3
Sodankylä Tähtelä;2013;11;11;9,1
Sodankylä Tähtelä;2013;11;12;4
Sodankylä Tähtelä;2013;11;13;2,9
Sodankylä Tähtelä;2013;11;14;6,1
Sodankylä Tähtelä;2013;11;15;3,1
Sodankylä Tähtelä;2013;11;16;5,4
Sodankylä Tähtelä;2013;11;17;3,7
Sodankylä Tähtelä;2013;11;18;2,1
Sodankylä Tähtelä;2013;11;19;0,4
Sodankylä Tähtelä;2013;11;20;2,8
Sodankylä Tähtelä;2013;11;21;1,4
Sodankylä Tähtelä;2013;11;22;1,4
Sodankylä Tähtelä;2013;11;23;0,1
Sodankylä Tähtelä;2013;11;24;1,6
Sodankylä Tähtelä;2013;11;25;0,7
Sodankylä Tähtelä;2013;11;26;0,7
Sodankylä Tähtelä;2013;11;27;0,2
Sodankylä Tähtelä;2013;11;28;0,9
Sodankylä Tähtelä;2013;11;29;-0,5
Sodankylä Tähtelä;2013;11;30;-0,7
Sodankylä Tähtelä;2013;12;1;-0,5
Sodankylä Tähtelä;2013;12;2;-0,6
Sodankylä Tähtelä;2013;12;3;-0,7
Sodankylä Tähtelä;2013;12;4;-0,3
Sodankylä Tähtelä;2013;12;5;-0,9
Sodankylä Tähtelä;2013;12;6;-0,8
Sodankylä Tähtelä;2013;12;7;-1,3
Sodankylä Tähtelä;2013;12;8;-1,9
Sodankylä Tähtelä;2013;12;9;-1,4
Sodankylä Tähtelä;2013;12;10;-0,1
Sodankylä Tähtelä;2013;12;11;-0,8
Sodankylä Tähtelä;2013;12;12;-1,3
Sodankylä Tähtelä;2013;12;13;-0,7
Sodankylä Tähtelä;2013;12;14;-1,6
Sodankylä Tähtelä;2013;12;15;-0,4
Sodankylä Tähtelä;2013;12;16;-0,1
Sodankylä Tähtelä;2013;12;17;-1,2
Sodankylä Tähtelä;2013;12;18;-1,5
Sodankylä Tähtelä;2013;12;19;-0,7
Sodankylä Tähtelä;2013;12;20;-0,5
Sodankylä Tähtelä;2013;12;21;-1,8
Sodankylä Tähtelä;2013;12;22;-1,8
Sodankylä Tähtelä;2013;12;23;-1,4
Sodankylä Tähtelä;2013;12;24;-1,6
Sodankylä Tähtelä;2013;12;25;-0,2
Sodankylä Tähtelä;2013;12;26;-0,3
Sodankylä Tähtelä;2013;12;27;-0,3
Sodankylä Tähtelä;2013;12;28;-0,6
Sodankylä Tähtelä;2013;12;29;-0,6
Sodankylä Tähtelä;2013;12;30;-1,6
Sodankylä Tähtelä;2013;12;31;-2,3
Sodankylä Tähtelä;2014;1;1;-0,5
Sodankylä Tähtelä;2014;1;2;-0,2
Sodankylä Tähtelä;2014;1;3;0,1
Sodankylä Tähtelä;2014;1;4;-0,1
Sodankylä Tähtelä;2014;1;5;-0,2
Sodankylä Tähtelä;2014;1;6;-1,1
Sodankylä Tähtelä;2014;1;7;-0,6
Sodankylä Tähtelä;2014;1;8;-2,4
Sodankylä Tähtelä;2014;1;9;0,3
Sodankylä Tähtelä;2014;1;10;-0,1
Sodankylä Tähtelä;2014;1;11;0,4
Sodankylä Tähtelä;2014;1;12;-0,2
Sodankylä Tähtelä;2014;1;13;-0,2
Sodankylä Tähtelä;2014;1;14;-0,2
Sodankylä Tähtelä;2014;1;15;-1,1
Sodankylä Tähtelä;2014;1;16;-0,2
Sodankylä Tähtelä;2014;1;17;-1,6
Sodankylä Tähtelä;2014;1;18;-0,5
Sodankylä Tähtelä;2014;1;19;1,5
Sodankylä Tähtelä;2014;1;20;2,4
Sodankylä Tähtelä;2014;1;21;-0,4
Sodankylä Tähtelä;2014;1;22;3
Sodankylä Tähtelä;2014;1;23;1,9
Sodankylä Tähtelä;2014;1;24;3,1
Sodankylä Tähtelä;2014;1;25;3,7
Sodankylä Tähtelä;2014;1;26;2,6
Sodankylä Tähtelä;2014;1;27;2,4
Sodankylä Tähtelä;2014;1;28;5,3
Sodankylä Tähtelä;2014;1;29;7,2
Sodankylä Tähtelä;2014;1;30;8,9
Sodankylä Tähtelä;2014;1;31;5,9
Sodankylä Tähtelä;2014;2;1;1,5
Sodankylä Tähtelä;2014;2;2;4,1
Sodankylä Tähtelä;2014;2;3;2,9
Sodankylä Tähtelä;2014;2;4;8,3
Sodankylä Tähtelä;2014;2;5;4,8
Sodankylä Tähtelä;2014;2;6;3,9
Sodankylä Tähtelä;2014;2;7;4,5
Sodankylä Tähtelä;2014;2;8;7,6
Sodankylä Tähtelä;2014;2;9;6
Sodankylä Tähtelä;2014;2;10;4,7
Sodankylä Tähtelä;2014;2;11;7,1
Sodankylä Tähtelä;2014;2;12;6,3
Sodankylä Tähtelä;2014;2;13;10,9
Sodankylä Tähtelä;2014;2;14;10,1
Sodankylä Tähtelä;2014;2;15;6,8
Sodankylä Tähtelä;2014;2;16;10,3
Sodankylä Tähtelä;2014;2;17;11,1
Sodankylä Tähtelä;2014;2;18;15,8
Sodankylä Tähtelä;2014;2;19;16,7
Sodankylä Tähtelä;2014;2;20;35,8
Sodankylä Tähtelä;2014;2;21;21,5
Sodankylä Tähtelä;2014;2;22;13,1
Sodankylä Tähtelä;2014;2;23;15,9
Sodankylä Tähtelä;2014;2;24;27,7
Sodankylä Tähtelä;2014;2;25;25,4
Sodankylä Tähtelä;2014;2;26;8,5
Sodankylä Tähtelä;2014;2;27;11,3
Sodankylä Tähtelä;2014;2;28;11,9
Sodankylä Tähtelä;2014;3;1;10,7
Sodankylä Tähtelä;2014;3;2;26,1
Sodankylä Tähtelä;2014;3;3;25,7
Sodankylä Tähtelä;2014;3;4;14,3
Sodankylä Tähtelä;2014;3;5;11,6
Sodankylä Tähtelä;2014;3;6;7,8
Sodankylä Tähtelä;2014;3;7;39,9
Sodankylä Tähtelä;2014;3;8;52,3
Sodankylä Tähtelä;2014;3;9;26,5
Sodankylä Tähtelä;2014;3;10;54,6
Sodankylä Tähtelä;2014;3;11;78,6
Sodankylä Tähtelä;2014;3;12;88,5
Sodankylä Tähtelä;2014;3;13;49,2
Sodankylä Tähtelä;2014;3;14;50
Sodankylä Tähtelä;2014;3;15;50,9
Sodankylä Tähtelä;2014;3;16;75
Sodankylä Tähtelä;2014;3;17;111,2
Sodankylä Tähtelä;2014;3;18;113,7
Sodankylä Tähtelä;2014;3;19;116,8
Sodankylä Tähtelä;2014;3;20;115,7
Sodankylä Tähtelä;2014;3;21;54,4
Sodankylä Tähtelä;2014;3;22;56,3
Sodankylä Tähtelä;2014;3;23;50,3
Sodankylä Tähtelä;2014;3;24;66,8
Sodankylä Tähtelä;2014;3;25;102,9
Sodankylä Tähtelä;2014;3;26;129,3
Sodankylä Tähtelä;2014;3;27;84,4
Sodankylä Tähtelä;2014;3;28;67,1
Sodankylä Tähtelä;2014;3;29;91,2
Sodankylä Tähtelä;2014;3;30;131,8
Sodankylä Tähtelä;2014;3;31;109,8
Sodankylä Tähtelä;2014;4;1;140,8
Sodankylä Tähtelä;2014;4;2;134,3
Sodankylä Tähtelä;2014;4;3;162
Sodankylä Tähtelä;2014;4;4;158,9
Sodankylä Tähtelä;2014;4;5;101,9
Sodankylä Tähtelä;2014;4;6;182,2
Sodankylä Tähtelä;2014;4;7;149
Sodankylä Tähtelä;2014;4;8;190,6
Sodankylä Tähtelä;2014;4;9;194
Sodankylä Tähtelä;2014;4;10;153,3
Sodankylä Tähtelä;2014;4;11;54,2
Sodankylä Tähtelä;2014;4;12;168,1
Sodankylä Tähtelä;2014;4;13;85,7
Sodankylä Tähtelä;2014;4;14;93,1
Sodankylä Tähtelä;2014;4;15;194,2
Sodankylä Tähtelä;2014;4;16;191,4
Sodankylä Tähtelä;2014;4;17;143,7
Sodankylä Tähtelä;2014;4;18;146,4
Sodankylä Tähtelä;2014;4;19;170,5
Sodankylä Tähtelä;2014;4;20;209,8
Sodankylä Tähtelä;2014;4;21;92,1
Sodankylä Tähtelä;2014;4;22;232,4
Sodankylä Tähtelä;2014;4;23;211,9
Sodankylä Tähtelä;2014;4;24;107
Sodankylä Tähtelä;2014;4;25;155,4
Sodankylä Tähtelä;2014;4;26;146,7
Sodankylä Tähtelä;2014;4;27;101,2
Sodankylä Tähtelä;2014;4;28;195,7
Sodankylä Tähtelä;2014;4;29;69,5
Sodankylä Tähtelä;2014;4;30;191,3
Sodankylä Tähtelä;2014;5;1;228,7
Sodankylä Tähtelä;2014;5;2;200,7
Sodankylä Tähtelä;2014;5;3;151,5
Sodankylä Tähtelä;2014;5;4;270,2
Sodankylä Tähtelä;2014;5;5;243,8
Sodankylä Tähtelä;2014;5;6;234,2
Sodankylä Tähtelä;2014;5;7;181,3
Sodankylä Tähtelä;2014;5;8;209,3
Sodankylä Tähtelä;2014;5;9;286,1
Sodankylä Tähtelä;2014;5;10;61,2
Sodankylä Tähtelä;2014;5;11;151,3
Sodankylä Tähtelä;2014;5;12;254,7
Sodankylä Tähtelä;2014;5;13;104,9
Sodankylä Tähtelä;2014;5;14;237,2
Sodankylä Tähtelä;2014;5;15;228,8
Sodankylä Tähtelä;2014;5;16;110,2
Sodankylä Tähtelä;2014;5;17;195,2
Sodankylä Tähtelä;2014;5;18;285,8
Sodankylä Tähtelä;2014;5;19;227,2
Sodankylä Tähtelä;2014;5;20;52
Sodankylä Tähtelä;2014;5;21;257,3
Sodankylä Tähtelä;2014;5;22;234,3
Sodankylä Tähtelä;2014;5;23;79,6
Sodankylä Tähtelä;2014;5;24;205,1
Sodankylä Tähtelä;2014;5;25;220
Sodankylä Tähtelä;2014;5;26;245,4
Sodankylä Tähtelä;2014;5;27;124,6
Sodankylä Tähtelä;2014;5;28;273,5
Sodankylä Tähtelä;2014;5;29;338,5
Sodankylä Tähtelä;2014;5;30;185
Sodankylä Tähtelä;2014;5;31;52,2
Sodankylä Tähtelä;2014;6;1;101,6
Sodankylä Tähtelä;2014;6;2;244,4
Sodankylä Tähtelä;2014;6;3;333,2
Sodankylä Tähtelä;2014;6;4;334,7
Sodankylä Tähtelä;2014;6;5;220,2
Sodankylä Tähtelä;2014;6;6;234,2
Sodankylä Tähtelä;2014;6;7;246,5
Sodankylä Tähtelä;2014;6;8;45,7
Sodankylä Tähtelä;2014;6;9;272,2
Sodankylä Tähtelä;2014;6;10;203,4
Sodankylä Tähtelä;2014;6;11;143,3
Sodankylä Tähtelä;2014;6;12;85,9
Sodankylä Tähtelä;2014;6;13;108,7
Sodankylä Tähtelä;2014;6;14;271,7
Sodankylä Tähtelä;2014;6;15;232
Sodankylä Tähtelä;2014;6;16;197,6
Sodankylä Tähtelä;2014;6;17;345,5
Sodankylä Tähtelä;2014;6;18;175,1
Sodankylä Tähtelä;2014;6;19;183,9
Sodankylä Tähtelä;2014;6;20;104
Sodankylä Tähtelä;2014;6;21;204,5
Sodankylä Tähtelä;2014;6;22;223,7
Sodankylä Tähtelä;2014;6;23;259,7
Sodankylä Tähtelä;2014;6;24;248,1
Sodankylä Tähtelä;2014;6;25;229,1
Sodankylä Tähtelä;2014;6;26;165,5
Sodankylä Tähtelä;2014;6;27;183,3
Sodankylä Tähtelä;2014;6;28;276,4
Sodankylä Tähtelä;2014;6;29;225,5
Sodankylä Tähtelä;2014;6;30;236,2
Sodankylä Tähtelä;2014;7;1;230
Sodankylä Tähtelä;2014;7;2;168,1
Sodankylä Tähtelä;2014;7;3;50
Sodankylä Tähtelä;2014;7;4;130,7
Sodankylä Tähtelä;2014;7;5;179,3
Sodankylä Tähtelä;2014;7;6;263,2
Sodankylä Tähtelä;2014;7;7;296,9
Sodankylä Tähtelä;2014;7;8;323,1
Sodankylä Tähtelä;2014;7;9;307,9
Sodankylä Tähtelä;2014;7;10;331,3
Sodankylä Tähtelä;2014;7;11;304,1
Sodankylä Tähtelä;2014;7;12;293,8
Sodankylä Tähtelä;2014;7;13;233,2
Sodankylä Tähtelä;2014;7;14;307,6
Sodankylä Tähtelä;2014;7;15;186,7
Sodankylä Tähtelä;2014;7;16;94,7
Sodankylä Tähtelä;2014;7;17;124,3
Sodankylä Tähtelä;2014;7;18;142,1
Sodankylä Tähtelä;2014;7;19;241,3
Sodankylä Tähtelä;2014;7;20;243,4
Sodankylä Tähtelä;2014;7;21;279,2
Sodankylä Tähtelä;2014;7;22;239,5
Sodankylä Tähtelä;2014;7;23;279,2
Sodankylä Tähtelä;2014;7;24;267,6
Sodankylä Tähtelä;2014;7;25;286,5
Sodankylä Tähtelä;2014;7;26;153,7
Sodankylä Tähtelä;2014;7;27;246,4
Sodankylä Tähtelä;2014;7;28;154
Sodankylä Tähtelä;2014;7;29;60,8
Sodankylä Tähtelä;2014;7;30;132,1
Sodankylä Tähtelä;2014;7;31;73,4
Sodankylä Tähtelä;2014;8;1;253,9
Sodankylä Tähtelä;2014;8;2;250,1
Sodankylä Tähtelä;2014;8;3;245
Sodankylä Tähtelä;2014;8;4;227,4
Sodankylä Tähtelä;2014;8;5;228,3
Sodankylä Tähtelä;2014;8;6;-
-;2014;8;7;-
Sodankylä Tähtelä;2014;8;8;134,6
Sodankylä Tähtelä;2014;8;9;88,4
Sodankylä Tähtelä;2014;8;10;42,7
Sodankylä Tähtelä;2014;8;11;113,6
Sodankylä Tähtelä;2014;8;12;42,6
Sodankylä Tähtelä;2014;8;13;211,7
Sodankylä Tähtelä;2014;8;14;182,7
Sodankylä Tähtelä;2014;8;15;104,9
Sodankylä Tähtelä;2014;8;16;206
Sodankylä Tähtelä;2014;8;17;99,9
Sodankylä Tähtelä;2014;8;18;147,3
Sodankylä Tähtelä;2014;8;19;76,1
Sodankylä Tähtelä;2014;8;20;71,3
Sodankylä Tähtelä;2014;8;21;95,8
Sodankylä Tähtelä;2014;8;22;61,4
Sodankylä Tähtelä;2014;8;23;131,4
Sodankylä Tähtelä;2014;8;24;57,3
Sodankylä Tähtelä;2014;8;25;119,2
Sodankylä Tähtelä;2014;8;26;78,1
Sodankylä Tähtelä;2014;8;27;58,8
Sodankylä Tähtelä;2014;8;28;57,2
Sodankylä Tähtelä;2014;8;29;71
Sodankylä Tähtelä;2014;8;30;148,6
Sodankylä Tähtelä;2014;8;31;164,1
Sodankylä Tähtelä;2014;9;1;162,1
Sodankylä Tähtelä;2014;9;2;118,7
Sodankylä Tähtelä;2014;9;3;117,2
Sodankylä Tähtelä;2014;9;4;115,6
Sodankylä Tähtelä;2014;9;5;120,6
Sodankylä Tähtelä;2014;9;6;107,9
Sodankylä Tähtelä;2014;9;7;105,6
Sodankylä Tähtelä;2014;9;8;38,9
Sodankylä Tähtelä;2014;9;9;111,3
Sodankylä Tähtelä;2014;9;10;115,8
Sodankylä Tähtelä;2014;9;11;75,7
Sodankylä Tähtelä;2014;9;12;126,2
Sodankylä Tähtelä;2014;9;13;138,2
Sodankylä Tähtelä;2014;9;14;85,5
Sodankylä Tähtelä;2014;9;15;123,9
Sodankylä Tähtelä;2014;9;16;132
Sodankylä Tähtelä;2014;9;17;81,6
Sodankylä Tähtelä;2014;9;18;76,4
Sodankylä Tähtelä;2014;9;19;26,3
Sodankylä Tähtelä;2014;9;20;24,8
Sodankylä Tähtelä;2014;9;21;28,6
Sodankylä Tähtelä;2014;9;22;104,2
Sodankylä Tähtelä;2014;9;23;67,2
Sodankylä Tähtelä;2014;9;24;16,3
Sodankylä Tähtelä;2014;9;25;32,2
Sodankylä Tähtelä;2014;9;26;32,4
Sodankylä Tähtelä;2014;9;27;55,5
Sodankylä Tähtelä;2014;9;28;83,1
Sodankylä Tähtelä;2014;9;29;70,3
Sodankylä Tähtelä;2014;9;30;68,6
Sodankylä Tähtelä;2014;10;1;78,8
Sodankylä Tähtelä;2014;10;2;11,5
Sodankylä Tähtelä;2014;10;3;83
Sodankylä Tähtelä;2014;10;4;50,7
Sodankylä Tähtelä;2014;10;5;24,4
Sodankylä Tähtelä;2014;10;6;14,9
Sodankylä Tähtelä;2014;10;7;11,1
Sodankylä Tähtelä;2014;10;8;24,7
Sodankylä Tähtelä;2014;10;9;57,5
Sodankylä Tähtelä;2014;10;10;38,6
Sodankylä Tähtelä;2014;10;11;13,5
Sodankylä Tähtelä;2014;10;12;13,3
Sodankylä Tähtelä;2014;10;13;22,3
Sodankylä Tähtelä;2014;10;14;41,5
Sodankylä Tähtelä;2014;10;15;50,9
Sodankylä Tähtelä;2014;10;16;26,4
Sodankylä Tähtelä;2014;10;17;30,3
Sodankylä Tähtelä;2014;10;18;15,6
Sodankylä Tähtelä;2014;10;19;10,4
Sodankylä Tähtelä;2014;10;20;12,4
Sodankylä Tähtelä;2014;10;21;48,3
Sodankylä Tähtelä;2014;10;22;55,3
Sodankylä Tähtelä;2014;10;23;41,8
Sodankylä Tähtelä;2014;10;24;9,7
Sodankylä Tähtelä;2014;10;25;5,6
Sodankylä Tähtelä;2014;10;26;4,8
Sodankylä Tähtelä;2014;10;27;12,4
Sodankylä Tähtelä;2014;10;28;13,6
Sodankylä Tähtelä;2014;10;29;12,2
Sodankylä Tähtelä;2014;10;30;8,2
Sodankylä Tähtelä;2014;10;31;15,8
Sodankylä Tähtelä;2014;11;1;34,2
Sodankylä Tähtelä;2014;11;2;7,2
Sodankylä Tähtelä;2014;11;3;2,8
Sodankylä Tähtelä;2014;11;4;8,8
Sodankylä Tähtelä;2014;11;5;20,9
Sodankylä Tähtelä;2014;11;6;21,5
Sodankylä Tähtelä;2014;11;7;16,4
Sodankylä Tähtelä;2014;11;8;4,9
Sodankylä Tähtelä;2014;11;9;2,9
Sodankylä Tähtelä;2014;11;10;0,6
Sodankylä Tähtelä;2014;11;11;1,6
Sodankylä Tähtelä;2014;11;12;8,5
Sodankylä Tähtelä;2014;11;13;14,9
Sodankylä Tähtelä;2014;11;14;2,6
Sodankylä Tähtelä;2014;11;15;5,3
Sodankylä Tähtelä;2014;11;16;3,4
Sodankylä Tähtelä;2014;11;17;1,3
Sodankylä Tähtelä;2014;11;18;1,5
Sodankylä Tähtelä;2014;11;19;3
Sodankylä Tähtelä;2014;11;20;1,3
Sodankylä Tähtelä;2014;11;21;1,3
Sodankylä Tähtelä;2014;11;22;1,1
Sodankylä Tähtelä;2014;11;23;1,3
Sodankylä Tähtelä;2014;11;24;0,1
Sodankylä Tähtelä;2014;11;25;0
Sodankylä Tähtelä;2014;11;26;0,8
Sodankylä Tähtelä;2014;11;27;2,7
Sodankylä Tähtelä;2014;11;28;1,3
Sodankylä Tähtelä;2014;11;29;0,5
Sodankylä Tähtelä;2014;11;30;0,5
Sodankylä Tähtelä;2014;12;1;0,2
Sodankylä Tähtelä;2014;12;2;0,1
Sodankylä Tähtelä;2014;12;3;0,2
Sodankylä Tähtelä;2014;12;4;-0,2
Sodankylä Tähtelä;2014;12;5;0,3
Sodankylä Tähtelä;2014;12;6;-0,5
Sodankylä Tähtelä;2014;12;7;-0,2
Sodankylä Tähtelä;2014;12;8;0
Sodankylä Tähtelä;2014;12;9;-0,4
Sodankylä Tähtelä;2014;12;10;-0,4
Sodankylä Tähtelä;2014;12;11;0,2
Sodankylä Tähtelä;2014;12;12;0
Sodankylä Tähtelä;2014;12;13;0
Sodankylä Tähtelä;2014;12;14;0
Sodankylä Tähtelä;2014;12;15;-0,2
Sodankylä Tähtelä;2014;12;16;-0,1
Sodankylä Tähtelä;2014;12;17;-0,4
Sodankylä Tähtelä;2014;12;18;-0,4
Sodankylä Tähtelä;2014;12;19;-0,3
Sodankylä Tähtelä;2014;12;20;-0,2
Sodankylä Tähtelä;2014;12;21;-0,4
Sodankylä Tähtelä;2014;12;22;-0,6
Sodankylä Tähtelä;2014;12;23;-0,5
Sodankylä Tähtelä;2014;12;24;-0,4
Sodankylä Tähtelä;2014;12;25;0
Sodankylä Tähtelä;2014;12;26;-0,6
Sodankylä Tähtelä;2014;12;27;-0,2
Sodankylä Tähtelä;2014;12;28;-0,3
Sodankylä Tähtelä;2014;12;29;0,1
Sodankylä Tähtelä;2014;12;30;0,3
Sodankylä Tähtelä;2014;12;31;-1
Sodankylä Tähtelä;2015;1;1;-0,3
Sodankylä Tähtelä;2015;1;2;0
Sodankylä Tähtelä;2015;1;3;0
Sodankylä Tähtelä;2015;1;4;-0,5
Sodankylä Tähtelä;2015;1;5;-0,1
Sodankylä Tähtelä;2015;1;6;0,7
Sodankylä Tähtelä;2015;1;7;0,1
Sodankylä Tähtelä;2015;1;8;0
Sodankylä Tähtelä;2015;1;9;0
Sodankylä Tähtelä;2015;1;10;0
Sodankylä Tähtelä;2015;1;11;1,1
Sodankylä Tähtelä;2015;1;12;1,5
