Observation station;Year;Month;Day;Global radiation mean [W/m2]
Sodankylä Tähtelä;2009;2;22;23,1
Sodankylä Tähtelä;2009;2;23;-
-;2009;2;24;-
Sodankylä Tähtelä;2009;2;25;46,7
Sodankylä Tähtelä;2009;2;26;34,7
Sodankylä Tähtelä;2009;2;27;51,2
Sodankylä Tähtelä;2009;2;28;54,4
Sodankylä Tähtelä;2009;3;1;64,2
Sodankylä Tähtelä;2009;3;2;32,1
Sodankylä Tähtelä;2009;3;3;17,5
Sodankylä Tähtelä;2009;3;4;23,3
Sodankylä Tähtelä;2009;3;5;18,9
Sodankylä Tähtelä;2009;3;6;50,1
Sodankylä Tähtelä;2009;3;7;30,5
Sodankylä Tähtelä;2009;3;8;33,3
Sodankylä Tähtelä;2009;3;9;45,6
Sodankylä Tähtelä;2009;3;10;85,1
Sodankylä Tähtelä;2009;3;11;60,1
Sodankylä Tähtelä;2009;3;12;74,5
Sodankylä Tähtelä;2009;3;13;31,5
Sodankylä Tähtelä;2009;3;14;27,8
Sodankylä Tähtelä;2009;3;15;31,1
Sodankylä Tähtelä;2009;3;16;42,7
Sodankylä Tähtelä;2009;3;17;111,7
Sodankylä Tähtelä;2009;3;18;105,5
Sodankylä Tähtelä;2009;3;19;99
Sodankylä Tähtelä;2009;3;20;96,8
Sodankylä Tähtelä;2009;3;21;102,7
Sodankylä Tähtelä;2009;3;22;115,2
Sodankylä Tähtelä;2009;3;23;124
Sodankylä Tähtelä;2009;3;24;114,2
Sodankylä Tähtelä;2009;3;25;138,4
Sodankylä Tähtelä;2009;3;26;142,1
Sodankylä Tähtelä;2009;3;27;150
Sodankylä Tähtelä;2009;3;28;151
Sodankylä Tähtelä;2009;3;29;131,3
Sodankylä Tähtelä;2009;3;30;59,8
Sodankylä Tähtelä;2009;3;31;97,1
Sodankylä Tähtelä;2009;4;1;128,3
Sodankylä Tähtelä;2009;4;2;133
Sodankylä Tähtelä;2009;4;3;176,7
Sodankylä Tähtelä;2009;4;4;123,9
Sodankylä Tähtelä;2009;4;5;171,2
Sodankylä Tähtelä;2009;4;6;186,5
Sodankylä Tähtelä;2009;4;7;187,5
Sodankylä Tähtelä;2009;4;8;194,1
Sodankylä Tähtelä;2009;4;9;90,2
Sodankylä Tähtelä;2009;4;10;74,3
Sodankylä Tähtelä;2009;4;11;185,5
Sodankylä Tähtelä;2009;4;12;158,4
Sodankylä Tähtelä;2009;4;13;175,1
Sodankylä Tähtelä;2009;4;14;147,9
Sodankylä Tähtelä;2009;4;15;199
Sodankylä Tähtelä;2009;4;16;209,7
Sodankylä Tähtelä;2009;4;17;163,4
Sodankylä Tähtelä;2009;4;18;220,9
Sodankylä Tähtelä;2009;4;19;123,5
Sodankylä Tähtelä;2009;4;20;220
Sodankylä Tähtelä;2009;4;21;176,7
Sodankylä Tähtelä;2009;4;22;238,1
Sodankylä Tähtelä;2009;4;23;220,9
Sodankylä Tähtelä;2009;4;24;145,1
Sodankylä Tähtelä;2009;4;25;163,4
Sodankylä Tähtelä;2009;4;26;137,4
Sodankylä Tähtelä;2009;4;27;231
Sodankylä Tähtelä;2009;4;28;97,9
Sodankylä Tähtelä;2009;4;29;96
Sodankylä Tähtelä;2009;4;30;254
Sodankylä Tähtelä;2009;5;1;253,9
Sodankylä Tähtelä;2009;5;2;225,6
Sodankylä Tähtelä;2009;5;3;178,3
Sodankylä Tähtelä;2009;5;4;226,4
Sodankylä Tähtelä;2009;5;5;254,4
Sodankylä Tähtelä;2009;5;6;75,8
Sodankylä Tähtelä;2009;5;7;123,9
Sodankylä Tähtelä;2009;5;8;164,4
Sodankylä Tähtelä;2009;5;9;102
Sodankylä Tähtelä;2009;5;10;208,8
Sodankylä Tähtelä;2009;5;11;226,4
Sodankylä Tähtelä;2009;5;12;192,5
Sodankylä Tähtelä;2009;5;13;186,9
Sodankylä Tähtelä;2009;5;14;285,8
Sodankylä Tähtelä;2009;5;15;181,4
Sodankylä Tähtelä;2009;5;16;193,8
Sodankylä Tähtelä;2009;5;17;306,4
Sodankylä Tähtelä;2009;5;18;257
Sodankylä Tähtelä;2009;5;19;94,5
Sodankylä Tähtelä;2009;5;20;212,8
Sodankylä Tähtelä;2009;5;21;190,5
Sodankylä Tähtelä;2009;5;22;198
Sodankylä Tähtelä;2009;5;23;194,4
Sodankylä Tähtelä;2009;5;24;162,1
Sodankylä Tähtelä;2009;5;25;134,8
Sodankylä Tähtelä;2009;5;26;278,9
Sodankylä Tähtelä;2009;5;27;54,9
Sodankylä Tähtelä;2009;5;28;118,8
Sodankylä Tähtelä;2009;5;29;245
Sodankylä Tähtelä;2009;5;30;243,6
Sodankylä Tähtelä;2009;5;31;263,1
Sodankylä Tähtelä;2009;6;1;232,9
Sodankylä Tähtelä;2009;6;2;213,3
Sodankylä Tähtelä;2009;6;3;219
Sodankylä Tähtelä;2009;6;4;274,3
Sodankylä Tähtelä;2009;6;5;115,5
Sodankylä Tähtelä;2009;6;6;149
Sodankylä Tähtelä;2009;6;7;169,9
Sodankylä Tähtelä;2009;6;8;214,9
Sodankylä Tähtelä;2009;6;9;231,5
Sodankylä Tähtelä;2009;6;10;291,8
Sodankylä Tähtelä;2009;6;11;200,8
Sodankylä Tähtelä;2009;6;12;157,3
Sodankylä Tähtelä;2009;6;13;212,4
Sodankylä Tähtelä;2009;6;14;72
Sodankylä Tähtelä;2009;6;15;201,9
Sodankylä Tähtelä;2009;6;16;126,8
Sodankylä Tähtelä;2009;6;17;179,1
Sodankylä Tähtelä;2009;6;18;156
Sodankylä Tähtelä;2009;6;19;182,3
Sodankylä Tähtelä;2009;6;20;166,7
Sodankylä Tähtelä;2009;6;21;198,7
Sodankylä Tähtelä;2009;6;22;240,3
Sodankylä Tähtelä;2009;6;23;247,6
Sodankylä Tähtelä;2009;6;24;238,7
Sodankylä Tähtelä;2009;6;25;285
Sodankylä Tähtelä;2009;6;26;346,2
Sodankylä Tähtelä;2009;6;27;252,5
Sodankylä Tähtelä;2009;6;28;181,3
Sodankylä Tähtelä;2009;6;29;324,6
Sodankylä Tähtelä;2009;6;30;271,6
Sodankylä Tähtelä;2009;7;1;238,4
Sodankylä Tähtelä;2009;7;2;294,1
Sodankylä Tähtelä;2009;7;3;149,9
Sodankylä Tähtelä;2009;7;4;156,6
Sodankylä Tähtelä;2009;7;5;115,7
Sodankylä Tähtelä;2009;7;6;140,1
Sodankylä Tähtelä;2009;7;7;192,8
Sodankylä Tähtelä;2009;7;8;75,5
Sodankylä Tähtelä;2009;7;9;92,6
Sodankylä Tähtelä;2009;7;10;133,9
Sodankylä Tähtelä;2009;7;11;277,9
Sodankylä Tähtelä;2009;7;12;238,6
Sodankylä Tähtelä;2009;7;13;219,7
Sodankylä Tähtelä;2009;7;14;189,9
Sodankylä Tähtelä;2009;7;15;266,2
Sodankylä Tähtelä;2009;7;16;238,2
Sodankylä Tähtelä;2009;7;17;203,7
Sodankylä Tähtelä;2009;7;18;173,3
Sodankylä Tähtelä;2009;7;19;175,8
Sodankylä Tähtelä;2009;7;20;144
Sodankylä Tähtelä;2009;7;21;246
Sodankylä Tähtelä;2009;7;22;287
Sodankylä Tähtelä;2009;7;23;295,8
Sodankylä Tähtelä;2009;7;24;244,9
Sodankylä Tähtelä;2009;7;25;289,4
Sodankylä Tähtelä;2009;7;26;119,9
Sodankylä Tähtelä;2009;7;27;193
Sodankylä Tähtelä;2009;7;28;193,6
Sodankylä Tähtelä;2009;7;29;142,5
Sodankylä Tähtelä;2009;7;30;132,1
Sodankylä Tähtelä;2009;7;31;246,1
Sodankylä Tähtelä;2009;8;1;269
Sodankylä Tähtelä;2009;8;2;200,1
Sodankylä Tähtelä;2009;8;3;275,8
Sodankylä Tähtelä;2009;8;4;239,9
Sodankylä Tähtelä;2009;8;5;230,4
Sodankylä Tähtelä;2009;8;6;145
Sodankylä Tähtelä;2009;8;7;249,6
Sodankylä Tähtelä;2009;8;8;227,2
Sodankylä Tähtelä;2009;8;9;174,8
Sodankylä Tähtelä;2009;8;10;88,9
Sodankylä Tähtelä;2009;8;11;80,7
Sodankylä Tähtelä;2009;8;12;113,8
Sodankylä Tähtelä;2009;8;13;86,6
Sodankylä Tähtelä;2009;8;14;218,6
Sodankylä Tähtelä;2009;8;15;200,2
Sodankylä Tähtelä;2009;8;16;88,5
Sodankylä Tähtelä;2009;8;17;54,2
Sodankylä Tähtelä;2009;8;18;180,4
Sodankylä Tähtelä;2009;8;19;176,4
Sodankylä Tähtelä;2009;8;20;181,3
Sodankylä Tähtelä;2009;8;21;162,5
Sodankylä Tähtelä;2009;8;22;203,5
Sodankylä Tähtelä;2009;8;23;172,5
Sodankylä Tähtelä;2009;8;24;104,1
Sodankylä Tähtelä;2009;8;25;80,9
Sodankylä Tähtelä;2009;8;26;172,2
Sodankylä Tähtelä;2009;8;27;177,6
Sodankylä Tähtelä;2009;8;28;149,8
Sodankylä Tähtelä;2009;8;29;44,7
Sodankylä Tähtelä;2009;8;30;37
Sodankylä Tähtelä;2009;8;31;85,6
Sodankylä Tähtelä;2009;9;1;171,2
Sodankylä Tähtelä;2009;9;2;20,1
Sodankylä Tähtelä;2009;9;3;155,8
Sodankylä Tähtelä;2009;9;4;40,6
Sodankylä Tähtelä;2009;9;5;30,5
Sodankylä Tähtelä;2009;9;6;46,2
Sodankylä Tähtelä;2009;9;7;56,6
Sodankylä Tähtelä;2009;9;8;51,8
Sodankylä Tähtelä;2009;9;9;36,8
Sodankylä Tähtelä;2009;9;10;133,6
Sodankylä Tähtelä;2009;9;11;98
Sodankylä Tähtelä;2009;9;12;68,2
Sodankylä Tähtelä;2009;9;13;60,5
Sodankylä Tähtelä;2009;9;14;87,8
Sodankylä Tähtelä;2009;9;15;106,8
Sodankylä Tähtelä;2009;9;16;31,9
Sodankylä Tähtelä;2009;9;17;85
Sodankylä Tähtelä;2009;9;18;120,3
Sodankylä Tähtelä;2009;9;19;94
Sodankylä Tähtelä;2009;9;20;79,5
Sodankylä Tähtelä;2009;9;21;105,2
Sodankylä Tähtelä;2009;9;22;45,4
Sodankylä Tähtelä;2009;9;23;59,1
Sodankylä Tähtelä;2009;9;24;57,6
Sodankylä Tähtelä;2009;9;25;103
Sodankylä Tähtelä;2009;9;26;104,2
Sodankylä Tähtelä;2009;9;27;40
Sodankylä Tähtelä;2009;9;28;52,9
Sodankylä Tähtelä;2009;9;29;76,5
Sodankylä Tähtelä;2009;9;30;81,3
Sodankylä Tähtelä;2009;10;1;77,6
Sodankylä Tähtelä;2009;10;2;80,9
Sodankylä Tähtelä;2009;10;3;40,6
Sodankylä Tähtelä;2009;10;4;40,6
Sodankylä Tähtelä;2009;10;5;25,6
Sodankylä Tähtelä;2009;10;6;67,3
Sodankylä Tähtelä;2009;10;7;9,7
Sodankylä Tähtelä;2009;10;8;64,8
Sodankylä Tähtelä;2009;10;9;67,7
Sodankylä Tähtelä;2009;10;10;63
Sodankylä Tähtelä;2009;10;11;62,2
Sodankylä Tähtelä;2009;10;12;43,2
Sodankylä Tähtelä;2009;10;13;58,3
Sodankylä Tähtelä;2009;10;14;56,9
Sodankylä Tähtelä;2009;10;15;21,1
Sodankylä Tähtelä;2009;10;16;13,8
Sodankylä Tähtelä;2009;10;17;29,8
Sodankylä Tähtelä;2009;10;18;19,4
Sodankylä Tähtelä;2009;10;19;8
Sodankylä Tähtelä;2009;10;20;12,9
Sodankylä Tähtelä;2009;10;21;22,5
Sodankylä Tähtelä;2009;10;22;9,4
Sodankylä Tähtelä;2009;10;23;16,3
Sodankylä Tähtelä;2009;10;24;14,9
Sodankylä Tähtelä;2009;10;25;10,1
Sodankylä Tähtelä;2009;10;26;7,7
Sodankylä Tähtelä;2009;10;27;13,9
Sodankylä Tähtelä;2009;10;28;11,8
Sodankylä Tähtelä;2009;10;29;25,8
Sodankylä Tähtelä;2009;10;30;14,2
Sodankylä Tähtelä;2009;10;31;8,1
Sodankylä Tähtelä;2009;11;1;7,9
Sodankylä Tähtelä;2009;11;2;5,5
Sodankylä Tähtelä;2009;11;3;2,6
Sodankylä Tähtelä;2009;11;4;4,4
Sodankylä Tähtelä;2009;11;5;3
Sodankylä Tähtelä;2009;11;6;3,3
Sodankylä Tähtelä;2009;11;7;5,6
Sodankylä Tähtelä;2009;11;8;3
Sodankylä Tähtelä;2009;11;9;6,2
Sodankylä Tähtelä;2009;11;10;2,5
Sodankylä Tähtelä;2009;11;11;5,6
Sodankylä Tähtelä;2009;11;12;4
Sodankylä Tähtelä;2009;11;13;3,6
Sodankylä Tähtelä;2009;11;14;2,9
Sodankylä Tähtelä;2009;11;15;3
Sodankylä Tähtelä;2009;11;16;1,2
Sodankylä Tähtelä;2009;11;17;1,1
Sodankylä Tähtelä;2009;11;18;0,8
Sodankylä Tähtelä;2009;11;19;1,2
Sodankylä Tähtelä;2009;11;20;1,5
Sodankylä Tähtelä;2009;11;21;1,5
Sodankylä Tähtelä;2009;11;22;1,1
Sodankylä Tähtelä;2009;11;23;0,9
Sodankylä Tähtelä;2009;11;24;1,2
Sodankylä Tähtelä;2009;11;25;1,1
Sodankylä Tähtelä;2009;11;26;0,9
Sodankylä Tähtelä;2009;11;27;0,7
Sodankylä Tähtelä;2009;11;28;0,5
Sodankylä Tähtelä;2009;11;29;-0,1
Sodankylä Tähtelä;2009;11;30;0,4
Sodankylä Tähtelä;2009;12;1;0,4
Sodankylä Tähtelä;2009;12;2;0,5
Sodankylä Tähtelä;2009;12;3;-0,1
Sodankylä Tähtelä;2009;12;4;-0,6
Sodankylä Tähtelä;2009;12;5;-0,3
Sodankylä Tähtelä;2009;12;6;0
Sodankylä Tähtelä;2009;12;7;0,5
Sodankylä Tähtelä;2009;12;8;0,4
Sodankylä Tähtelä;2009;12;9;-0,2
Sodankylä Tähtelä;2009;12;10;-0,2
Sodankylä Tähtelä;2009;12;11;0,2
Sodankylä Tähtelä;2009;12;12;0,2
Sodankylä Tähtelä;2009;12;13;-0,3
Sodankylä Tähtelä;2009;12;14;-0,6
Sodankylä Tähtelä;2009;12;15;-0,7
Sodankylä Tähtelä;2009;12;16;-1,1
Sodankylä Tähtelä;2009;12;17;-0,2
Sodankylä Tähtelä;2009;12;18;-0,6
Sodankylä Tähtelä;2009;12;19;-0,8
Sodankylä Tähtelä;2009;12;20;-0,7
Sodankylä Tähtelä;2009;12;21;-
-;2009;12;22;-
Sodankylä Tähtelä;2009;12;23;-0,2
Sodankylä Tähtelä;2009;12;24;-
-;2009;12;25;-
Sodankylä Tähtelä;2009;12;26;-0,8
Sodankylä Tähtelä;2009;12;27;-
-;2009;12;28;-
Sodankylä Tähtelä;2009;12;29;-
-;2009;12;30;-
Sodankylä Tähtelä;2009;12;31;0,3
Sodankylä Tähtelä;2010;1;1;0,3
Sodankylä Tähtelä;2010;1;2;-0,1
Sodankylä Tähtelä;2010;1;3;0
Sodankylä Tähtelä;2010;1;4;0,2
Sodankylä Tähtelä;2010;1;5;0,4
Sodankylä Tähtelä;2010;1;6;-0,1
Sodankylä Tähtelä;2010;1;7;0
Sodankylä Tähtelä;2010;1;8;1
Sodankylä Tähtelä;2010;1;9;0,9
Sodankylä Tähtelä;2010;1;10;0
Sodankylä Tähtelä;2010;1;11;0,4
Sodankylä Tähtelä;2010;1;12;0,1
Sodankylä Tähtelä;2010;1;13;0,5
Sodankylä Tähtelä;2010;1;14;0,3
Sodankylä Tähtelä;2010;1;15;1,8
Sodankylä Tähtelä;2010;1;16;1,4
Sodankylä Tähtelä;2010;1;17;2
Sodankylä Tähtelä;2010;1;18;2,4
Sodankylä Tähtelä;2010;1;19;2,8
Sodankylä Tähtelä;2010;1;20;1,9
Sodankylä Tähtelä;2010;1;21;2,7
Sodankylä Tähtelä;2010;1;22;3,1
Sodankylä Tähtelä;2010;1;23;4,3
Sodankylä Tähtelä;2010;1;24;4,7
Sodankylä Tähtelä;2010;1;25;2,3
Sodankylä Tähtelä;2010;1;26;2
Sodankylä Tähtelä;2010;1;27;2,1
Sodankylä Tähtelä;2010;1;28;8,5
Sodankylä Tähtelä;2010;1;29;4,9
Sodankylä Tähtelä;2010;1;30;5
Sodankylä Tähtelä;2010;1;31;6,9
Sodankylä Tähtelä;2010;2;1;7
Sodankylä Tähtelä;2010;2;2;5,8
Sodankylä Tähtelä;2010;2;3;6,3
Sodankylä Tähtelä;2010;2;4;7,6
Sodankylä Tähtelä;2010;2;5;7,1
Sodankylä Tähtelä;2010;2;6;13
Sodankylä Tähtelä;2010;2;7;10,9
Sodankylä Tähtelä;2010;2;8;-
-;2010;2;9;-
-;2010;2;10;-
Sodankylä Tähtelä;2010;2;11;18,5
Sodankylä Tähtelä;2010;2;12;25,3
Sodankylä Tähtelä;2010;2;13;13,7
Sodankylä Tähtelä;2010;2;14;19,1
Sodankylä Tähtelä;2010;2;15;29,3
Sodankylä Tähtelä;2010;2;16;32,3
Sodankylä Tähtelä;2010;2;17;30,4
Sodankylä Tähtelä;2010;2;18;35,6
Sodankylä Tähtelä;2010;2;19;33
Sodankylä Tähtelä;2010;2;20;35
Sodankylä Tähtelä;2010;2;21;40,5
Sodankylä Tähtelä;2010;2;22;22,3
Sodankylä Tähtelä;2010;2;23;40,6
Sodankylä Tähtelä;2010;2;24;21,9
Sodankylä Tähtelä;2010;2;25;48,3
Sodankylä Tähtelä;2010;2;26;53,2
Sodankylä Tähtelä;2010;2;27;21,2
Sodankylä Tähtelä;2010;2;28;32
Sodankylä Tähtelä;2010;3;1;28,8
Sodankylä Tähtelä;2010;3;2;21,9
Sodankylä Tähtelä;2010;3;3;52,4
Sodankylä Tähtelä;2010;3;4;65,4
Sodankylä Tähtelä;2010;3;5;42,9
Sodankylä Tähtelä;2010;3;6;77,3
Sodankylä Tähtelä;2010;3;7;29,6
Sodankylä Tähtelä;2010;3;8;50,3
Sodankylä Tähtelä;2010;3;9;85,5
Sodankylä Tähtelä;2010;3;10;89,8
Sodankylä Tähtelä;2010;3;11;61,8
Sodankylä Tähtelä;2010;3;12;92,8
Sodankylä Tähtelä;2010;3;13;60,6
Sodankylä Tähtelä;2010;3;14;76,4
Sodankylä Tähtelä;2010;3;15;101,6
Sodankylä Tähtelä;2010;3;16;113,7
Sodankylä Tähtelä;2010;3;17;111
Sodankylä Tähtelä;2010;3;18;107,8
Sodankylä Tähtelä;2010;3;19;114,2
Sodankylä Tähtelä;2010;3;20;61
Sodankylä Tähtelä;2010;3;21;127,7
Sodankylä Tähtelä;2010;3;22;126,3
Sodankylä Tähtelä;2010;3;23;117,4
Sodankylä Tähtelä;2010;3;24;134,2
Sodankylä Tähtelä;2010;3;25;140
Sodankylä Tähtelä;2010;3;26;52,5
Sodankylä Tähtelä;2010;3;27;114,1
Sodankylä Tähtelä;2010;3;28;45,6
Sodankylä Tähtelä;2010;3;29;61,2
Sodankylä Tähtelä;2010;3;30;82,8
Sodankylä Tähtelä;2010;3;31;57
Sodankylä Tähtelä;2010;4;1;55,7
Sodankylä Tähtelä;2010;4;2;75
Sodankylä Tähtelä;2010;4;3;125,6
Sodankylä Tähtelä;2010;4;4;46,5
Sodankylä Tähtelä;2010;4;5;47,3
Sodankylä Tähtelä;2010;4;6;97,8
Sodankylä Tähtelä;2010;4;7;65,9
Sodankylä Tähtelä;2010;4;8;90,8
Sodankylä Tähtelä;2010;4;9;64,2
Sodankylä Tähtelä;2010;4;10;81,5
Sodankylä Tähtelä;2010;4;11;133,7
Sodankylä Tähtelä;2010;4;12;172
Sodankylä Tähtelä;2010;4;13;140,1
Sodankylä Tähtelä;2010;4;14;182,2
Sodankylä Tähtelä;2010;4;15;165,5
Sodankylä Tähtelä;2010;4;16;85,9
Sodankylä Tähtelä;2010;4;17;212,9
Sodankylä Tähtelä;2010;4;18;154
Sodankylä Tähtelä;2010;4;19;234,4
Sodankylä Tähtelä;2010;4;20;140,7
Sodankylä Tähtelä;2010;4;21;195,8
Sodankylä Tähtelä;2010;4;22;210,2
Sodankylä Tähtelä;2010;4;23;97,5
Sodankylä Tähtelä;2010;4;24;131,8
Sodankylä Tähtelä;2010;4;25;230,5
Sodankylä Tähtelä;2010;4;26;180,5
Sodankylä Tähtelä;2010;4;27;187,6
Sodankylä Tähtelä;2010;4;28;248,3
Sodankylä Tähtelä;2010;4;29;254,1
Sodankylä Tähtelä;2010;4;30;197,5
Sodankylä Tähtelä;2010;5;1;58,7
Sodankylä Tähtelä;2010;5;2;84,6
Sodankylä Tähtelä;2010;5;3;145,4
Sodankylä Tähtelä;2010;5;4;271,8
Sodankylä Tähtelä;2010;5;5;205,8
Sodankylä Tähtelä;2010;5;6;131,5
Sodankylä Tähtelä;2010;5;7;255,4
Sodankylä Tähtelä;2010;5;8;287,5
Sodankylä Tähtelä;2010;5;9;96,2
Sodankylä Tähtelä;2010;5;10;202,5
Sodankylä Tähtelä;2010;5;11;144,2
Sodankylä Tähtelä;2010;5;12;53,2
Sodankylä Tähtelä;2010;5;13;271,1
Sodankylä Tähtelä;2010;5;14;210,2
Sodankylä Tähtelä;2010;5;15;278,9
Sodankylä Tähtelä;2010;5;16;265,5
Sodankylä Tähtelä;2010;5;17;287,5
Sodankylä Tähtelä;2010;5;18;298,5
Sodankylä Tähtelä;2010;5;19;286,1
Sodankylä Tähtelä;2010;5;20;258,3
Sodankylä Tähtelä;2010;5;21;159
Sodankylä Tähtelä;2010;5;22;186,5
Sodankylä Tähtelä;2010;5;23;55,8
Sodankylä Tähtelä;2010;5;24;59,5
Sodankylä Tähtelä;2010;5;25;56,8
Sodankylä Tähtelä;2010;5;26;229,1
Sodankylä Tähtelä;2010;5;27;336,9
Sodankylä Tähtelä;2010;5;28;316,2
Sodankylä Tähtelä;2010;5;29;-
-;2010;5;30;-
Sodankylä Tähtelä;2010;5;31;167,5
Sodankylä Tähtelä;2010;6;1;290,1
Sodankylä Tähtelä;2010;6;2;321,4
Sodankylä Tähtelä;2010;6;3;147,9
Sodankylä Tähtelä;2010;6;4;86
Sodankylä Tähtelä;2010;6;5;184
Sodankylä Tähtelä;2010;6;6;120,2
Sodankylä Tähtelä;2010;6;7;194,9
Sodankylä Tähtelä;2010;6;8;220,8
Sodankylä Tähtelä;2010;6;9;229,8
Sodankylä Tähtelä;2010;6;10;247,9
Sodankylä Tähtelä;2010;6;11;224,1
Sodankylä Tähtelä;2010;6;12;336,6
Sodankylä Tähtelä;2010;6;13;363,5
Sodankylä Tähtelä;2010;6;14;262,2
Sodankylä Tähtelä;2010;6;15;226,5
Sodankylä Tähtelä;2010;6;16;264,8
Sodankylä Tähtelä;2010;6;17;235,3
Sodankylä Tähtelä;2010;6;18;223,5
Sodankylä Tähtelä;2010;6;19;174,3
Sodankylä Tähtelä;2010;6;20;91,9
Sodankylä Tähtelä;2010;6;21;173,5
Sodankylä Tähtelä;2010;6;22;300,3
Sodankylä Tähtelä;2010;6;23;201,6
Sodankylä Tähtelä;2010;6;24;207,3
Sodankylä Tähtelä;2010;6;25;334
Sodankylä Tähtelä;2010;6;26;146,6
Sodankylä Tähtelä;2010;6;27;172,7
Sodankylä Tähtelä;2010;6;28;144,8
Sodankylä Tähtelä;2010;6;29;300,9
Sodankylä Tähtelä;2010;6;30;131,4
Sodankylä Tähtelä;2010;7;1;161,3
Sodankylä Tähtelä;2010;7;2;133,4
Sodankylä Tähtelä;2010;7;3;137
Sodankylä Tähtelä;2010;7;4;109,2
Sodankylä Tähtelä;2010;7;5;114,9
Sodankylä Tähtelä;2010;7;6;258,9
Sodankylä Tähtelä;2010;7;7;95,2
Sodankylä Tähtelä;2010;7;8;299,7
Sodankylä Tähtelä;2010;7;9;120,9
Sodankylä Tähtelä;2010;7;10;187,4
Sodankylä Tähtelä;2010;7;11;251
Sodankylä Tähtelä;2010;7;12;179,2
Sodankylä Tähtelä;2010;7;13;251,8
Sodankylä Tähtelä;2010;7;14;197,7
Sodankylä Tähtelä;2010;7;15;184,6
Sodankylä Tähtelä;2010;7;16;180,5
Sodankylä Tähtelä;2010;7;17;177,5
Sodankylä Tähtelä;2010;7;18;153,3
Sodankylä Tähtelä;2010;7;19;249,9
Sodankylä Tähtelä;2010;7;20;228,5
Sodankylä Tähtelä;2010;7;21;173,6
Sodankylä Tähtelä;2010;7;22;101,2
Sodankylä Tähtelä;2010;7;23;212,7
Sodankylä Tähtelä;2010;7;24;308
Sodankylä Tähtelä;2010;7;25;84,2
Sodankylä Tähtelä;2010;7;26;125,4
Sodankylä Tähtelä;2010;7;27;152,4
Sodankylä Tähtelä;2010;7;28;123,2
Sodankylä Tähtelä;2010;7;29;129,1
Sodankylä Tähtelä;2010;7;30;181,1
Sodankylä Tähtelä;2010;7;31;118,7
Sodankylä Tähtelä;2010;8;1;271,7
Sodankylä Tähtelä;2010;8;2;123
Sodankylä Tähtelä;2010;8;3;132
Sodankylä Tähtelä;2010;8;4;71
Sodankylä Tähtelä;2010;8;5;93,7
Sodankylä Tähtelä;2010;8;6;250,5
Sodankylä Tähtelä;2010;8;7;187,6
Sodankylä Tähtelä;2010;8;8;129,3
Sodankylä Tähtelä;2010;8;9;36,1
Sodankylä Tähtelä;2010;8;10;59,2
Sodankylä Tähtelä;2010;8;11;139,1
Sodankylä Tähtelä;2010;8;12;139,8
Sodankylä Tähtelä;2010;8;13;153,4
Sodankylä Tähtelä;2010;8;14;174,9
Sodankylä Tähtelä;2010;8;15;198,7
Sodankylä Tähtelä;2010;8;16;249
Sodankylä Tähtelä;2010;8;17;173,5
Sodankylä Tähtelä;2010;8;18;179,6
Sodankylä Tähtelä;2010;8;19;81,5
Sodankylä Tähtelä;2010;8;20;178,2
Sodankylä Tähtelä;2010;8;21;94,8
Sodankylä Tähtelä;2010;8;22;87,3
Sodankylä Tähtelä;2010;8;23;149
Sodankylä Tähtelä;2010;8;24;102,9
Sodankylä Tähtelä;2010;8;25;83,4
Sodankylä Tähtelä;2010;8;26;103,5
Sodankylä Tähtelä;2010;8;27;99,4
Sodankylä Tähtelä;2010;8;28;99,5
Sodankylä Tähtelä;2010;8;29;90,6
Sodankylä Tähtelä;2010;8;30;126,1
Sodankylä Tähtelä;2010;8;31;112,6
Sodankylä Tähtelä;2010;9;1;105,1
Sodankylä Tähtelä;2010;9;2;69,8
Sodankylä Tähtelä;2010;9;3;75,3
Sodankylä Tähtelä;2010;9;4;83,1
Sodankylä Tähtelä;2010;9;5;97,6
Sodankylä Tähtelä;2010;9;6;41,8
Sodankylä Tähtelä;2010;9;7;133,9
Sodankylä Tähtelä;2010;9;8;155,4
Sodankylä Tähtelä;2010;9;9;34,7
Sodankylä Tähtelä;2010;9;10;119,3
Sodankylä Tähtelä;2010;9;11;125,5
Sodankylä Tähtelä;2010;9;12;31
Sodankylä Tähtelä;2010;9;13;59,4
Sodankylä Tähtelä;2010;9;14;80,8
Sodankylä Tähtelä;2010;9;15;26,9
Sodankylä Tähtelä;2010;9;16;62,1
Sodankylä Tähtelä;2010;9;17;55,3
Sodankylä Tähtelä;2010;9;18;58,2
Sodankylä Tähtelä;2010;9;19;44,7
Sodankylä Tähtelä;2010;9;20;55
Sodankylä Tähtelä;2010;9;21;20,7
Sodankylä Tähtelä;2010;9;22;37,2
Sodankylä Tähtelä;2010;9;23;27,9
Sodankylä Tähtelä;2010;9;24;56
Sodankylä Tähtelä;2010;9;25;69
Sodankylä Tähtelä;2010;9;26;95,8
Sodankylä Tähtelä;2010;9;27;84,5
Sodankylä Tähtelä;2010;9;28;72,6
Sodankylä Tähtelä;2010;9;29;53
Sodankylä Tähtelä;2010;9;30;78
Sodankylä Tähtelä;2010;10;1;72,1
Sodankylä Tähtelä;2010;10;2;16,4
Sodankylä Tähtelä;2010;10;3;45,6
Sodankylä Tähtelä;2010;10;4;22,4
Sodankylä Tähtelä;2010;10;5;5,8
Sodankylä Tähtelä;2010;10;6;24,4
