Observation station;Year;Month;Day;Global radiation mean [W/m2]
Sotkamo Kuolaniemi;2008;8;17;71,5
Sotkamo Kuolaniemi;2008;8;18;18,1
Sotkamo Kuolaniemi;2008;8;19;96,9
Sotkamo Kuolaniemi;2008;8;20;112,9
Sotkamo Kuolaniemi;2008;8;21;121
Sotkamo Kuolaniemi;2008;8;22;95,3
Sotkamo Kuolaniemi;2008;8;23;120,8
Sotkamo Kuolaniemi;2008;8;24;143,4
Sotkamo Kuolaniemi;2008;8;25;64,3
Sotkamo Kuolaniemi;2008;8;26;72,6
Sotkamo Kuolaniemi;2008;8;27;90,3
Sotkamo Kuolaniemi;2008;8;28;59,1
Sotkamo Kuolaniemi;2008;8;29;115,9
Sotkamo Kuolaniemi;2008;8;30;63,1
Sotkamo Kuolaniemi;2008;8;31;135,2
Sotkamo Kuolaniemi;2008;9;1;152,9
Sotkamo Kuolaniemi;2008;9;2;158,1
Sotkamo Kuolaniemi;2008;9;3;44,1
Sotkamo Kuolaniemi;2008;9;4;89,6
Sotkamo Kuolaniemi;2008;9;5;53,7
Sotkamo Kuolaniemi;2008;9;6;121,3
Sotkamo Kuolaniemi;2008;9;7;116,8
Sotkamo Kuolaniemi;2008;9;8;165,6
Sotkamo Kuolaniemi;2008;9;9;97,9
Sotkamo Kuolaniemi;2008;9;10;76,2
Sotkamo Kuolaniemi;2008;9;11;124,9
Sotkamo Kuolaniemi;2008;9;12;48,2
Sotkamo Kuolaniemi;2008;9;13;36,6
Sotkamo Kuolaniemi;2008;9;14;47,2
Sotkamo Kuolaniemi;2008;9;15;28,4
Sotkamo Kuolaniemi;2008;9;16;25,1
Sotkamo Kuolaniemi;2008;9;17;49,8
Sotkamo Kuolaniemi;2008;9;18;44,5
Sotkamo Kuolaniemi;2008;9;19;40,5
Sotkamo Kuolaniemi;2008;9;20;61,3
Sotkamo Kuolaniemi;2008;9;21;83,5
Sotkamo Kuolaniemi;2008;9;22;123,2
Sotkamo Kuolaniemi;2008;9;23;107,2
Sotkamo Kuolaniemi;2008;9;24;51,1
Sotkamo Kuolaniemi;2008;9;25;117
Sotkamo Kuolaniemi;2008;9;26;23,7
Sotkamo Kuolaniemi;2008;9;27;61,6
Sotkamo Kuolaniemi;2008;9;28;73,4
Sotkamo Kuolaniemi;2008;9;29;80,9
Sotkamo Kuolaniemi;2008;9;30;79,6
Sotkamo Kuolaniemi;2008;10;1;54,9
Sotkamo Kuolaniemi;2008;10;2;27,4
Sotkamo Kuolaniemi;2008;10;3;12,4
Sotkamo Kuolaniemi;2008;10;4;27,5
Sotkamo Kuolaniemi;2008;10;5;29
Sotkamo Kuolaniemi;2008;10;6;45,7
Sotkamo Kuolaniemi;2008;10;7;22,9
Sotkamo Kuolaniemi;2008;10;8;81
Sotkamo Kuolaniemi;2008;10;9;46,6
Sotkamo Kuolaniemi;2008;10;10;15,7
Sotkamo Kuolaniemi;2008;10;11;7,9
Sotkamo Kuolaniemi;2008;10;12;32
Sotkamo Kuolaniemi;2008;10;13;27,2
Sotkamo Kuolaniemi;2008;10;14;16,4
Sotkamo Kuolaniemi;2008;10;15;13,8
Sotkamo Kuolaniemi;2008;10;16;24,8
Sotkamo Kuolaniemi;2008;10;17;20,4
Sotkamo Kuolaniemi;2008;10;18;3,1
Sotkamo Kuolaniemi;2008;10;19;22,3
Sotkamo Kuolaniemi;2008;10;20;10,7
Sotkamo Kuolaniemi;2008;10;21;10,9
Sotkamo Kuolaniemi;2008;10;22;20,3
Sotkamo Kuolaniemi;2008;10;23;32,1
Sotkamo Kuolaniemi;2008;10;24;3,8
Sotkamo Kuolaniemi;2008;10;25;31,8
Sotkamo Kuolaniemi;2008;10;26;2,5
Sotkamo Kuolaniemi;2008;10;27;21,4
Sotkamo Kuolaniemi;2008;10;28;22,8
Sotkamo Kuolaniemi;2008;10;29;28,3
Sotkamo Kuolaniemi;2008;10;30;4,9
Sotkamo Kuolaniemi;2008;10;31;0,1
Sotkamo Kuolaniemi;2008;11;1;4,2
Sotkamo Kuolaniemi;2008;11;2;12,4
Sotkamo Kuolaniemi;2008;11;3;15,6
Sotkamo Kuolaniemi;2008;11;4;8,3
Sotkamo Kuolaniemi;2008;11;5;23,1
Sotkamo Kuolaniemi;2008;11;6;20,2
Sotkamo Kuolaniemi;2008;11;7;3
Sotkamo Kuolaniemi;2008;11;8;7
Sotkamo Kuolaniemi;2008;11;9;0,8
Sotkamo Kuolaniemi;2008;11;10;10,4
Sotkamo Kuolaniemi;2008;11;11;2,5
Sotkamo Kuolaniemi;2008;11;12;0,4
Sotkamo Kuolaniemi;2008;11;13;2,4
Sotkamo Kuolaniemi;2008;11;14;4,4
Sotkamo Kuolaniemi;2008;11;15;0,5
Sotkamo Kuolaniemi;2008;11;16;3,3
Sotkamo Kuolaniemi;2008;11;17;6,2
Sotkamo Kuolaniemi;2008;11;18;1,8
Sotkamo Kuolaniemi;2008;11;19;3
Sotkamo Kuolaniemi;2008;11;20;9,1
Sotkamo Kuolaniemi;2008;11;21;1,6
Sotkamo Kuolaniemi;2008;11;22;4,8
Sotkamo Kuolaniemi;2008;11;23;0,3
Sotkamo Kuolaniemi;2008;11;24;4,7
Sotkamo Kuolaniemi;2008;11;25;0,3
Sotkamo Kuolaniemi;2008;11;26;2,1
Sotkamo Kuolaniemi;2008;11;27;1,7
Sotkamo Kuolaniemi;2008;11;28;2,7
Sotkamo Kuolaniemi;2008;11;29;-1
Sotkamo Kuolaniemi;2008;11;30;1,7
Sotkamo Kuolaniemi;2008;12;1;-1,8
Sotkamo Kuolaniemi;2008;12;2;-1,6
Sotkamo Kuolaniemi;2008;12;3;-1,2
Sotkamo Kuolaniemi;2008;12;4;-1,7
Sotkamo Kuolaniemi;2008;12;5;-0,1
Sotkamo Kuolaniemi;2008;12;6;0,5
Sotkamo Kuolaniemi;2008;12;7;-1,3
Sotkamo Kuolaniemi;2008;12;8;-0,7
Sotkamo Kuolaniemi;2008;12;9;0,2
Sotkamo Kuolaniemi;2008;12;10;0,1
Sotkamo Kuolaniemi;2008;12;11;0,4
Sotkamo Kuolaniemi;2008;12;12;0
Sotkamo Kuolaniemi;2008;12;13;-0,6
Sotkamo Kuolaniemi;2008;12;14;-1,4
Sotkamo Kuolaniemi;2008;12;15;-1,6
Sotkamo Kuolaniemi;2008;12;16;-0,1
Sotkamo Kuolaniemi;2008;12;17;0,4
Sotkamo Kuolaniemi;2008;12;18;0,8
Sotkamo Kuolaniemi;2008;12;19;-1,2
Sotkamo Kuolaniemi;2008;12;20;-0,5
Sotkamo Kuolaniemi;2008;12;21;-0,8
Sotkamo Kuolaniemi;2008;12;22;-0,5
Sotkamo Kuolaniemi;2008;12;23;-1,1
Sotkamo Kuolaniemi;2008;12;24;-1,1
Sotkamo Kuolaniemi;2008;12;25;1,2
Sotkamo Kuolaniemi;2008;12;26;1
Sotkamo Kuolaniemi;2008;12;27;1
Sotkamo Kuolaniemi;2008;12;28;0,9
Sotkamo Kuolaniemi;2008;12;29;0,5
Sotkamo Kuolaniemi;2008;12;30;-0,1
Sotkamo Kuolaniemi;2008;12;31;0,9
Sotkamo Kuolaniemi;2009;1;1;1,5
Sotkamo Kuolaniemi;2009;1;2;1,4
Sotkamo Kuolaniemi;2009;1;3;2,5
Sotkamo Kuolaniemi;2009;1;4;2,3
Sotkamo Kuolaniemi;2009;1;5;0,7
Sotkamo Kuolaniemi;2009;1;6;0,1
Sotkamo Kuolaniemi;2009;1;7;2
Sotkamo Kuolaniemi;2009;1;8;2,5
Sotkamo Kuolaniemi;2009;1;9;0,6
Sotkamo Kuolaniemi;2009;1;10;2,1
Sotkamo Kuolaniemi;2009;1;11;1,2
Sotkamo Kuolaniemi;2009;1;12;0,8
Sotkamo Kuolaniemi;2009;1;13;0,9
Sotkamo Kuolaniemi;2009;1;14;-0,5
Sotkamo Kuolaniemi;2009;1;15;0,9
Sotkamo Kuolaniemi;2009;1;16;2,2
Sotkamo Kuolaniemi;2009;1;17;9,2
Sotkamo Kuolaniemi;2009;1;18;2
Sotkamo Kuolaniemi;2009;1;19;3,2
Sotkamo Kuolaniemi;2009;1;20;1,8
Sotkamo Kuolaniemi;2009;1;21;3,3
Sotkamo Kuolaniemi;2009;1;22;1,3
Sotkamo Kuolaniemi;2009;1;23;2,4
Sotkamo Kuolaniemi;2009;1;24;6,5
Sotkamo Kuolaniemi;2009;1;25;5,6
Sotkamo Kuolaniemi;2009;1;26;7,1
Sotkamo Kuolaniemi;2009;1;27;7,1
Sotkamo Kuolaniemi;2009;1;28;1
Sotkamo Kuolaniemi;2009;1;29;-0,3
Sotkamo Kuolaniemi;2009;1;30;16,6
Sotkamo Kuolaniemi;2009;1;31;15,6
Sotkamo Kuolaniemi;2009;2;1;8,1
Sotkamo Kuolaniemi;2009;2;2;7,8
Sotkamo Kuolaniemi;2009;2;3;23,7
Sotkamo Kuolaniemi;2009;2;4;5,7
Sotkamo Kuolaniemi;2009;2;5;13,1
Sotkamo Kuolaniemi;2009;2;6;20,2
Sotkamo Kuolaniemi;2009;2;7;18,9
Sotkamo Kuolaniemi;2009;2;8;11,1
Sotkamo Kuolaniemi;2009;2;9;-
-;2009;2;10;-
Sotkamo Kuolaniemi;2009;2;11;17,3
Sotkamo Kuolaniemi;2009;2;12;14
Sotkamo Kuolaniemi;2009;2;13;12
Sotkamo Kuolaniemi;2009;2;14;20,4
Sotkamo Kuolaniemi;2009;2;15;40
Sotkamo Kuolaniemi;2009;2;16;35,9
Sotkamo Kuolaniemi;2009;2;17;33,7
Sotkamo Kuolaniemi;2009;2;18;44,4
Sotkamo Kuolaniemi;2009;2;19;23,5
Sotkamo Kuolaniemi;2009;2;20;34,3
Sotkamo Kuolaniemi;2009;2;21;25,1
Sotkamo Kuolaniemi;2009;2;22;34,7
Sotkamo Kuolaniemi;2009;2;23;41,9
Sotkamo Kuolaniemi;2009;2;24;24,9
Sotkamo Kuolaniemi;2009;2;25;68,8
Sotkamo Kuolaniemi;2009;2;26;59,4
Sotkamo Kuolaniemi;2009;2;27;38,8
Sotkamo Kuolaniemi;2009;2;28;51,8
Sotkamo Kuolaniemi;2009;3;1;74,1
Sotkamo Kuolaniemi;2009;3;2;23,1
Sotkamo Kuolaniemi;2009;3;3;32,9
Sotkamo Kuolaniemi;2009;3;4;19
Sotkamo Kuolaniemi;2009;3;5;19,5
Sotkamo Kuolaniemi;2009;3;6;47,8
Sotkamo Kuolaniemi;2009;3;7;48
Sotkamo Kuolaniemi;2009;3;8;48,7
Sotkamo Kuolaniemi;2009;3;9;62
Sotkamo Kuolaniemi;2009;3;10;29
Sotkamo Kuolaniemi;2009;3;11;59,9
Sotkamo Kuolaniemi;2009;3;12;104,6
Sotkamo Kuolaniemi;2009;3;13;35,8
Sotkamo Kuolaniemi;2009;3;14;83,7
Sotkamo Kuolaniemi;2009;3;15;59,5
Sotkamo Kuolaniemi;2009;3;16;57,7
Sotkamo Kuolaniemi;2009;3;17;65,7
Sotkamo Kuolaniemi;2009;3;18;76,7
Sotkamo Kuolaniemi;2009;3;19;127,6
Sotkamo Kuolaniemi;2009;3;20;69,1
Sotkamo Kuolaniemi;2009;3;21;134
Sotkamo Kuolaniemi;2009;3;22;122,4
Sotkamo Kuolaniemi;2009;3;23;107,7
Sotkamo Kuolaniemi;2009;3;24;139,9
Sotkamo Kuolaniemi;2009;3;25;135,3
Sotkamo Kuolaniemi;2009;3;26;102,6
Sotkamo Kuolaniemi;2009;3;27;152,2
Sotkamo Kuolaniemi;2009;3;28;164,4
Sotkamo Kuolaniemi;2009;3;29;41,1
Sotkamo Kuolaniemi;2009;3;30;69
Sotkamo Kuolaniemi;2009;3;31;66,4
Sotkamo Kuolaniemi;2009;4;1;-
-;2009;4;2;-
Sotkamo Kuolaniemi;2009;4;3;153,8
Sotkamo Kuolaniemi;2009;4;4;150,9
Sotkamo Kuolaniemi;2009;4;5;187,6
Sotkamo Kuolaniemi;2009;4;6;168,4
Sotkamo Kuolaniemi;2009;4;7;182,2
Sotkamo Kuolaniemi;2009;4;8;188,7
Sotkamo Kuolaniemi;2009;4;9;168,6
Sotkamo Kuolaniemi;2009;4;10;61
Sotkamo Kuolaniemi;2009;4;11;124,4
Sotkamo Kuolaniemi;2009;4;12;136,1
Sotkamo Kuolaniemi;2009;4;13;53,9
Sotkamo Kuolaniemi;2009;4;14;103,6
Sotkamo Kuolaniemi;2009;4;15;196,7
Sotkamo Kuolaniemi;2009;4;16;208,1
Sotkamo Kuolaniemi;2009;4;17;105,2
Sotkamo Kuolaniemi;2009;4;18;171,3
Sotkamo Kuolaniemi;2009;4;19;160,9
Sotkamo Kuolaniemi;2009;4;20;199,4
Sotkamo Kuolaniemi;2009;4;21;212,9
Sotkamo Kuolaniemi;2009;4;22;246,4
Sotkamo Kuolaniemi;2009;4;23;222,4
Sotkamo Kuolaniemi;2009;4;24;174,3
Sotkamo Kuolaniemi;2009;4;25;197,9
Sotkamo Kuolaniemi;2009;4;26;215,4
Sotkamo Kuolaniemi;2009;4;27;131,2
Sotkamo Kuolaniemi;2009;4;28;100,7
Sotkamo Kuolaniemi;2009;4;29;112,9
Sotkamo Kuolaniemi;2009;4;30;266,6
Sotkamo Kuolaniemi;2009;5;1;248,5
Sotkamo Kuolaniemi;2009;5;2;249,9
Sotkamo Kuolaniemi;2009;5;3;195
Sotkamo Kuolaniemi;2009;5;4;189,1
Sotkamo Kuolaniemi;2009;5;5;71,3
Sotkamo Kuolaniemi;2009;5;6;77,9
Sotkamo Kuolaniemi;2009;5;7;196,9
Sotkamo Kuolaniemi;2009;5;8;96,3
Sotkamo Kuolaniemi;2009;5;9;193,2
Sotkamo Kuolaniemi;2009;5;10;230,6
Sotkamo Kuolaniemi;2009;5;11;215,3
Sotkamo Kuolaniemi;2009;5;12;225,6
Sotkamo Kuolaniemi;2009;5;13;193,7
Sotkamo Kuolaniemi;2009;5;14;291,4
Sotkamo Kuolaniemi;2009;5;15;242
Sotkamo Kuolaniemi;2009;5;16;322,2
Sotkamo Kuolaniemi;2009;5;17;315,1
Sotkamo Kuolaniemi;2009;5;18;278,2
Sotkamo Kuolaniemi;2009;5;19;237,6
Sotkamo Kuolaniemi;2009;5;20;174
Sotkamo Kuolaniemi;2009;5;21;165,7
Sotkamo Kuolaniemi;2009;5;22;207,2
Sotkamo Kuolaniemi;2009;5;23;306,2
Sotkamo Kuolaniemi;2009;5;24;234,9
Sotkamo Kuolaniemi;2009;5;25;184,9
Sotkamo Kuolaniemi;2009;5;26;294,4
Sotkamo Kuolaniemi;2009;5;27;111,7
Sotkamo Kuolaniemi;2009;5;28;309,2
Sotkamo Kuolaniemi;2009;5;29;334,9
Sotkamo Kuolaniemi;2009;5;30;328
Sotkamo Kuolaniemi;2009;5;31;322,6
Sotkamo Kuolaniemi;2009;6;1;283,3
Sotkamo Kuolaniemi;2009;6;2;272,4
Sotkamo Kuolaniemi;2009;6;3;152,1
Sotkamo Kuolaniemi;2009;6;4;219,4
Sotkamo Kuolaniemi;2009;6;5;160,1
Sotkamo Kuolaniemi;2009;6;6;151,9
Sotkamo Kuolaniemi;2009;6;7;241,5
Sotkamo Kuolaniemi;2009;6;8;185,8
Sotkamo Kuolaniemi;2009;6;9;315,5
Sotkamo Kuolaniemi;2009;6;10;191,5
Sotkamo Kuolaniemi;2009;6;11;263,1
Sotkamo Kuolaniemi;2009;6;12;261,4
Sotkamo Kuolaniemi;2009;6;13;47,3
Sotkamo Kuolaniemi;2009;6;14;125,6
Sotkamo Kuolaniemi;2009;6;15;192,3
Sotkamo Kuolaniemi;2009;6;16;98,6
Sotkamo Kuolaniemi;2009;6;17;132,9
Sotkamo Kuolaniemi;2009;6;18;64,6
Sotkamo Kuolaniemi;2009;6;19;67,9
Sotkamo Kuolaniemi;2009;6;20;138,1
Sotkamo Kuolaniemi;2009;6;21;252,5
Sotkamo Kuolaniemi;2009;6;22;334,6
Sotkamo Kuolaniemi;2009;6;23;252,5
Sotkamo Kuolaniemi;2009;6;24;263,4
Sotkamo Kuolaniemi;2009;6;25;310,1
Sotkamo Kuolaniemi;2009;6;26;335,4
Sotkamo Kuolaniemi;2009;6;27;272,7
Sotkamo Kuolaniemi;2009;6;28;223
Sotkamo Kuolaniemi;2009;6;29;293,9
Sotkamo Kuolaniemi;2009;6;30;333,5
Sotkamo Kuolaniemi;2009;7;1;224,1
Sotkamo Kuolaniemi;2009;7;2;255,1
Sotkamo Kuolaniemi;2009;7;3;287,3
Sotkamo Kuolaniemi;2009;7;4;123
Sotkamo Kuolaniemi;2009;7;5;202
Sotkamo Kuolaniemi;2009;7;6;172
Sotkamo Kuolaniemi;2009;7;7;176,7
Sotkamo Kuolaniemi;2009;7;8;79,4
Sotkamo Kuolaniemi;2009;7;9;99,6
Sotkamo Kuolaniemi;2009;7;10;-
-;2009;7;11;-
-;2009;7;12;-
-;2009;7;13;-
-;2009;7;14;-
-;2009;7;15;-
-;2009;7;16;-
-;2009;7;17;-
-;2009;7;18;-
-;2009;7;19;-
-;2009;7;20;-
-;2009;7;21;-
-;2009;7;22;-
-;2009;7;23;-
-;2009;7;24;-
-;2009;7;25;-
-;2009;7;26;-
-;2009;7;27;-
-;2009;7;28;-
Sotkamo Kuolaniemi;2009;7;29;113
Sotkamo Kuolaniemi;2009;7;30;270,5
Sotkamo Kuolaniemi;2009;7;31;254,1
Sotkamo Kuolaniemi;2009;8;1;97,8
Sotkamo Kuolaniemi;2009;8;2;230,1
Sotkamo Kuolaniemi;2009;8;3;237
Sotkamo Kuolaniemi;2009;8;4;184,7
Sotkamo Kuolaniemi;2009;8;5;230,7
Sotkamo Kuolaniemi;2009;8;6;209,2
Sotkamo Kuolaniemi;2009;8;7;248
Sotkamo Kuolaniemi;2009;8;8;244,4
Sotkamo Kuolaniemi;2009;8;9;250,9
Sotkamo Kuolaniemi;2009;8;10;235,7
Sotkamo Kuolaniemi;2009;8;11;233,6
Sotkamo Kuolaniemi;2009;8;12;114,8
Sotkamo Kuolaniemi;2009;8;13;178,2
Sotkamo Kuolaniemi;2009;8;14;182,2
Sotkamo Kuolaniemi;2009;8;15;227
Sotkamo Kuolaniemi;2009;8;16;132
Sotkamo Kuolaniemi;2009;8;17;77
Sotkamo Kuolaniemi;2009;8;18;202,5
Sotkamo Kuolaniemi;2009;8;19;170
Sotkamo Kuolaniemi;2009;8;20;226,2
Sotkamo Kuolaniemi;2009;8;21;154,6
Sotkamo Kuolaniemi;2009;8;22;213,7
Sotkamo Kuolaniemi;2009;8;23;177,7
Sotkamo Kuolaniemi;2009;8;24;179,3
Sotkamo Kuolaniemi;2009;8;25;190,8
Sotkamo Kuolaniemi;2009;8;26;164,3
Sotkamo Kuolaniemi;2009;8;27;74,5
Sotkamo Kuolaniemi;2009;8;28;100,1
Sotkamo Kuolaniemi;2009;8;29;59,2
Sotkamo Kuolaniemi;2009;8;30;58,4
Sotkamo Kuolaniemi;2009;8;31;74,6
Sotkamo Kuolaniemi;2009;9;1;91,7
Sotkamo Kuolaniemi;2009;9;2;171,8
Sotkamo Kuolaniemi;2009;9;3;132,5
Sotkamo Kuolaniemi;2009;9;4;50,4
Sotkamo Kuolaniemi;2009;9;5;113,7
Sotkamo Kuolaniemi;2009;9;6;24,8
Sotkamo Kuolaniemi;2009;9;7;102,4
Sotkamo Kuolaniemi;2009;9;8;103,1
Sotkamo Kuolaniemi;2009;9;9;58,4
Sotkamo Kuolaniemi;2009;9;10;153,7
Sotkamo Kuolaniemi;2009;9;11;75
Sotkamo Kuolaniemi;2009;9;12;73,7
Sotkamo Kuolaniemi;2009;9;13;126,9
Sotkamo Kuolaniemi;2009;9;14;117,4
Sotkamo Kuolaniemi;2009;9;15;144
Sotkamo Kuolaniemi;2009;9;16;119
Sotkamo Kuolaniemi;2009;9;17;105,3
Sotkamo Kuolaniemi;2009;9;18;139
Sotkamo Kuolaniemi;2009;9;19;67,6
Sotkamo Kuolaniemi;2009;9;20;86,8
Sotkamo Kuolaniemi;2009;9;21;127,9
Sotkamo Kuolaniemi;2009;9;22;73,6
Sotkamo Kuolaniemi;2009;9;23;84,4
Sotkamo Kuolaniemi;2009;9;24;103,6
Sotkamo Kuolaniemi;2009;9;25;100,1
Sotkamo Kuolaniemi;2009;9;26;79,6
Sotkamo Kuolaniemi;2009;9;27;63,4
Sotkamo Kuolaniemi;2009;9;28;82,5
Sotkamo Kuolaniemi;2009;9;29;61
Sotkamo Kuolaniemi;2009;9;30;35,6
Sotkamo Kuolaniemi;2009;10;1;72,4
Sotkamo Kuolaniemi;2009;10;2;65,8
Sotkamo Kuolaniemi;2009;10;3;68
Sotkamo Kuolaniemi;2009;10;4;12,5
Sotkamo Kuolaniemi;2009;10;5;17,3
Sotkamo Kuolaniemi;2009;10;6;39,9
Sotkamo Kuolaniemi;2009;10;7;7,1
Sotkamo Kuolaniemi;2009;10;8;47,9
Sotkamo Kuolaniemi;2009;10;9;79,6
Sotkamo Kuolaniemi;2009;10;10;68,8
Sotkamo Kuolaniemi;2009;10;11;65,2
Sotkamo Kuolaniemi;2009;10;12;30,5
Sotkamo Kuolaniemi;2009;10;13;57,3
Sotkamo Kuolaniemi;2009;10;14;49,5
Sotkamo Kuolaniemi;2009;10;15;50,3
Sotkamo Kuolaniemi;2009;10;16;15,3
Sotkamo Kuolaniemi;2009;10;17;17,5
Sotkamo Kuolaniemi;2009;10;18;9,2
Sotkamo Kuolaniemi;2009;10;19;14,5
Sotkamo Kuolaniemi;2009;10;20;13,4
Sotkamo Kuolaniemi;2009;10;21;12,2
Sotkamo Kuolaniemi;2009;10;22;20,5
Sotkamo Kuolaniemi;2009;10;23;24,6
Sotkamo Kuolaniemi;2009;10;24;37,6
Sotkamo Kuolaniemi;2009;10;25;15,8
Sotkamo Kuolaniemi;2009;10;26;7,6
Sotkamo Kuolaniemi;2009;10;27;8,6
Sotkamo Kuolaniemi;2009;10;28;10,8
Sotkamo Kuolaniemi;2009;10;29;36,9
Sotkamo Kuolaniemi;2009;10;30;16,7
Sotkamo Kuolaniemi;2009;10;31;30,4
Sotkamo Kuolaniemi;2009;11;1;7,8
Sotkamo Kuolaniemi;2009;11;2;14,8
Sotkamo Kuolaniemi;2009;11;3;6,7
Sotkamo Kuolaniemi;2009;11;4;7
Sotkamo Kuolaniemi;2009;11;5;5
Sotkamo Kuolaniemi;2009;11;6;12,7
Sotkamo Kuolaniemi;2009;11;7;2,3
Sotkamo Kuolaniemi;2009;11;8;2,5
Sotkamo Kuolaniemi;2009;11;9;5,5
Sotkamo Kuolaniemi;2009;11;10;1,7
Sotkamo Kuolaniemi;2009;11;11;9,2
Sotkamo Kuolaniemi;2009;11;12;14,2
Sotkamo Kuolaniemi;2009;11;13;6,1
Sotkamo Kuolaniemi;2009;11;14;3,1
Sotkamo Kuolaniemi;2009;11;15;8
Sotkamo Kuolaniemi;2009;11;16;7
Sotkamo Kuolaniemi;2009;11;17;4,1
Sotkamo Kuolaniemi;2009;11;18;2,7
Sotkamo Kuolaniemi;2009;11;19;1,4
Sotkamo Kuolaniemi;2009;11;20;2,6
Sotkamo Kuolaniemi;2009;11;21;1,7
Sotkamo Kuolaniemi;2009;11;22;2,4
Sotkamo Kuolaniemi;2009;11;23;1
Sotkamo Kuolaniemi;2009;11;24;-0,8
Sotkamo Kuolaniemi;2009;11;25;-0,2
Sotkamo Kuolaniemi;2009;11;26;1,7
Sotkamo Kuolaniemi;2009;11;27;1,9
Sotkamo Kuolaniemi;2009;11;28;0,8
Sotkamo Kuolaniemi;2009;11;29;0,4
Sotkamo Kuolaniemi;2009;11;30;1,2
Sotkamo Kuolaniemi;2009;12;1;0,3
Sotkamo Kuolaniemi;2009;12;2;3,6
Sotkamo Kuolaniemi;2009;12;3;-0,5
Sotkamo Kuolaniemi;2009;12;4;0,2
Sotkamo Kuolaniemi;2009;12;5;1
Sotkamo Kuolaniemi;2009;12;6;1,4
Sotkamo Kuolaniemi;2009;12;7;2,2
Sotkamo Kuolaniemi;2009;12;8;-0,3
Sotkamo Kuolaniemi;2009;12;9;1,1
Sotkamo Kuolaniemi;2009;12;10;-2,7
Sotkamo Kuolaniemi;2009;12;11;-1,5
Sotkamo Kuolaniemi;2009;12;12;0,9
Sotkamo Kuolaniemi;2009;12;13;-
-;2009;12;14;-
-;2009;12;15;-
Sotkamo Kuolaniemi;2009;12;16;-0,2
Sotkamo Kuolaniemi;2009;12;17;2
Sotkamo Kuolaniemi;2009;12;18;1,5
Sotkamo Kuolaniemi;2009;12;19;1,3
Sotkamo Kuolaniemi;2009;12;20;-0,4
Sotkamo Kuolaniemi;2009;12;21;1
Sotkamo Kuolaniemi;2009;12;22;1,7
Sotkamo Kuolaniemi;2009;12;23;1,9
Sotkamo Kuolaniemi;2009;12;24;0,8
Sotkamo Kuolaniemi;2009;12;25;-0,3
Sotkamo Kuolaniemi;2009;12;26;2,1
Sotkamo Kuolaniemi;2009;12;27;1,2
Sotkamo Kuolaniemi;2009;12;28;-0,6
Sotkamo Kuolaniemi;2009;12;29;0,5
Sotkamo Kuolaniemi;2009;12;30;1,6
Sotkamo Kuolaniemi;2009;12;31;1,9
Sotkamo Kuolaniemi;2010;1;1;1,7
Sotkamo Kuolaniemi;2010;1;2;1,9
Sotkamo Kuolaniemi;2010;1;3;3
Sotkamo Kuolaniemi;2010;1;4;2,2
Sotkamo Kuolaniemi;2010;1;5;1,7
Sotkamo Kuolaniemi;2010;1;6;1,1
Sotkamo Kuolaniemi;2010;1;7;0,3
Sotkamo Kuolaniemi;2010;1;8;1,4
Sotkamo Kuolaniemi;2010;1;9;2,4
Sotkamo Kuolaniemi;2010;1;10;4
Sotkamo Kuolaniemi;2010;1;11;2,7
Sotkamo Kuolaniemi;2010;1;12;1,6
Sotkamo Kuolaniemi;2010;1;13;2,9
Sotkamo Kuolaniemi;2010;1;14;1,7
Sotkamo Kuolaniemi;2010;1;15;4,9
Sotkamo Kuolaniemi;2010;1;16;3
Sotkamo Kuolaniemi;2010;1;17;2,1
Sotkamo Kuolaniemi;2010;1;18;5,8
Sotkamo Kuolaniemi;2010;1;19;4,6
Sotkamo Kuolaniemi;2010;1;20;8,5
Sotkamo Kuolaniemi;2010;1;21;10,5
Sotkamo Kuolaniemi;2010;1;22;10,5
Sotkamo Kuolaniemi;2010;1;23;11,2
Sotkamo Kuolaniemi;2010;1;24;6,8
Sotkamo Kuolaniemi;2010;1;25;11
Sotkamo Kuolaniemi;2010;1;26;13,7
Sotkamo Kuolaniemi;2010;1;27;18,4
Sotkamo Kuolaniemi;2010;1;28;14,6
Sotkamo Kuolaniemi;2010;1;29;13,8
Sotkamo Kuolaniemi;2010;1;30;12,6
Sotkamo Kuolaniemi;2010;1;31;8,6
Sotkamo Kuolaniemi;2010;2;1;13,1
Sotkamo Kuolaniemi;2010;2;2;7
Sotkamo Kuolaniemi;2010;2;3;7,3
Sotkamo Kuolaniemi;2010;2;4;5,9
Sotkamo Kuolaniemi;2010;2;5;11,3
Sotkamo Kuolaniemi;2010;2;6;11,9
Sotkamo Kuolaniemi;2010;2;7;9,4
Sotkamo Kuolaniemi;2010;2;8;13,6
Sotkamo Kuolaniemi;2010;2;9;15,3
Sotkamo Kuolaniemi;2010;2;10;24,6
Sotkamo Kuolaniemi;2010;2;11;30,8
Sotkamo Kuolaniemi;2010;2;12;35,1
Sotkamo Kuolaniemi;2010;2;13;39,8
Sotkamo Kuolaniemi;2010;2;14;41,8
Sotkamo Kuolaniemi;2010;2;15;25,6
Sotkamo Kuolaniemi;2010;2;16;44,8
Sotkamo Kuolaniemi;2010;2;17;42,5
Sotkamo Kuolaniemi;2010;2;18;41,1
Sotkamo Kuolaniemi;2010;2;19;50,4
Sotkamo Kuolaniemi;2010;2;20;51,9
