Observation station;Year;Month;Day;Time [Local time];Global radiation mean [W/m2]
Vantaa Helsinki-Vantaa airport;2004;2;29;00:00;45,5
Vantaa Helsinki-Vantaa airport;2004;3;1;00:00;44,8
Vantaa Helsinki-Vantaa airport;2004;3;2;00:00;44,2
Vantaa Helsinki-Vantaa airport;2004;3;3;00:00;86,9
Vantaa Helsinki-Vantaa airport;2004;3;4;00:00;111,9
Vantaa Helsinki-Vantaa airport;2004;3;5;00:00;93
Vantaa Helsinki-Vantaa airport;2004;3;6;00:00;99
Vantaa Helsinki-Vantaa airport;2004;3;7;00:00;87,5
Vantaa Helsinki-Vantaa airport;2004;3;8;00:00;40,4
Vantaa Helsinki-Vantaa airport;2004;3;9;00:00;120,2
Vantaa Helsinki-Vantaa airport;2004;3;10;00:00;117,7
Vantaa Helsinki-Vantaa airport;2004;3;11;00:00;124,6
Vantaa Helsinki-Vantaa airport;2004;3;12;00:00;126,9
Vantaa Helsinki-Vantaa airport;2004;3;13;00:00;126,3
Vantaa Helsinki-Vantaa airport;2004;3;14;00:00;40,8
Vantaa Helsinki-Vantaa airport;2004;3;15;00:00;33,1
Vantaa Helsinki-Vantaa airport;2004;3;16;00:00;36,8
Vantaa Helsinki-Vantaa airport;2004;3;17;00:00;127,2
Vantaa Helsinki-Vantaa airport;2004;3;18;00:00;43,6
Vantaa Helsinki-Vantaa airport;2004;3;19;00:00;141,1
Vantaa Helsinki-Vantaa airport;2004;3;20;00:00;23,5
Vantaa Helsinki-Vantaa airport;2004;3;21;00:00;34,2
Vantaa Helsinki-Vantaa airport;2004;3;22;00:00;-
-;2004;3;23;00:00;-
-;2004;3;24;00:00;-
-;2004;3;25;00:00;-
Vantaa Helsinki-Vantaa airport;2004;3;26;00:00;84,1
Vantaa Helsinki-Vantaa airport;2004;3;27;00:00;120
Vantaa Helsinki-Vantaa airport;2004;3;28;00:00;170,6
Vantaa Helsinki-Vantaa airport;2004;3;29;00:00;159,4
Vantaa Helsinki-Vantaa airport;2004;3;30;00:00;166,9
Vantaa Helsinki-Vantaa airport;2004;3;31;00:00;190,8
Vantaa Helsinki-Vantaa airport;2004;4;1;00:00;203,6
Vantaa Helsinki-Vantaa airport;2004;4;2;00:00;198
Vantaa Helsinki-Vantaa airport;2004;4;3;00:00;202
Vantaa Helsinki-Vantaa airport;2004;4;4;00:00;201,6
Vantaa Helsinki-Vantaa airport;2004;4;5;00:00;188
Vantaa Helsinki-Vantaa airport;2004;4;6;00:00;159,4
Vantaa Helsinki-Vantaa airport;2004;4;7;00:00;197,1
Vantaa Helsinki-Vantaa airport;2004;4;8;00:00;212
Vantaa Helsinki-Vantaa airport;2004;4;9;00:00;210,6
Vantaa Helsinki-Vantaa airport;2004;4;10;00:00;103,2
Vantaa Helsinki-Vantaa airport;2004;4;11;00:00;172,7
Vantaa Helsinki-Vantaa airport;2004;4;12;00:00;195,7
Vantaa Helsinki-Vantaa airport;2004;4;13;00:00;228,9
Vantaa Helsinki-Vantaa airport;2004;4;14;00:00;93,2
Vantaa Helsinki-Vantaa airport;2004;4;15;00:00;222,2
Vantaa Helsinki-Vantaa airport;2004;4;16;00:00;103,4
Vantaa Helsinki-Vantaa airport;2004;4;17;00:00;225
Vantaa Helsinki-Vantaa airport;2004;4;18;00:00;213,5
Vantaa Helsinki-Vantaa airport;2004;4;19;00:00;219,1
Vantaa Helsinki-Vantaa airport;2004;4;20;00:00;76,6
Vantaa Helsinki-Vantaa airport;2004;4;21;00:00;139,3
Vantaa Helsinki-Vantaa airport;2004;4;22;00:00;221
Vantaa Helsinki-Vantaa airport;2004;4;23;00:00;256,9
Vantaa Helsinki-Vantaa airport;2004;4;24;00:00;243,3
Vantaa Helsinki-Vantaa airport;2004;4;25;00:00;257,2
Vantaa Helsinki-Vantaa airport;2004;4;26;00:00;260,1
Vantaa Helsinki-Vantaa airport;2004;4;27;00:00;205,8
Vantaa Helsinki-Vantaa airport;2004;4;28;00:00;152,4
Vantaa Helsinki-Vantaa airport;2004;4;29;00:00;118,8
Vantaa Helsinki-Vantaa airport;2004;4;30;00:00;271,2
Vantaa Helsinki-Vantaa airport;2004;5;1;00:00;190,8
Vantaa Helsinki-Vantaa airport;2004;5;2;00:00;262,8
Vantaa Helsinki-Vantaa airport;2004;5;3;00:00;244,7
Vantaa Helsinki-Vantaa airport;2004;5;4;00:00;97,3
Vantaa Helsinki-Vantaa airport;2004;5;5;00:00;245,3
Vantaa Helsinki-Vantaa airport;2004;5;6;00:00;259
Vantaa Helsinki-Vantaa airport;2004;5;7;00:00;260,4
Vantaa Helsinki-Vantaa airport;2004;5;8;00:00;234
Vantaa Helsinki-Vantaa airport;2004;5;9;00:00;280,8
Vantaa Helsinki-Vantaa airport;2004;5;10;00:00;148,8
Vantaa Helsinki-Vantaa airport;2004;5;11;00:00;220,1
Vantaa Helsinki-Vantaa airport;2004;5;12;00:00;274,6
Vantaa Helsinki-Vantaa airport;2004;5;13;00:00;233,9
Vantaa Helsinki-Vantaa airport;2004;5;14;00:00;161,5
Vantaa Helsinki-Vantaa airport;2004;5;15;00:00;238,5
Vantaa Helsinki-Vantaa airport;2004;5;16;00:00;219
Vantaa Helsinki-Vantaa airport;2004;5;17;00:00;272,8
Vantaa Helsinki-Vantaa airport;2004;5;18;00:00;59,6
Vantaa Helsinki-Vantaa airport;2004;5;19;00:00;146,6
Vantaa Helsinki-Vantaa airport;2004;5;20;00:00;273,2
Vantaa Helsinki-Vantaa airport;2004;5;21;00:00;214,9
Vantaa Helsinki-Vantaa airport;2004;5;22;00:00;210,7
Vantaa Helsinki-Vantaa airport;2004;5;23;00:00;239,3
Vantaa Helsinki-Vantaa airport;2004;5;24;00:00;248,8
Vantaa Helsinki-Vantaa airport;2004;5;25;00:00;307,5
Vantaa Helsinki-Vantaa airport;2004;5;26;00:00;282,4
Vantaa Helsinki-Vantaa airport;2004;5;27;00:00;204,8
Vantaa Helsinki-Vantaa airport;2004;5;28;00:00;210,6
Vantaa Helsinki-Vantaa airport;2004;5;29;00:00;123,4
Vantaa Helsinki-Vantaa airport;2004;5;30;00:00;237,3
Vantaa Helsinki-Vantaa airport;2004;5;31;00:00;152,5
Vantaa Helsinki-Vantaa airport;2004;6;1;00:00;266,5
Vantaa Helsinki-Vantaa airport;2004;6;2;00:00;250,7
Vantaa Helsinki-Vantaa airport;2004;6;3;00:00;319,3
Vantaa Helsinki-Vantaa airport;2004;6;4;00:00;258,6
Vantaa Helsinki-Vantaa airport;2004;6;5;00:00;338,8
Vantaa Helsinki-Vantaa airport;2004;6;6;00:00;158,7
Vantaa Helsinki-Vantaa airport;2004;6;7;00:00;164,3
Vantaa Helsinki-Vantaa airport;2004;6;8;00:00;156,3
Vantaa Helsinki-Vantaa airport;2004;6;9;00:00;322,1
Vantaa Helsinki-Vantaa airport;2004;6;10;00:00;285,5
Vantaa Helsinki-Vantaa airport;2004;6;11;00:00;66,9
Vantaa Helsinki-Vantaa airport;2004;6;12;00:00;76,7
Vantaa Helsinki-Vantaa airport;2004;6;13;00:00;293,3
Vantaa Helsinki-Vantaa airport;2004;6;14;00:00;153,7
Vantaa Helsinki-Vantaa airport;2004;6;15;00:00;316,8
Vantaa Helsinki-Vantaa airport;2004;6;16;00:00;152,4
Vantaa Helsinki-Vantaa airport;2004;6;17;00:00;256,8
Vantaa Helsinki-Vantaa airport;2004;6;18;00:00;146
Vantaa Helsinki-Vantaa airport;2004;6;19;00:00;249,7
Vantaa Helsinki-Vantaa airport;2004;6;20;00:00;251,6
Vantaa Helsinki-Vantaa airport;2004;6;21;00:00;157,2
Vantaa Helsinki-Vantaa airport;2004;6;22;00:00;194,4
Vantaa Helsinki-Vantaa airport;2004;6;23;00:00;197,9
Vantaa Helsinki-Vantaa airport;2004;6;24;00:00;76,8
Vantaa Helsinki-Vantaa airport;2004;6;25;00:00;287,1
Vantaa Helsinki-Vantaa airport;2004;6;26;00:00;184,5
Vantaa Helsinki-Vantaa airport;2004;6;27;00:00;69,8
Vantaa Helsinki-Vantaa airport;2004;6;28;00:00;85,8
Vantaa Helsinki-Vantaa airport;2004;6;29;00:00;212,7
Vantaa Helsinki-Vantaa airport;2004;6;30;00:00;43,5
Vantaa Helsinki-Vantaa airport;2004;7;1;00:00;157,8
Vantaa Helsinki-Vantaa airport;2004;7;2;00:00;310
Vantaa Helsinki-Vantaa airport;2004;7;3;00:00;34,3
Vantaa Helsinki-Vantaa airport;2004;7;4;00:00;274,6
Vantaa Helsinki-Vantaa airport;2004;7;5;00:00;214,8
Vantaa Helsinki-Vantaa airport;2004;7;6;00:00;203,1
Vantaa Helsinki-Vantaa airport;2004;7;7;00:00;213,1
Vantaa Helsinki-Vantaa airport;2004;7;8;00:00;250,2
Vantaa Helsinki-Vantaa airport;2004;7;9;00:00;217
Vantaa Helsinki-Vantaa airport;2004;7;10;00:00;103,3
Vantaa Helsinki-Vantaa airport;2004;7;11;00:00;205,8
Vantaa Helsinki-Vantaa airport;2004;7;12;00:00;235,2
Vantaa Helsinki-Vantaa airport;2004;7;13;00:00;226,6
Vantaa Helsinki-Vantaa airport;2004;7;14;00:00;202,1
Vantaa Helsinki-Vantaa airport;2004;7;15;00:00;251
Vantaa Helsinki-Vantaa airport;2004;7;16;00:00;310,3
Vantaa Helsinki-Vantaa airport;2004;7;17;00:00;196,3
Vantaa Helsinki-Vantaa airport;2004;7;18;00:00;304,8
Vantaa Helsinki-Vantaa airport;2004;7;19;00:00;268,7
Vantaa Helsinki-Vantaa airport;2004;7;20;00:00;223,2
Vantaa Helsinki-Vantaa airport;2004;7;21;00:00;237,5
Vantaa Helsinki-Vantaa airport;2004;7;22;00:00;196,8
Vantaa Helsinki-Vantaa airport;2004;7;23;00:00;205,3
Vantaa Helsinki-Vantaa airport;2004;7;24;00:00;219,5
Vantaa Helsinki-Vantaa airport;2004;7;25;00:00;157,9
Vantaa Helsinki-Vantaa airport;2004;7;26;00:00;215,2
Vantaa Helsinki-Vantaa airport;2004;7;27;00:00;185,9
Vantaa Helsinki-Vantaa airport;2004;7;28;00:00;54,7
Vantaa Helsinki-Vantaa airport;2004;7;29;00:00;49,4
Vantaa Helsinki-Vantaa airport;2004;7;30;00:00;100,5
Vantaa Helsinki-Vantaa airport;2004;7;31;00:00;86,6
Vantaa Helsinki-Vantaa airport;2004;8;1;00:00;232,7
Vantaa Helsinki-Vantaa airport;2004;8;2;00:00;219,4
Vantaa Helsinki-Vantaa airport;2004;8;3;00:00;209,8
Vantaa Helsinki-Vantaa airport;2004;8;4;00:00;260,7
Vantaa Helsinki-Vantaa airport;2004;8;5;00:00;262,4
Vantaa Helsinki-Vantaa airport;2004;8;6;00:00;195,1
Vantaa Helsinki-Vantaa airport;2004;8;7;00:00;250,9
Vantaa Helsinki-Vantaa airport;2004;8;8;00:00;235,2
Vantaa Helsinki-Vantaa airport;2004;8;9;00:00;173
Vantaa Helsinki-Vantaa airport;2004;8;10;00:00;239
Vantaa Helsinki-Vantaa airport;2004;8;11;00:00;142,5
Vantaa Helsinki-Vantaa airport;2004;8;12;00:00;218,4
Vantaa Helsinki-Vantaa airport;2004;8;13;00:00;221,8
Vantaa Helsinki-Vantaa airport;2004;8;14;00:00;177,9
Vantaa Helsinki-Vantaa airport;2004;8;15;00:00;133,9
Vantaa Helsinki-Vantaa airport;2004;8;16;00:00;208,6
Vantaa Helsinki-Vantaa airport;2004;8;17;00:00;47,7
Vantaa Helsinki-Vantaa airport;2004;8;18;00:00;104,4
Vantaa Helsinki-Vantaa airport;2004;8;19;00:00;150
Vantaa Helsinki-Vantaa airport;2004;8;20;00:00;180,9
Vantaa Helsinki-Vantaa airport;2004;8;21;00:00;113,5
Vantaa Helsinki-Vantaa airport;2004;8;22;00:00;156,8
Vantaa Helsinki-Vantaa airport;2004;8;23;00:00;185,1
Vantaa Helsinki-Vantaa airport;2004;8;24;00:00;196,1
Vantaa Helsinki-Vantaa airport;2004;8;25;00:00;205,1
Vantaa Helsinki-Vantaa airport;2004;8;26;00:00;28,8
Vantaa Helsinki-Vantaa airport;2004;8;27;00:00;146,4
Vantaa Helsinki-Vantaa airport;2004;8;28;00:00;98,7
Vantaa Helsinki-Vantaa airport;2004;8;29;00:00;182,3
Vantaa Helsinki-Vantaa airport;2004;8;30;00:00;64,8
Vantaa Helsinki-Vantaa airport;2004;8;31;00:00;105,9
Vantaa Helsinki-Vantaa airport;2004;9;1;00:00;54,4
Vantaa Helsinki-Vantaa airport;2004;9;2;00:00;65,6
Vantaa Helsinki-Vantaa airport;2004;9;3;00:00;98,5
Vantaa Helsinki-Vantaa airport;2004;9;4;00:00;177,4
Vantaa Helsinki-Vantaa airport;2004;9;5;00:00;143,1
Vantaa Helsinki-Vantaa airport;2004;9;6;00:00;96,7
Vantaa Helsinki-Vantaa airport;2004;9;7;00:00;111,5
Vantaa Helsinki-Vantaa airport;2004;9;8;00:00;167,9
Vantaa Helsinki-Vantaa airport;2004;9;9;00:00;137,3
Vantaa Helsinki-Vantaa airport;2004;9;10;00:00;137,7
Vantaa Helsinki-Vantaa airport;2004;9;11;00:00;168
Vantaa Helsinki-Vantaa airport;2004;9;12;00:00;67,1
Vantaa Helsinki-Vantaa airport;2004;9;13;00:00;114,8
Vantaa Helsinki-Vantaa airport;2004;9;14;00:00;74,8
Vantaa Helsinki-Vantaa airport;2004;9;15;00:00;82,9
Vantaa Helsinki-Vantaa airport;2004;9;16;00:00;83
Vantaa Helsinki-Vantaa airport;2004;9;17;00:00;71,9
Vantaa Helsinki-Vantaa airport;2004;9;18;00:00;17,6
Vantaa Helsinki-Vantaa airport;2004;9;19;00:00;70
Vantaa Helsinki-Vantaa airport;2004;9;20;00:00;139,4
Vantaa Helsinki-Vantaa airport;2004;9;21;00:00;23,8
Vantaa Helsinki-Vantaa airport;2004;9;22;00:00;55,3
Vantaa Helsinki-Vantaa airport;2004;9;23;00:00;71,5
Vantaa Helsinki-Vantaa airport;2004;9;24;00:00;72,7
Vantaa Helsinki-Vantaa airport;2004;9;25;00:00;75,2
Vantaa Helsinki-Vantaa airport;2004;9;26;00:00;119,7
Vantaa Helsinki-Vantaa airport;2004;9;27;00:00;27,5
Vantaa Helsinki-Vantaa airport;2004;9;28;00:00;50,6
Vantaa Helsinki-Vantaa airport;2004;9;29;00:00;74,8
Vantaa Helsinki-Vantaa airport;2004;9;30;00:00;79,1
Vantaa Helsinki-Vantaa airport;2004;10;1;00:00;122
Vantaa Helsinki-Vantaa airport;2004;10;2;00:00;81
Vantaa Helsinki-Vantaa airport;2004;10;3;00:00;21,9
Vantaa Helsinki-Vantaa airport;2004;10;4;00:00;100,8
Vantaa Helsinki-Vantaa airport;2004;10;5;00:00;29
Vantaa Helsinki-Vantaa airport;2004;10;6;00:00;21,8
Vantaa Helsinki-Vantaa airport;2004;10;7;00:00;65,4
Vantaa Helsinki-Vantaa airport;2004;10;8;00:00;39,4
Vantaa Helsinki-Vantaa airport;2004;10;9;00:00;97,8
Vantaa Helsinki-Vantaa airport;2004;10;10;00:00;94,7
Vantaa Helsinki-Vantaa airport;2004;10;11;00:00;67,2
Vantaa Helsinki-Vantaa airport;2004;10;12;00:00;90,5
Vantaa Helsinki-Vantaa airport;2004;10;13;00:00;55,8
Vantaa Helsinki-Vantaa airport;2004;10;14;00:00;83,8
Vantaa Helsinki-Vantaa airport;2004;10;15;00:00;77,5
Vantaa Helsinki-Vantaa airport;2004;10;16;00:00;54,2
Vantaa Helsinki-Vantaa airport;2004;10;17;00:00;12,8
Vantaa Helsinki-Vantaa airport;2004;10;18;00:00;8,3
Vantaa Helsinki-Vantaa airport;2004;10;19;00:00;8,7
Vantaa Helsinki-Vantaa airport;2004;10;20;00:00;44,8
Vantaa Helsinki-Vantaa airport;2004;10;21;00:00;7,7
Vantaa Helsinki-Vantaa airport;2004;10;22;00:00;31,3
Vantaa Helsinki-Vantaa airport;2004;10;23;00:00;18,3
Vantaa Helsinki-Vantaa airport;2004;10;24;00:00;24,6
Vantaa Helsinki-Vantaa airport;2004;10;25;00:00;54
Vantaa Helsinki-Vantaa airport;2004;10;26;00:00;8,5
Vantaa Helsinki-Vantaa airport;2004;10;27;00:00;21,8
Vantaa Helsinki-Vantaa airport;2004;10;28;00:00;56,8
Vantaa Helsinki-Vantaa airport;2004;10;29;00:00;45,3
Vantaa Helsinki-Vantaa airport;2004;10;30;00:00;32,1
Vantaa Helsinki-Vantaa airport;2004;10;31;00:00;7,5
Vantaa Helsinki-Vantaa airport;2004;11;1;00:00;48,7
Vantaa Helsinki-Vantaa airport;2004;11;2;00:00;47,6
Vantaa Helsinki-Vantaa airport;2004;11;3;00:00;38,1
Vantaa Helsinki-Vantaa airport;2004;11;4;00:00;5,4
Vantaa Helsinki-Vantaa airport;2004;11;5;00:00;13,8
Vantaa Helsinki-Vantaa airport;2004;11;6;00:00;17,7
Vantaa Helsinki-Vantaa airport;2004;11;7;00:00;10,3
Vantaa Helsinki-Vantaa airport;2004;11;8;00:00;21
Vantaa Helsinki-Vantaa airport;2004;11;9;00:00;13,2
Vantaa Helsinki-Vantaa airport;2004;11;10;00:00;4,1
Vantaa Helsinki-Vantaa airport;2004;11;11;00:00;3,6
Vantaa Helsinki-Vantaa airport;2004;11;12;00:00;2
Vantaa Helsinki-Vantaa airport;2004;11;13;00:00;23,6
Vantaa Helsinki-Vantaa airport;2004;11;14;00:00;27,9
Vantaa Helsinki-Vantaa airport;2004;11;15;00:00;1,9
Vantaa Helsinki-Vantaa airport;2004;11;16;00:00;17,4
Vantaa Helsinki-Vantaa airport;2004;11;17;00:00;12,3
Vantaa Helsinki-Vantaa airport;2004;11;18;00:00;12,8
Vantaa Helsinki-Vantaa airport;2004;11;19;00:00;20
Vantaa Helsinki-Vantaa airport;2004;11;20;00:00;9,3
Vantaa Helsinki-Vantaa airport;2004;11;21;00:00;23,8
Vantaa Helsinki-Vantaa airport;2004;11;22;00:00;10,3
Vantaa Helsinki-Vantaa airport;2004;11;23;00:00;7,9
Vantaa Helsinki-Vantaa airport;2004;11;24;00:00;22,9
Vantaa Helsinki-Vantaa airport;2004;11;25;00:00;11,8
Vantaa Helsinki-Vantaa airport;2004;11;26;00:00;13,4
Vantaa Helsinki-Vantaa airport;2004;11;27;00:00;20,9
Vantaa Helsinki-Vantaa airport;2004;11;28;00:00;10,6
Vantaa Helsinki-Vantaa airport;2004;11;29;00:00;5,4
Vantaa Helsinki-Vantaa airport;2004;11;30;00:00;6
Vantaa Helsinki-Vantaa airport;2004;12;1;00:00;3,1
Vantaa Helsinki-Vantaa airport;2004;12;2;00:00;1,8
Vantaa Helsinki-Vantaa airport;2004;12;3;00:00;15,1
Vantaa Helsinki-Vantaa airport;2004;12;4;00:00;2,2
Vantaa Helsinki-Vantaa airport;2004;12;5;00:00;2,8
Vantaa Helsinki-Vantaa airport;2004;12;6;00:00;4,1
Vantaa Helsinki-Vantaa airport;2004;12;7;00:00;3,5
Vantaa Helsinki-Vantaa airport;2004;12;8;00:00;3,6
Vantaa Helsinki-Vantaa airport;2004;12;9;00:00;8,6
Vantaa Helsinki-Vantaa airport;2004;12;10;00:00;9
Vantaa Helsinki-Vantaa airport;2004;12;11;00:00;2,4
Vantaa Helsinki-Vantaa airport;2004;12;12;00:00;10,5
Vantaa Helsinki-Vantaa airport;2004;12;13;00:00;7,5
Vantaa Helsinki-Vantaa airport;2004;12;14;00:00;1,6
Vantaa Helsinki-Vantaa airport;2004;12;15;00:00;1,8
Vantaa Helsinki-Vantaa airport;2004;12;16;00:00;4,8
Vantaa Helsinki-Vantaa airport;2004;12;17;00:00;0,5
Vantaa Helsinki-Vantaa airport;2004;12;18;00:00;2,4
Vantaa Helsinki-Vantaa airport;2004;12;19;00:00;1,7
Vantaa Helsinki-Vantaa airport;2004;12;20;00:00;5,6
Vantaa Helsinki-Vantaa airport;2004;12;21;00:00;8,5
Vantaa Helsinki-Vantaa airport;2004;12;22;00:00;0,3
Vantaa Helsinki-Vantaa airport;2004;12;23;00:00;8
Vantaa Helsinki-Vantaa airport;2004;12;24;00:00;9,3
Vantaa Helsinki-Vantaa airport;2004;12;25;00:00;2,7
Vantaa Helsinki-Vantaa airport;2004;12;26;00:00;3,6
Vantaa Helsinki-Vantaa airport;2004;12;27;00:00;11,2
Vantaa Helsinki-Vantaa airport;2004;12;28;00:00;3,3
Vantaa Helsinki-Vantaa airport;2004;12;29;00:00;1,5
Vantaa Helsinki-Vantaa airport;2004;12;30;00:00;1,3
Vantaa Helsinki-Vantaa airport;2004;12;31;00:00;12,9
Vantaa Helsinki-Vantaa airport;2005;1;1;00:00;10,6
Vantaa Helsinki-Vantaa airport;2005;1;2;00:00;2,9
Vantaa Helsinki-Vantaa airport;2005;1;3;00:00;10,9
Vantaa Helsinki-Vantaa airport;2005;1;4;00:00;11,4
Vantaa Helsinki-Vantaa airport;2005;1;5;00:00;4,7
Vantaa Helsinki-Vantaa airport;2005;1;6;00:00;4,5
Vantaa Helsinki-Vantaa airport;2005;1;7;00:00;2,8
Vantaa Helsinki-Vantaa airport;2005;1;8;00:00;3,3
Vantaa Helsinki-Vantaa airport;2005;1;9;00:00;5,6
Vantaa Helsinki-Vantaa airport;2005;1;10;00:00;5,1
Vantaa Helsinki-Vantaa airport;2005;1;11;00:00;16,8
Vantaa Helsinki-Vantaa airport;2005;1;12;00:00;0,9
Vantaa Helsinki-Vantaa airport;2005;1;13;00:00;2
Vantaa Helsinki-Vantaa airport;2005;1;14;00:00;6
Vantaa Helsinki-Vantaa airport;2005;1;15;00:00;10,8
Vantaa Helsinki-Vantaa airport;2005;1;16;00:00;3,7
Vantaa Helsinki-Vantaa airport;2005;1;17;00:00;5
Vantaa Helsinki-Vantaa airport;2005;1;18;00:00;1,4
Vantaa Helsinki-Vantaa airport;2005;1;19;00:00;4,9
Vantaa Helsinki-Vantaa airport;2005;1;20;00:00;7,4
Vantaa Helsinki-Vantaa airport;2005;1;21;00:00;7,4
Vantaa Helsinki-Vantaa airport;2005;1;22;00:00;5,9
Vantaa Helsinki-Vantaa airport;2005;1;23;00:00;6,6
Vantaa Helsinki-Vantaa airport;2005;1;24;00:00;14,9
Vantaa Helsinki-Vantaa airport;2005;1;25;00:00;11
Vantaa Helsinki-Vantaa airport;2005;1;26;00:00;10,2
Vantaa Helsinki-Vantaa airport;2005;1;27;00:00;18,9
Vantaa Helsinki-Vantaa airport;2005;1;28;00:00;13,4
Vantaa Helsinki-Vantaa airport;2005;1;29;00:00;20,8
Vantaa Helsinki-Vantaa airport;2005;1;30;00:00;7,8
Vantaa Helsinki-Vantaa airport;2005;1;31;00:00;30,8
Vantaa Helsinki-Vantaa airport;2005;2;1;00:00;12,1
Vantaa Helsinki-Vantaa airport;2005;2;2;00:00;17,2
Vantaa Helsinki-Vantaa airport;2005;2;3;00:00;7,7
Vantaa Helsinki-Vantaa airport;2005;2;4;00:00;13,4
Vantaa Helsinki-Vantaa airport;2005;2;5;00:00;6,3
Vantaa Helsinki-Vantaa airport;2005;2;6;00:00;5,6
Vantaa Helsinki-Vantaa airport;2005;2;7;00:00;25,4
Vantaa Helsinki-Vantaa airport;2005;2;8;00:00;31,2
Vantaa Helsinki-Vantaa airport;2005;2;9;00:00;51,7
Vantaa Helsinki-Vantaa airport;2005;2;10;00:00;19,9
Vantaa Helsinki-Vantaa airport;2005;2;11;00:00;33,2
Vantaa Helsinki-Vantaa airport;2005;2;12;00:00;31,3
Vantaa Helsinki-Vantaa airport;2005;2;13;00:00;16,7
Vantaa Helsinki-Vantaa airport;2005;2;14;00:00;32,8
Vantaa Helsinki-Vantaa airport;2005;2;15;00:00;47,4
Vantaa Helsinki-Vantaa airport;2005;2;16;00:00;43,9
Vantaa Helsinki-Vantaa airport;2005;2;17;00:00;30,2
Vantaa Helsinki-Vantaa airport;2005;2;18;00:00;18,5
Vantaa Helsinki-Vantaa airport;2005;2;19;00:00;19,3
Vantaa Helsinki-Vantaa airport;2005;2;20;00:00;40
Vantaa Helsinki-Vantaa airport;2005;2;21;00:00;49,7
Vantaa Helsinki-Vantaa airport;2005;2;22;00:00;67,6
Vantaa Helsinki-Vantaa airport;2005;2;23;00:00;78,4
Vantaa Helsinki-Vantaa airport;2005;2;24;00:00;67
Vantaa Helsinki-Vantaa airport;2005;2;25;00:00;56,5
Vantaa Helsinki-Vantaa airport;2005;2;26;00:00;77,4
Vantaa Helsinki-Vantaa airport;2005;2;27;00:00;94,9
Vantaa Helsinki-Vantaa airport;2005;2;28;00:00;83,9
Vantaa Helsinki-Vantaa airport;2005;3;1;00:00;104,5
Vantaa Helsinki-Vantaa airport;2005;3;2;00:00;75,8
Vantaa Helsinki-Vantaa airport;2005;3;3;00:00;86,7
Vantaa Helsinki-Vantaa airport;2005;3;4;00:00;68,2
Vantaa Helsinki-Vantaa airport;2005;3;5;00:00;96,6
Vantaa Helsinki-Vantaa airport;2005;3;6;00:00;75,2
Vantaa Helsinki-Vantaa airport;2005;3;7;00:00;96,3
Vantaa Helsinki-Vantaa airport;2005;3;8;00:00;78,7
Vantaa Helsinki-Vantaa airport;2005;3;9;00:00;127,1
Vantaa Helsinki-Vantaa airport;2005;3;10;00:00;128,2
Vantaa Helsinki-Vantaa airport;2005;3;11;00:00;137,9
Vantaa Helsinki-Vantaa airport;2005;3;12;00:00;92,9
Vantaa Helsinki-Vantaa airport;2005;3;13;00:00;127,1
Vantaa Helsinki-Vantaa airport;2005;3;14;00:00;133,6
Vantaa Helsinki-Vantaa airport;2005;3;15;00:00;132,8
Vantaa Helsinki-Vantaa airport;2005;3;16;00:00;133,8
Vantaa Helsinki-Vantaa airport;2005;3;17;00:00;35,5
Vantaa Helsinki-Vantaa airport;2005;3;18;00:00;115,7
Vantaa Helsinki-Vantaa airport;2005;3;19;00:00;157,7
Vantaa Helsinki-Vantaa airport;2005;3;20;00:00;151,5
Vantaa Helsinki-Vantaa airport;2005;3;21;00:00;145,7
Vantaa Helsinki-Vantaa airport;2005;3;22;00:00;164,1
Vantaa Helsinki-Vantaa airport;2005;3;23;00:00;61,6
Vantaa Helsinki-Vantaa airport;2005;3;24;00:00;95,3
Vantaa Helsinki-Vantaa airport;2005;3;25;00:00;154,3
Vantaa Helsinki-Vantaa airport;2005;3;26;00:00;172,4
Vantaa Helsinki-Vantaa airport;2005;3;27;00:00;90,2
Vantaa Helsinki-Vantaa airport;2005;3;28;00:00;147,5
Vantaa Helsinki-Vantaa airport;2005;3;29;00:00;106
Vantaa Helsinki-Vantaa airport;2005;3;30;00:00;144,8
Vantaa Helsinki-Vantaa airport;2005;3;31;00:00;187,3
Vantaa Helsinki-Vantaa airport;2005;4;1;00:00;188,5
Vantaa Helsinki-Vantaa airport;2005;4;2;00:00;126,5
Vantaa Helsinki-Vantaa airport;2005;4;3;00:00;166,1
Vantaa Helsinki-Vantaa airport;2005;4;4;00:00;184,3
Vantaa Helsinki-Vantaa airport;2005;4;5;00:00;177,6
Vantaa Helsinki-Vantaa airport;2005;4;6;00:00;153,5
Vantaa Helsinki-Vantaa airport;2005;4;7;00:00;120,3
Vantaa Helsinki-Vantaa airport;2005;4;8;00:00;161,3
Vantaa Helsinki-Vantaa airport;2005;4;9;00:00;58,8
Vantaa Helsinki-Vantaa airport;2005;4;10;00:00;113,9
Vantaa Helsinki-Vantaa airport;2005;4;11;00:00;55,9
Vantaa Helsinki-Vantaa airport;2005;4;12;00:00;134,7
Vantaa Helsinki-Vantaa airport;2005;4;13;00:00;171,5
Vantaa Helsinki-Vantaa airport;2005;4;14;00:00;211,2
Vantaa Helsinki-Vantaa airport;2005;4;15;00:00;100,7
Vantaa Helsinki-Vantaa airport;2005;4;16;00:00;195,1
Vantaa Helsinki-Vantaa airport;2005;4;17;00:00;232,8
